stage,model,feature,feature_group,importance,normalized_abs_importance,method,diagnostic_boundary,claim_boundary,group_normalized_abs_importance
stage2_regressor,ridge,cu__gvi_percent,vegetation_water,0.04081467128648963,0.015450540976965773,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__greenery_fraction_beta,vegetation_water,0.040814671286421744,0.015450540976940076,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,overhead_fraction_x_shade_fraction,interactions,0.0278898985859668,0.010557821669595067,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.15203202940520444
stage2_regressor,ridge,cu__dsm_building_height_p90_m_v10,built_canyon_svf,0.017590255088675556,0.006658854487279087,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__overhead_weighted_shade_area_m2,overhead_shade,0.016929956879130032,0.006408896219283008,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,cu__dynamic_world_grass_fraction,vegetation_water,0.014909616030859099,0.00564408890662481,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__grass_fraction,vegetation_water,0.014909616030855019,0.005644088906623266,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,grass_fraction,vegetation_water,0.014909616030851966,0.00564408890662211,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,building_density_x_svf_or_open_sky,interactions,0.012837705530013649,0.004859759716044881,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.15203202940520444
stage2_regressor,ridge,cu__overhead_fraction_covered_walkway,overhead_shade,0.012402142582384099,0.00469487579175303,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,cu__dsm_building_height_mean_m_v10,built_canyon_svf,0.011957550082742519,0.004526573697990052,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__overhead_fraction_pedestrian_bridge,overhead_shade,0.008689635828817968,0.0032894929743683674,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,building_density,built_canyon_svf,0.00715372125549842,0.0027080669747414176,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__open_pixel_fraction,built_canyon_svf,0.007153721225152222,0.0027080669632537553,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__distance_to_park,vegetation_water,0.0060946918660333875,0.002307167580920823,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__overhead_fraction_viaduct,overhead_shade,0.004636119683345198,0.0017550198221332617,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,road_or_hardscape_fraction,road_hardscape,0.0044890807571564455,0.0016993577064606461,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.2302313602541166
stage2_regressor,ridge,cu__road_fraction,road_hardscape,0.004489080757148582,0.0016993577064576694,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.2302313602541166
stage2_regressor,ridge,cu__svf_umep_p10_open_v10,built_canyon_svf,0.001995213460003901,0.0007552952492303485,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,building_height_or_canyon_proxy,built_canyon_svf,0.001587251906093064,0.0006008599320503594,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__building_height_p90,built_canyon_svf,0.0015872519060862456,0.0006008599320477783,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,hour_sgt,other_compact,0.0010679059449919444,0.0004042596459206347,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.0004042596459206347
stage2_regressor,ridge,cu__dynamic_world_water_fraction,vegetation_water,0.000576051235281085,0.00021806627212720718,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,water_edge_or_water_fraction,vegetation_water,0.0005760512352758947,0.00021806627212524237,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__water_fraction,vegetation_water,0.0005760512352756542,0.0002180662721251513,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__overhead_area_total_m2,overhead_shade,-0.000124368657644471,4.708020377520957e-05,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,cu__distance_to_water,vegetation_water,-6.862957983256683e-05,2.597997489657639e-05,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__mean_building_height,built_canyon_svf,-2.721442387521959e-05,1.0302118282348665e-05,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,shade_fraction,overhead_shade,2.2431131050141644e-05,8.491385536764682e-06,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,cu__shade_fraction_umep_10_16_open_v10,overhead_shade,2.2431131048559576e-05,8.491385536165784e-06,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,cu__shade_fraction_base_v10,overhead_shade,2.243113104854107e-05,8.49138553615878e-06,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
