cell_id,old_valid_pixel_count,old_building_pixel_count,old_building_area_m2,old_building_density,old_open_pixel_fraction,old_dsm_mean_all_m,old_dsm_max_all_m,old_building_height_mean_m,old_building_height_max_m,old_building_height_p50_m,old_building_height_p90_m,v10_valid_pixel_count,v10_building_pixel_count,v10_building_area_m2,v10_building_density,v10_open_pixel_fraction,v10_dsm_mean_all_m,v10_dsm_max_all_m,v10_building_height_mean_m,v10_building_height_max_m,v10_building_height_p50_m,v10_building_height_p90_m,cell_area_m2,delta_building_area_m2,delta_building_density,delta_open_pixel_fraction,delta_building_height_mean_m,delta_building_height_max_m,delta_building_height_p50_m,delta_building_height_p90_m,lat,lon,land_use_hint,road_fraction,gvi_percent,tree_canopy_fraction,ndvi_mean,shade_fraction,svf,building_density,mean_building_height_m,max_building_height_m,hazard_rank_true_v08,hazard_score,max_utci_c,max_wbgt_proxy_c,risk_rank_v08_conditioned,risk_priority_score_v08_conditioned,risk_rank_v08_social_conditioned,risk_priority_score_v08_social_conditioned,risk_rank_v08_candidate_policy,risk_priority_score_v08_candidate_policy,vulnerability_score_v071,outdoor_exposure_score_v071,old_vs_osm_completeness,reviewed_vs_osm_completeness,coverage_gain_vs_osm,old_dsm_area_m2,reviewed_dsm_area_m2,osm_area_m2,reviewed_minus_old_dsm_area_m2,old_hazard_top20,old_hazard_top50,old_hazard_topN,low_old_completeness,zero_old_completeness,high_coverage_gain,large_building_area_gain,large_building_density_gain,v10_building_density_nontrivial,possible_old_dsm_gap_false_positive,audit_flags
TP_0015,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,944,3776.0,0.3776000000091213,0.6224000000000001,5.4224,30.0,14.360169491525424,30.0,10.0,30.0,9999.999999758438,3776.0,0.3776000000091213,-0.3775999999999999,14.360169491525424,30.0,10.0,30.0,1.326019278981066,103.85263749623287,commercial,0.1070215626908324,4.132380494276649,0.0,0.2118306776505922,0.0616365708410739,0.8755375146865845,0.0,30.46075638987055,19.8,115,0.6468968392398935,40.544703190009656,28.79267370388752,115,0.5375311730963019,120,0.4524590231733587,119,0.4164726571670141,0.3736390924019129,0.2489214741196378,0.0,1.0020965990730673,1.0020965990730673,0.0,3776.0,3768.099805440688,3776.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0016,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,896,3584.0,0.358399999997653,0.6416,7.974,57.0,22.248883928571427,57.0,15.0,57.0,10000.000000065484,3584.0,0.358399999997653,-0.3584,22.248883928571427,57.0,15.0,57.0,1.3260192717658044,103.8535360504828,commercial,0.1482765295787187,4.0115138267507495,0.0,0.2091447517055722,0.1196148693561554,0.7960997223854065,0.0,30.79219057538489,19.8,168,0.6082955912153273,39.53221623936933,28.697630602962263,166,0.5109723830371425,143,0.4362381931887581,166,0.3400473841631289,0.4285106092976709,0.2573012641873914,0.0,1.9568445042574996,1.9568445042574996,0.0,3584.0,1831.5200784744543,3584.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0017,2500,6,24.0,0.0023999999999794,0.9976,0.1106399963378906,46.09999847412109,46.09999847412109,46.09999847412109,46.09999847412109,46.09999847412109,2500,307,1228.0,0.1227999999989501,0.8772,2.6258399963378904,46.09999847412109,21.38306185942908,46.09999847412109,15.0,39.0,10000.000000085493,1204.0,0.1203999999989706,-0.1204,-24.716936614692017,0.0,-31.099998474121094,-7.099998474121094,1.326019264222331,103.85443460472769,transport,0.1779984322646071,9.81854120017527,0.0,0.3381898044483393,0.5302051305770874,0.3957302570343017,0.009549324603618,30.345081886325087,7.261768195030728,654,0.2804667153746165,34.44435800790221,27.9865101196161,654,0.1402333576873082,654,0.1402333576873082,645,0.1402333576873082,0.4655051196050915,0.2794041487294303,0.0255169684299165,1.305618217997398,1.2801012495674813,24.0,1228.0,940.5506012956442,1204.0,False,False,False,True,False,True,True,True,True,False,low_old_completeness;high_coverage_gain;large_building_density_gain
TP_0018,2500,199,796.0,0.0796000000002722,0.9204,0.3263599924087524,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,2500,292,1168.0,0.1168000000003994,0.8832,0.7367599924087525,12.0,6.30787664733521,12.0,4.099999904632568,12.0,9999.999999965805,372.0,0.0372000000001272,-0.0372,2.2078767427026413,7.900000095367432,0.0,7.900000095367432,1.3260192563506468,103.85533315896734,transport,0.0299961502559522,11.1411925034817,0.033394167669786,0.3675820556329267,0.4948203265666961,0.4036621749401092,0.0,26.978635834105194,6.6,691,0.2588092466744214,34.53016230506403,27.87382963962388,691,0.1294046233372107,691,0.1294046233372107,683,0.1294046233372107,0.5026998544580058,0.298290431979089,0.4759044640960133,0.6983120779700297,0.2224076138740163,796.0,1168.0,1672.604608809485,372.0,False,False,False,False,False,False,False,False,True,False,
TP_0019,2500,159,636.0,0.063600000000074,0.9364,1.0346000099182129,18.100000381469727,16.26729575343102,18.100000381469727,15.0,18.100000381469727,2500,174,696.0,0.069600000000081,0.9304,2.189000009918213,54.0,31.451149567790416,54.0,39.0,54.0,9999.999999988358,60.0,0.0060000000000069,-0.006,15.183853814359397,35.89999961853027,24.0,35.89999961853027,1.326019248150751,103.85623171320157,park_open_space,0.3495533349486106,18.67755566995212,0.2155082486574199,0.5350567926656025,0.8756222724914551,0.0856334939599037,0.0781547290798941,22.42329468137767,3.3,843,0.1485696463813873,32.272832851764505,27.76842372359021,843,0.0742848231906936,843,0.0742848231906936,840,0.0742848231906936,0.5491151624138744,0.2972685305934165,0.7431379348111924,0.8132452871518708,0.0701073523406784,636.0,696.0,855.8303515505332,60.0,False,False,False,False,False,False,False,False,True,False,
TP_0020,2500,745,2980.0,0.2980000000019622,0.702,9.634240083312989,51.70000076293945,32.32966470910399,51.70000076293945,40.5,51.70000076293945,2500,745,2980.0,0.2980000000019622,0.702,13.549840083312988,54.0,45.46926202454023,54.0,51.70000076293945,54.0,9999.999999934153,0.0,0.0,0.0,13.13959731543624,2.299999237060547,11.200000762939451,2.299999237060547,1.3260192396226438,103.8571302674301,residential,0.0803865545107955,7.258281603841141,0.0,0.2812951467520253,0.5586732029914856,0.2721538543701172,0.3300004669843038,19.343135839368816,36.06903236201225,537,0.3539182372193729,34.470608257667195,28.23210822173248,537,0.1769591186096864,537,0.1769591186096864,525,0.1769591186096864,0.574854731991682,0.2889853217591722,0.929911369440339,0.929911369440339,0.0,2980.0,2980.0,3204.606479640628,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0021,2500,857,3428.0,0.3427999999992642,0.6572,9.456799867630004,46.09999847412109,27.586930769049022,46.09999847412109,15.300000190734863,46.09999847412109,2500,897,3588.0,0.3587999999992298,0.6412,10.875999867630004,46.09999847412109,30.312151247575265,46.09999847412109,30.0,46.09999847412109,10000.000000021464,160.0,0.0159999999999656,-0.016,2.725220478526243,0.0,14.699999809265137,0.0,1.3260192307663254,103.85802882165274,residential,0.0,4.395160700124125,0.0,0.2176702377805361,0.4790931344032287,0.340700089931488,0.3219928818856151,18.929699474508656,35.514106714673126,499,0.3836383315149858,35.06587248535629,28.264389547902606,499,0.1918191657574929,499,0.1918191657574929,484,0.1918191657574929,0.5567303057281408,0.291735845198576,0.9584434656003794,1.003178283131319,0.0447348175309395,3428.0,3588.0,3576.6324494190835,160.0,False,False,False,False,False,False,False,False,True,False,
TP_0022,2500,597,2388.0,0.2388000000005951,0.7612,6.969239819335938,46.09999847412109,29.18442135400309,46.09999847412109,29.299999237060547,29.299999237060547,2500,623,2492.0,0.249200000000621,0.7508,6.9716398193359375,46.09999847412109,27.97608274211853,46.09999847412109,29.299999237060547,29.299999237060547,9999.99999997508,104.0,0.0104000000000259,-0.0103999999999999,-1.2083386118845605,0.0,0.0,0.0,1.3260192215817954,103.85892737586926,residential,0.0952245433630333,8.278074280762391,0.0,0.3039572062391642,0.5221124887466431,0.3119208514690399,0.2264826741814709,19.505326156583617,28.89524932077593,594,0.3195377462258356,34.54869072295821,28.10435969295993,594,0.1597688731129178,594,0.1597688731129178,585,0.1597688731129178,0.5407750526715003,0.3120253447218448,0.9514311568949818,0.9928670196743278,0.0414358627793459,2388.0,2492.0,2509.9030893557183,104.0,False,False,False,False,False,False,False,False,True,False,
TP_0023,2500,389,1556.0,0.1555999999989895,0.8444,3.366759929466248,29.299999237060547,21.6372746109656,29.299999237060547,29.299999237060547,29.299999237060547,2500,312,1248.0,0.1247999999991895,0.8752,2.769599928283692,29.299999237060547,22.192307117657784,29.299999237060547,29.299999237060547,29.299999237060547,10000.000000064938,-308.0,-0.0307999999998,0.0307999999999999,0.5550325066921822,0.0,0.0,0.0,1.3260192120690546,103.85982593007944,residential,0.1777087959264806,14.77542019875742,0.0,0.4483426710834982,0.6792638301849365,0.2220959812402725,0.1555173752241352,19.25556845315101,23.97735410303257,786,0.1907399353722451,33.238906262869044,27.81105053115217,786,0.0953699676861225,786,0.0953699676861225,780,0.0953699676861225,0.520042942471725,0.2974275100953248,1.015780912122619,0.8147137392860079,-0.2010671728366108,1556.0,1248.0,1531.8263824711144,-308.0,False,False,False,False,False,False,False,False,True,False,
TP_0024,2500,107,428.0,0.0428000000002693,0.9572,1.2540399673461915,29.299999237060547,29.299999237060547,29.299999237060547,29.299999237060547,29.299999237060547,2500,114,456.0,0.0456000000002869,0.9544,1.2624399673461917,29.299999237060547,27.68508700320595,29.299999237060547,29.299999237060547,29.299999237060547,9999.999999937065,28.0,0.0028000000000176,-0.0028,-1.6149122338545965,0.0,0.0,0.0,1.3260192022281028,103.86072448428308,transport,0.3321261031389391,12.07526299312784,0.0,0.3883391776250631,0.4913767278194427,0.4098998606204986,0.0447890486754156,17.7955729799462,9.703881073206302,625,0.2971237804050831,34.713587068510094,28.007098399549413,625,0.1485618902025415,625,0.1485618902025415,616,0.1485618902025415,0.5347897968692122,0.2595535256444688,0.9055808959558288,0.9648245059716306,0.0592436100158019,428.0,456.0,472.6248112249007,28.0,False,False,False,False,False,False,False,False,False,False,
TP_0025,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,5,20.0,0.0019999999999945,0.998,0.06,30.0,30.0,30.0,30.0,30.0,10000.000000027469,20.0,0.0019999999999945,-0.002,30.0,30.0,30.0,30.0,1.326019192058939,103.8616230384799,civic_institutional,0.0071931509366881,9.472995389157036,0.0,0.3305110086479341,0.368821769952774,0.5649749040603638,0.0,16.60500931243313,6.6,624,0.2974913526748622,35.71285325529156,27.870852515039875,624,0.1487456763374311,624,0.1487456763374311,615,0.1487456763374311,0.5294276708295803,0.2107021680967083,0.0,0.9286378396799672,0.9286378396799672,0.0,20.0,21.53692122527822,20.0,False,False,False,True,True,True,False,False,False,False,zero_old_completeness;high_coverage_gain
TP_0026,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,727,2908.0,0.2907999999965141,0.7092,3.4976,15.0,12.027510316368636,15.0,10.0,15.0,10000.000000119871,2908.0,0.2907999999965141,-0.2907999999999999,12.027510316368636,15.0,10.0,15.0,1.3260191815615645,103.86252159266976,residential,0.1269994993790413,7.487486984527687,0.0,0.2863885996561708,0.0839188694953918,0.8637378215789795,0.0,18.15762078928704,13.2,196,0.58759403916813,40.00565458602282,28.564745662431708,193,0.495454312787302,154,0.4280343186703926,187,0.3037428137122905,0.5155355681342787,0.1586118777203792,0.0,0.9956662410736208,0.9956662410736208,0.0,2908.0,2920.6574251873017,2908.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0027,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1026,4104.0,0.4104000000057183,0.5896,3.8048,48.0,9.270955165692008,48.0,6.0,10.0,9999.999999860664,4104.0,0.4104000000057183,-0.4104,9.270955165692008,48.0,6.0,10.0,1.3260191707359783,103.86342014685236,residential,0.3329306553551248,2.7734624963156165,0.0,0.1816324999181248,0.0,0.982888162136078,0.0,23.726462808753464,13.2,15,0.7153817467720393,42.001873110838325,29.021741771135726,27,0.597750984823784,38,0.5122446896137799,24,0.6114250535514776,0.5025329370169743,0.1018930275142228,0.0,1.0000828508038695,1.0000828508038695,0.0,4104.0,4103.660008469491,4104.0,True,True,True,True,True,True,True,True,True,True,old_top20_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0028,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1077,4308.0,0.4307999999993652,0.5691999999999999,4.3296,48.0,10.050139275766016,48.0,6.0,30.0,10000.000000014734,4308.0,0.4307999999993652,-0.4308,10.050139275766016,48.0,6.0,30.0,1.326019159582181,103.86431870102749,residential,0.3217532437387226,4.944946808099322,0.0,0.2298877068466516,0.0,0.9873511791229248,0.0,28.40754075897232,13.2,39,0.6977906087940797,41.87528056620518,28.891217618705223,43,0.5866961721420156,47,0.5058616921910977,38,0.5768899961891223,0.5168128030348571,0.1326923486849059,0.0,0.9987094271868956,0.9987094271868956,0.0,4308.0,4313.566972261906,4308.0,False,True,True,True,True,True,True,True,True,True,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0029,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,685,2740.0,0.2739999999992673,0.726,2.4348,15.0,8.886131386861313,15.0,9.0,12.0,10000.00000002674,2740.0,0.2739999999992673,-0.274,8.886131386861313,15.0,9.0,12.0,1.3260191481001729,103.86521725519496,residential,0.1816541805256287,4.838476043678581,0.0,0.227521689859524,0.1598560214042663,0.7917506098747253,0.0,23.00679869456681,13.2,289,0.519713526467391,38.81591875953475,28.388037961061904,289,0.2598567632336955,289,0.2598567632336955,253,0.2598567632336955,0.5380329202473951,0.1685835923662793,0.0,1.4791259113095323,1.4791259113095323,0.0,2740.0,1852.4454064726397,2740.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
