regime_variable,candidate_id,candidate_family,event_target,output_kind,validation_method,operating_point,regime_bin,threshold_mean,n,event_count,observed_event_rate,mean_output_value,probability_bias,mean_expected_exceedance_above31_c,TP,FP,FN,TN,precision,recall,F1,CSI,false_alarm_ratio,miss_rate
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,other,0.5970113314447593,706,0,0.0,4.060250981875138e-06,4.060250981875138e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,radiation_hot,0.5943559096945551,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,174,95,28,456,0.6468401486988847,0.8613861386138614,0.7388535031847133,0.5858585858585859,0.35315985130111527,0.13861386138613863
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,highradiation_not_hot,0.3085185185185186,155,2,0.012903225806451613,0.02689928751003835,0.013996061703586736,0.004516129032258083,0,2,2,151,0.0,0.0,,0.0,1.0,1.0
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,hot_not_highradiation,0.3085185185185185,60,0,0.0,1.2415466419295176e-06,1.2415466419295176e-06,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,other,0.30851851851851864,706,0,0.0,4.060250981875138e-06,4.060250981875138e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,radiation_hot,0.3085185185185186,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,193,171,9,380,0.5302197802197802,0.9554455445544554,0.6819787985865725,0.517426273458445,0.4697802197802198,0.04455445544554455
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,highradiation_not_hot,0.7140645161290322,155,2,0.012903225806451613,0.02689928751003835,0.013996061703586736,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,hot_not_highradiation,0.6841666666666667,60,0,0.0,1.2415466419295176e-06,1.2415466419295176e-06,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,other,0.713470254957507,706,0,0.0,4.060250981875138e-06,4.060250981875138e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,radiation_hot,0.7104382470119521,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,143,60,59,491,0.7044334975369458,0.7079207920792079,0.7061728395061728,0.5458015267175572,0.2955665024630542,0.29207920792079206
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,highradiation_not_hot,0.42890322580645157,155,2,0.012903225806451613,0.02689928751003835,0.013996061703586736,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,hot_not_highradiation,0.3946666666666667,60,0,0.0,1.2415466419295176e-06,1.2415466419295176e-06,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,other,0.42630311614730876,706,0,0.0,4.060250981875138e-06,4.060250981875138e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,radiation_hot,0.42250996015936254,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,185,140,17,411,0.5692307692307692,0.9158415841584159,0.7020872865275141,0.5409356725146199,0.4307692307692308,0.08415841584158416
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,selected_candidate_policy,highradiation_not_hot,0.5990967741935483,155,2,0.012903225806451613,0.02689928751003835,0.013996061703586736,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,selected_candidate_policy,hot_not_highradiation,0.574,60,0,0.0,1.2415466419295176e-06,1.2415466419295176e-06,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,selected_candidate_policy,other,0.5970113314447593,706,0,0.0,4.060250981875138e-06,4.060250981875138e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,selected_candidate_policy,radiation_hot,0.5943559096945551,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,174,95,28,456,0.6468401486988847,0.8613861386138614,0.7388535031847133,0.5858585858585859,0.35315985130111527,0.13861386138613863
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,best_F1,highradiation_not_hot,0.31038709677419357,155,2,0.012903225806451613,0.008112116701019923,-0.004791109105431689,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,best_F1,hot_not_highradiation,0.3081666666666666,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,best_F1,other,0.3086118980169972,706,0,0.0,1e-06,1e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,best_F1,radiation_hot,0.30807436918990705,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,0.2103585657370518,156,74,46,477,0.6782608695652174,0.7722772277227723,0.7222222222222222,0.5652173913043478,0.3217391304347826,0.22772277227722773
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,recall_90,highradiation_not_hot,0.2961935483870968,155,2,0.012903225806451613,0.008112116701019923,-0.004791109105431689,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,recall_90,hot_not_highradiation,0.2981666666666667,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,recall_90,other,0.2957790368271955,706,0,0.0,1e-06,1e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,recall_90,radiation_hot,0.29583001328021247,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,0.2103585657370518,193,161,9,390,0.5451977401129944,0.9554455445544554,0.6942446043165469,0.5316804407713499,0.4548022598870056,0.04455445544554455
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,best_F1,highradiation_not_hot,0.33741935483870966,155,2,0.012903225806451613,0.009616127655981781,-0.0032870981504698315,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,best_F1,hot_not_highradiation,0.35400000000000004,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,best_F1,other,0.3363031161473088,706,0,0.0,1e-06,1e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,best_F1,radiation_hot,0.337941567065073,753,202,0.2682602921646746,0.26875141421571036,0.0004911220510357417,0.2103585657370518,161,83,41,468,0.6598360655737705,0.7970297029702971,0.7219730941704037,0.5649122807017544,0.3401639344262295,0.20297029702970298
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,current_companion_threshold,highradiation_not_hot,0.3085185185185186,155,2,0.012903225806451613,0.009616127655981781,-0.0032870981504698315,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,current_companion_threshold,hot_not_highradiation,0.3085185185185185,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,current_companion_threshold,other,0.30851851851851864,706,0,0.0,1e-06,1e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,current_companion_threshold,radiation_hot,0.3085185185185186,753,202,0.2682602921646746,0.26875141421571036,0.0004911220510357417,0.2103585657370518,163,87,39,464,0.652,0.806930693069307,0.7212389380530974,0.5640138408304498,0.348,0.19306930693069307
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,precision_70,highradiation_not_hot,0.6644594594594594,74,0,0.0,0.010422611544412052,0.010422611544412052,0.0,0,0,0,74,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,precision_70,hot_not_highradiation,0.5934042553191492,47,0,0.0,9.999999999999995e-07,9.999999999999995e-07,0.0,0,0,0,47,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,precision_70,other,0.6498447204968945,322,0,0.0,1.0000000000000002e-06,1.0000000000000002e-06,0.0,0,0,0,322,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,precision_70,radiation_hot,0.6374380165289256,363,69,0.19008264462809918,0.2685457039810133,0.07846305935291412,0.12258953168044073,29,39,40,255,0.4264705882352941,0.42028985507246375,0.4233576642335767,0.26851851851851855,0.5735294117647058,0.5797101449275363
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,recall_90,highradiation_not_hot,0.21819354838709681,155,2,0.012903225806451613,0.009616127655981781,-0.0032870981504698315,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,recall_90,hot_not_highradiation,0.21450000000000005,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,recall_90,other,0.21805949008498582,706,0,0.0,1e-06,1e-06,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,recall_90,radiation_hot,0.21768924302788847,753,202,0.2682602921646746,0.26875141421571036,0.0004911220510357417,0.2103585657370518,186,170,16,381,0.5224719101123596,0.9207920792079208,0.6666666666666667,0.5,0.47752808988764045,0.07920792079207921
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,highradiation_not_hot,0.6651612903225806,155,2,0.012903225806451613,0.044266245416410846,0.031363019609959235,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,hot_not_highradiation,0.6923333333333334,60,0,0.0,0.0005830193257602084,0.0005830193257602084,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,other,0.6368838526912182,706,0,0.0,0.0002781105092436949,0.0002781105092436949,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,radiation_hot,0.6352191235059761,753,202,0.2682602921646746,0.3838879294831561,0.11562763731848147,0.2103585657370518,161,89,41,462,0.644,0.7970297029702971,0.7123893805309734,0.5532646048109966,0.356,0.20297029702970298
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,highradiation_not_hot,0.3085185185185186,155,2,0.012903225806451613,0.044266245416410846,0.031363019609959235,0.004516129032258083,0,7,2,146,0.0,0.0,,0.0,1.0,1.0
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,hot_not_highradiation,0.3085185185185185,60,0,0.0,0.0005830193257602084,0.0005830193257602084,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,other,0.30851851851851864,706,0,0.0,0.0002781105092436949,0.0002781105092436949,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,radiation_hot,0.3085185185185186,753,202,0.2682602921646746,0.3838879294831561,0.11562763731848147,0.2103585657370518,186,186,16,365,0.5,0.9207920792079208,0.6480836236933799,0.4793814432989691,0.5,0.07920792079207921
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,highradiation_not_hot,0.8973548387096776,155,2,0.012903225806451613,0.044266245416410846,0.031363019609959235,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,hot_not_highradiation,0.8786666666666666,60,0,0.0,0.0005830193257602084,0.0005830193257602084,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,other,0.8889943342776202,706,0,0.0,0.0002781105092436949,0.0002781105092436949,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,radiation_hot,0.886215139442231,753,202,0.2682602921646746,0.3838879294831561,0.11562763731848147,0.2103585657370518,14,25,188,526,0.358974358974359,0.06930693069306931,0.11618257261410789,0.06167400881057269,0.6410256410256411,0.9306930693069307
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,highradiation_not_hot,0.4469032258064515,155,2,0.012903225806451613,0.044266245416410846,0.031363019609959235,0.004516129032258083,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,hot_not_highradiation,0.4798333333333333,60,0,0.0,0.0005830193257602084,0.0005830193257602084,0.0,0,0,0,60,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,other,0.41800283286118983,706,0,0.0,0.0002781105092436949,0.0002781105092436949,0.0,0,0,0,706,,,,,,
combined_radiation_hot_regime,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,radiation_hot,0.41650730411686576,753,202,0.2682602921646746,0.3838879294831561,0.11562763731848147,0.2103585657370518,195,163,7,388,0.5446927374301676,0.9653465346534653,0.6964285714285714,0.5342465753424658,0.4553072625698324,0.034653465346534656
radiation_hot_flag,M4_inertia_ridge_fixed_score_31,fixed_score_baseline,ge31,score,station_grouped_loso,fixed_score_31,False,31.0,921,2,0.002171552660152009,26.01883102893234,,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,M4_inertia_ridge_fixed_score_31,fixed_score_baseline,ge31,score,station_grouped_loso,fixed_score_31,True,31.0,753,202,0.2682602921646746,29.337405341953545,,0.2103585657370518,120,56,82,495,0.6818181818181818,0.594059405940594,0.6349206349206349,0.46511627906976744,0.3181818181818182,0.40594059405940597
radiation_hot_flag,M7_compact_weather_ridge_fixed_score_31,fixed_score_baseline,ge31,score,station_grouped_loso,fixed_score_31,False,31.0,909,2,0.0022002200220022,26.001600461430417,,0.0007700770077007732,0,0,2,907,,0.0,,0.0,,1.0
radiation_hot_flag,M7_compact_weather_ridge_fixed_score_31,fixed_score_baseline,ge31,score,station_grouped_loso,fixed_score_31,True,31.0,765,202,0.26405228758169935,29.305352076538302,,0.20705882352941177,117,45,85,518,0.7222222222222222,0.5792079207920792,0.6428571428571429,0.47368421052631576,0.2777777777777778,0.4207920792079208
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,False,0.5958631921824104,921,2,0.002171552660152009,0.004530217800268907,0.0023586651401168984,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,True,0.5943559096945551,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,174,95,28,456,0.6468401486988847,0.8613861386138614,0.7388535031847133,0.5858585858585859,0.35315985130111527,0.13861386138613863
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,False,0.3085185185185185,921,2,0.002171552660152009,0.004530217800268907,0.0023586651401168984,0.0007600434310532061,0,2,2,917,0.0,0.0,,0.0,1.0,1.0
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,True,0.3085185185185186,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,193,171,9,380,0.5302197802197802,0.9554455445544554,0.6819787985865725,0.517426273458445,0.4697802197802198,0.04455445544554455
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,False,0.7116612377850162,921,2,0.002171552660152009,0.004530217800268907,0.0023586651401168984,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,precision_70,True,0.7104382470119521,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,143,60,59,491,0.7044334975369458,0.7079207920792079,0.7061728395061728,0.5458015267175572,0.2955665024630542,0.29207920792079206
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,False,0.42467969598262756,921,2,0.002171552660152009,0.004530217800268907,0.0023586651401168984,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,recall_90,True,0.42250996015936254,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,185,140,17,411,0.5692307692307692,0.9158415841584159,0.7020872865275141,0.5409356725146199,0.4307692307692308,0.08415841584158416
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,selected_candidate_policy,False,0.5958631921824104,921,2,0.002171552660152009,0.004530217800268907,0.0023586651401168984,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,cost_sensitive_logistic_score_weather,weighted_logistic,ge31,probability,station_grouped_loso,selected_candidate_policy,True,0.5943559096945551,753,202,0.2682602921646746,0.35933979229038093,0.09107950012570631,0.2103585657370518,174,95,28,456,0.6468401486988847,0.8613861386138614,0.7388535031847133,0.5858585858585859,0.35315985130111527,0.13861386138613863
radiation_hot_flag,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,best_F1,False,0.30888165038002174,921,2,0.002171552660152009,0.001366063071289998,-0.0008054895888620107,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,best_F1,True,0.30807436918990705,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,0.2103585657370518,156,74,46,477,0.6782608695652174,0.7722772277227723,0.7222222222222222,0.5652173913043478,0.3217391304347826,0.22772277227722773
radiation_hot_flag,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,recall_90,False,0.2960043431053203,921,2,0.002171552660152009,0.001366063071289998,-0.0008054895888620107,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,current_companion_m4_isotonic,current_companion_probability,ge31,probability,station_grouped_loso,recall_90,True,0.29583001328021247,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,0.2103585657370518,193,161,9,390,0.5451977401129944,0.9554455445544554,0.6942446043165469,0.5316804407713499,0.4548022598870056,0.04455445544554455
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,best_F1,False,0.3376438653637351,921,2,0.002171552660152009,0.0016191810930262498,-0.000552371567125759,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,best_F1,True,0.337941567065073,753,202,0.2682602921646746,0.26875141421571036,0.0004911220510357417,0.2103585657370518,161,83,41,468,0.6598360655737705,0.7970297029702971,0.7219730941704037,0.5649122807017544,0.3401639344262295,0.20297029702970298
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,current_companion_threshold,False,0.3085185185185185,921,2,0.002171552660152009,0.0016191810930262498,-0.000552371567125759,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,current_companion_threshold,True,0.3085185185185186,753,202,0.2682602921646746,0.26875141421571036,0.0004911220510357417,0.2103585657370518,163,87,39,464,0.652,0.806930693069307,0.7212389380530974,0.5640138408304498,0.348,0.19306930693069307
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,precision_70,False,0.6462979683972913,443,0,0.0,0.0017418561044841802,0.0017418561044841802,0.0,0,0,0,443,,,,,,
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,precision_70,True,0.6374380165289256,363,69,0.19008264462809918,0.2685457039810133,0.07846305935291412,0.12258953168044073,29,39,40,255,0.4264705882352941,0.42028985507246375,0.4233576642335767,0.26851851851851855,0.5735294117647058,0.5797101449275363
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,recall_90,False,0.21785016286644956,921,2,0.002171552660152009,0.0016191810930262498,-0.000552371567125759,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,high_tail_residual_correction,residual_correction_isotonic,ge31,probability,station_grouped_loso,recall_90,True,0.21768924302788847,753,202,0.2682602921646746,0.26875141421571036,0.0004911220510357417,0.2103585657370518,186,170,16,381,0.5224719101123596,0.9207920792079208,0.6666666666666667,0.5,0.47752808988764045,0.07920792079207921
radiation_hot_flag,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,False,0.6452551574375678,921,2,0.002171552660152009,0.007700972007182782,0.005529419347030773,0.0007600434310532061,0,0,2,919,,0.0,,0.0,,1.0
radiation_hot_flag,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,best_F1,True,0.6352191235059761,753,202,0.2682602921646746,0.3838879294831561,0.11562763731848147,0.2103585657370518,161,89,41,462,0.644,0.7970297029702971,0.7123893805309734,0.5532646048109966,0.356,0.20297029702970298
radiation_hot_flag,logistic_score_plus_regime_diagnostic,weighted_logistic,ge31,probability,station_grouped_loso,current_companion_threshold,False,0.3085185185185185,921,2,0.002171552660152009,0.007700972007182782,0.005529419347030773,0.0007600434310532061,0,7,2,912,0.0,0.0,,0.0,1.0,1.0
