split_type,model,period,official_event_threshold,model_decision_threshold,n,event_count,non_event_count,tp,fp,fn,tn,precision,recall,f1,specificity,balanced_accuracy
LOSO,M1b_period_bias,overall,31.0,30.1,2564,268,2296,147,273,121,2023,0.35,0.5485074626865671,0.4273255813953488,0.8810975609756098,0.7148025118310884
LOSO,M1b_period_bias,overall,31.0,30.2,2564,268,2296,125,240,143,2056,0.3424657534246575,0.4664179104477612,0.3949447077409162,0.8954703832752613,0.6809441468615113
LOSO,M1b_period_bias,overall,31.0,30.3,2564,268,2296,106,201,162,2095,0.34527687296416937,0.39552238805970147,0.36869565217391304,0.9124564459930313,0.6539894170263664
LOSO,M1b_period_bias,overall,31.0,30.4,2564,268,2296,84,163,184,2133,0.340080971659919,0.31343283582089554,0.3262135922330097,0.929006968641115,0.6212199022310052
LOSO,M1b_period_bias,overall,31.0,30.5,2564,268,2296,60,126,208,2170,0.3225806451612903,0.22388059701492538,0.2643171806167401,0.9451219512195121,0.5845012741172187
LOSO,M1b_period_bias,overall,31.0,30.6,2564,268,2296,44,93,224,2203,0.32116788321167883,0.16417910447761194,0.21728395061728395,0.9594947735191638,0.5618369389983878
LOSO,M1b_period_bias,overall,31.0,30.7,2564,268,2296,31,69,237,2227,0.31,0.11567164179104478,0.16847826086956522,0.9699477351916377,0.5428096884913413
LOSO,M1b_period_bias,overall,31.0,30.8,2564,268,2296,19,42,249,2254,0.3114754098360656,0.0708955223880597,0.1155015197568389,0.9817073170731707,0.5263014197306152
LOSO,M1b_period_bias,overall,31.0,30.9,2564,268,2296,11,29,257,2267,0.275,0.041044776119402986,0.07142857142857142,0.9873693379790941,0.5142070570492485
LOSO,M1b_period_bias,overall,31.0,31.0,2564,268,2296,8,14,260,2282,0.36363636363636365,0.029850746268656716,0.055172413793103454,0.9939024390243902,0.5118765926465235
LOSO,M1b_period_bias,overall,31.0,31.1,2564,268,2296,4,7,264,2289,0.36363636363636365,0.014925373134328358,0.028673835125448032,0.9969512195121951,0.5059382963232617
LOSO,M1b_period_bias,overall,31.0,31.2,2564,268,2296,3,4,265,2292,0.42857142857142855,0.011194029850746268,0.021818181818181816,0.9982578397212544,0.5047259347860004
LOSO,M1b_period_bias,overall,31.0,31.3,2564,268,2296,0,1,268,2295,0.0,0.0,,0.9995644599303136,0.4997822299651568
LOSO,M1b_period_bias,overall,31.0,31.4,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,31.5,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,31.6,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,31.7,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,31.8,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,31.9,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.0,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.1,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.2,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.3,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.4,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.5,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.6,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.7,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.8,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,32.9,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,31.0,33.0,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,27.0,2564,10,2554,10,998,0,1556,0.00992063492063492,1.0,0.019646365422396856,0.6092404072043853,0.8046202036021927
LOSO,M1b_period_bias,overall,33.0,27.1,2564,10,2554,10,967,0,1587,0.01023541453428864,1.0,0.020263424518743668,0.6213782302270947,0.8106891151135474
LOSO,M1b_period_bias,overall,33.0,27.2,2564,10,2554,10,962,0,1592,0.0102880658436214,1.0,0.020366598778004074,0.6233359436178544,0.8116679718089272
LOSO,M1b_period_bias,overall,33.0,27.3,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,27.4,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,27.5,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,27.6,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,27.7,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,27.8,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,27.9,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.0,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.1,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.2,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.3,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.4,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.5,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.6,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.7,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.8,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,28.9,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,29.0,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,29.1,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,29.2,2564,10,2554,10,961,0,1593,0.010298661174047374,1.0,0.020387359836901122,0.6237274862960063,0.8118637431480031
LOSO,M1b_period_bias,overall,33.0,29.3,2564,10,2554,10,952,0,1602,0.010395010395010396,1.0,0.020576131687242802,0.6272513703993735,0.8136256851996868
LOSO,M1b_period_bias,overall,33.0,29.4,2564,10,2554,10,938,0,1616,0.010548523206751054,1.0,0.020876826722338204,0.6327329678935004,0.8163664839467502
LOSO,M1b_period_bias,overall,33.0,29.5,2564,10,2554,8,906,2,1648,0.0087527352297593,0.8,0.017316017316017316,0.6452623335943618,0.722631166797181
LOSO,M1b_period_bias,overall,33.0,29.6,2564,10,2554,6,826,4,1728,0.007211538461538462,0.6,0.014251781472684088,0.6765857478465153,0.6382928739232576
LOSO,M1b_period_bias,overall,33.0,29.7,2564,10,2554,6,721,4,1833,0.008253094910591471,0.6,0.016282225237449117,0.7176977290524668,0.6588488645262334
LOSO,M1b_period_bias,overall,33.0,29.8,2564,10,2554,6,597,4,1957,0.009950248756218905,0.6,0.019575856443719414,0.7662490211433046,0.6831245105716524
LOSO,M1b_period_bias,overall,33.0,29.9,2564,10,2554,5,522,5,2032,0.009487666034155597,0.5,0.018621973929236497,0.7956147220046985,0.6478073610023493
LOSO,M1b_period_bias,overall,33.0,30.0,2564,10,2554,4,464,6,2090,0.008547008547008548,0.4,0.016736401673640166,0.8183241973375098,0.6091620986687549
LOSO,M1b_period_bias,overall,33.0,30.1,2564,10,2554,4,416,6,2138,0.009523809523809525,0.4,0.018604651162790697,0.8371182458888019,0.618559122944401
LOSO,M1b_period_bias,overall,33.0,30.2,2564,10,2554,3,362,7,2192,0.00821917808219178,0.3,0.015999999999999997,0.8582615505090054,0.5791307752545027
LOSO,M1b_period_bias,overall,33.0,30.3,2564,10,2554,1,306,9,2248,0.003257328990228013,0.1,0.006309148264984227,0.880187940485513,0.49009397024275647
LOSO,M1b_period_bias,overall,33.0,30.4,2564,10,2554,1,246,9,2308,0.004048582995951417,0.1,0.007782101167315176,0.9036805011746281,0.5018402505873141
LOSO,M1b_period_bias,overall,33.0,30.5,2564,10,2554,0,186,10,2368,0.0,0.0,,0.9271730618637432,0.4635865309318716
LOSO,M1b_period_bias,overall,33.0,30.6,2564,10,2554,0,137,10,2417,0.0,0.0,,0.9463586530931871,0.47317932654659356
LOSO,M1b_period_bias,overall,33.0,30.7,2564,10,2554,0,100,10,2454,0.0,0.0,,0.9608457321848082,0.4804228660924041
LOSO,M1b_period_bias,overall,33.0,30.8,2564,10,2554,0,61,10,2493,0.0,0.0,,0.976115896632733,0.4880579483163665
LOSO,M1b_period_bias,overall,33.0,30.9,2564,10,2554,0,40,10,2514,0.0,0.0,,0.9843382928739233,0.49216914643696164
LOSO,M1b_period_bias,overall,33.0,31.0,2564,10,2554,0,22,10,2532,0.0,0.0,,0.9913860610806577,0.49569303054032887
LOSO,M1b_period_bias,overall,33.0,31.1,2564,10,2554,0,11,10,2543,0.0,0.0,,0.9956930305403289,0.49784651527016444
LOSO,M1b_period_bias,overall,33.0,31.2,2564,10,2554,0,7,10,2547,0.0,0.0,,0.9972592012529365,0.4986296006264683
LOSO,M1b_period_bias,overall,33.0,31.3,2564,10,2554,0,1,10,2553,0.0,0.0,,0.9996084573218481,0.49980422866092405
LOSO,M1b_period_bias,overall,33.0,31.4,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,31.5,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,31.6,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,31.7,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,31.8,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,31.9,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.0,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.1,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.2,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.3,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.4,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.5,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.6,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.7,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.8,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,32.9,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,overall,33.0,33.0,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.0,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.1,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.2,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.3,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.4,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.5,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.6,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.7,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.8,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,27.9,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.0,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.1,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.2,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.3,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.4,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.5,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.6,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.7,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.8,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,28.9,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,29.0,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,29.1,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,29.2,971,268,703,268,703,0,0,0.2760041194644696,1.0,0.43260694108151737,0.0,0.5
LOSO,M1b_period_bias,daytime,31.0,29.3,971,268,703,268,694,0,9,0.2785862785862786,1.0,0.4357723577235772,0.012802275960170697,0.5064011379800853
LOSO,M1b_period_bias,daytime,31.0,29.4,971,268,703,263,685,5,18,0.27742616033755274,0.9813432835820896,0.4325657894736842,0.025604551920341393,0.5034739177512155
LOSO,M1b_period_bias,daytime,31.0,29.5,971,268,703,256,658,12,45,0.2800875273522976,0.9552238805970149,0.4331641285956007,0.06401137980085349,0.5096176301989342
LOSO,M1b_period_bias,daytime,31.0,29.6,971,268,703,240,592,28,111,0.28846153846153844,0.8955223880597015,0.43636363636363634,0.15789473684210525,0.5267085624509034
LOSO,M1b_period_bias,daytime,31.0,29.7,971,268,703,230,497,38,206,0.31636863823933975,0.8582089552238806,0.4623115577889447,0.2930298719772404,0.5756194136005606
LOSO,M1b_period_bias,daytime,31.0,29.8,971,268,703,206,397,62,306,0.3416252072968491,0.7686567164179104,0.4730195177956373,0.4352773826458037,0.6019670495318571
LOSO,M1b_period_bias,daytime,31.0,29.9,971,268,703,182,345,86,358,0.34535104364326374,0.6791044776119403,0.45786163522012574,0.5092460881934566,0.5941752829026985
LOSO,M1b_period_bias,daytime,31.0,30.0,971,268,703,165,303,103,400,0.3525641025641026,0.6156716417910447,0.44836956521739135,0.5689900426742532,0.592330842232649
LOSO,M1b_period_bias,daytime,31.0,30.1,971,268,703,147,273,121,430,0.35,0.5485074626865671,0.4273255813953488,0.6116642958748222,0.5800858792806947
LOSO,M1b_period_bias,daytime,31.0,30.2,971,268,703,125,240,143,463,0.3424657534246575,0.4664179104477612,0.3949447077409162,0.6586059743954481,0.5625119424216046
LOSO,M1b_period_bias,daytime,31.0,30.3,971,268,703,106,201,162,502,0.34527687296416937,0.39552238805970147,0.36869565217391304,0.7140825035561877,0.5548024458079446
LOSO,M1b_period_bias,daytime,31.0,30.4,971,268,703,84,163,184,540,0.340080971659919,0.31343283582089554,0.3262135922330097,0.7681365576102418,0.5407846967155687
LOSO,M1b_period_bias,daytime,31.0,30.5,971,268,703,60,126,208,577,0.3225806451612903,0.22388059701492538,0.2643171806167401,0.8207681365576103,0.5223243667862678
LOSO,M1b_period_bias,daytime,31.0,30.6,971,268,703,44,93,224,610,0.32116788321167883,0.16417910447761194,0.21728395061728395,0.8677098150782361,0.515944459777924
LOSO,M1b_period_bias,daytime,31.0,30.7,971,268,703,31,69,237,634,0.31,0.11567164179104478,0.16847826086956522,0.9018492176386913,0.508760429714868
LOSO,M1b_period_bias,daytime,31.0,30.8,971,268,703,19,42,249,661,0.3114754098360656,0.0708955223880597,0.1155015197568389,0.9402560455192034,0.5055757839536316
LOSO,M1b_period_bias,daytime,31.0,30.9,971,268,703,11,29,257,674,0.275,0.041044776119402986,0.07142857142857142,0.9587482219061166,0.4998964990127598
LOSO,M1b_period_bias,daytime,31.0,31.0,971,268,703,8,14,260,689,0.36363636363636365,0.029850746268656716,0.055172413793103454,0.9800853485064012,0.504968047387529
LOSO,M1b_period_bias,daytime,31.0,31.1,971,268,703,4,7,264,696,0.36363636363636365,0.014925373134328358,0.028673835125448032,0.9900426742532006,0.5024840236937644
LOSO,M1b_period_bias,daytime,31.0,31.2,971,268,703,3,4,265,699,0.42857142857142855,0.011194029850746268,0.021818181818181816,0.9943100995732574,0.5027520647120018
LOSO,M1b_period_bias,daytime,31.0,31.3,971,268,703,0,1,268,702,0.0,0.0,,0.9985775248933144,0.4992887624466572
LOSO,M1b_period_bias,daytime,31.0,31.4,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,31.5,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,31.6,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,31.7,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,31.8,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,31.9,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.0,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.1,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.2,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.3,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.4,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.5,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.6,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.7,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.8,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,32.9,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,31.0,33.0,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.0,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.1,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.2,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.3,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.4,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.5,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
LOSO,M1b_period_bias,daytime,33.0,27.6,971,10,961,10,961,0,0,0.010298661174047374,1.0,0.020387359836901122,0.0,0.5
