scenario,hour,metric,n_cells,mean,median,std,min,p25,p75,max,missing_count,valid_pixel_count_mean,valid_pixel_count_min,valid_pixel_count_max
overhead_as_canopy,10,tmrt_max_c,8,44.58217191696167,46.24773597717285,4.780551584437686,32.77632522583008,45.897780418395996,46.51053810119629,46.63214111328125,0,2500.0,2500,2500
overhead_as_canopy,10,delta_tmrt_p90_c,8,-2.0382275581359863,0.0,4.590086016948524,-12.733823776245115,-2.1202449798583984,0.34531497955322266,0.8503932952880859,0,2500.0,2500,2500
overhead_as_canopy,10,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
overhead_as_canopy,12,tmrt_mean_c,8,52.96132040023804,59.083993911743164,10.455671211419295,35.48406219482422,47.12647724151611,60.13498401641846,60.95865631103516,0,2500.0,2500,2500
overhead_as_canopy,12,tmrt_p75_c,8,55.25294017791748,61.574256896972656,11.838909509691234,35.48863220214844,54.737396240234375,61.79215717315674,62.14266586303711,0,2500.0,2500,2500
overhead_as_canopy,12,tmrt_p90_c,8,58.01537799835205,61.71814727783203,9.229019129905494,35.48891830444336,60.376766204833984,61.95083618164062,62.24909591674805,0,2500.0,2500,2500
overhead_as_canopy,12,tmrt_p95_c,8,58.407973289489746,61.91206932067871,9.306756173027674,35.491180419921875,61.19427013397217,62.22780418395996,62.26665496826172,0,2500.0,2500,2500
overhead_as_canopy,12,tmrt_max_c,8,58.84188652038574,62.18765449523926,9.436464451899912,35.49151992797852,61.940568923950195,62.30713939666748,62.34726333618164,0,2500.0,2500,2500
overhead_as_canopy,12,delta_tmrt_p90_c,8,-3.7027692794799805,0.0,9.229019129905494,-26.229228973388672,-1.3413810729980469,0.23268890380859372,0.5309486389160156,0,2500.0,2500,2500
overhead_as_canopy,12,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
overhead_as_canopy,13,tmrt_mean_c,8,52.83984136581421,59.14059829711914,10.416011660984996,35.593780517578125,46.573410034179695,60.09836769104004,60.67300033569336,0,2500.0,2500,2500
overhead_as_canopy,13,tmrt_p75_c,8,55.167036056518555,61.44279670715332,11.74558202476921,35.599178314208984,54.03139114379883,61.85959529876708,62.29727554321289,0,2500.0,2500,2500
overhead_as_canopy,13,tmrt_p90_c,8,57.65025234222412,61.70670509338379,9.237000612502802,35.59954071044922,59.13703441619873,61.97580051422119,62.46359634399414,0,2500.0,2500,2500
overhead_as_canopy,13,tmrt_p95_c,8,58.43407440185547,61.97115516662598,9.301290796615469,35.602176666259766,61.00894832611084,62.40764045715332,62.47942733764648,0,2500.0,2500,2500
overhead_as_canopy,13,tmrt_max_c,8,59.013057231903076,62.328147888183594,9.449197492298232,35.63462829589844,62.05996799468994,62.54074192047119,62.62369155883789,0,2500.0,2500,2500
overhead_as_canopy,13,delta_tmrt_p90_c,8,-4.056452751159668,0.0,9.237000612502802,-26.10716438293457,-2.5696706771850586,0.2690954208374023,0.7568912506103516,0,2500.0,2500,2500
overhead_as_canopy,13,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
overhead_as_canopy,15,tmrt_mean_c,8,50.5133376121521,55.837059020996094,9.38948692372916,35.5153923034668,44.40837860107422,57.44434070587158,57.78426742553711,0,2500.0,2500,2500
overhead_as_canopy,15,tmrt_p75_c,8,53.38160181045532,59.404958724975586,10.979010309981884,35.520511627197266,50.95123863220215,59.99739074707031,60.53705978393555,0,2500.0,2500,2500
overhead_as_canopy,15,tmrt_p90_c,8,54.159348487854004,59.73318099975586,10.460694772931353,35.522274017333984,53.27845096588135,60.13015460968018,60.6406135559082,0,2500.0,2500,2500
overhead_as_canopy,15,tmrt_p95_c,8,56.69638681411743,60.10505676269531,8.679172373789154,35.52436447143555,58.83781909942626,60.56971836090088,60.7007064819336,0,2500.0,2500,2500
overhead_as_canopy,15,tmrt_max_c,8,57.40167951583862,60.47647285461426,8.843474639879497,35.524810791015625,60.21374416351319,60.74153137207032,60.86220932006836,0,2500.0,2500,2500
overhead_as_canopy,15,delta_tmrt_p90_c,8,-5.5738325119018555,0.0,10.460694772931351,-24.210906982421875,-6.454730033874512,0.39697360992431635,0.9074325561523438,0,2500.0,2500,2500
overhead_as_canopy,15,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
overhead_as_canopy,16,tmrt_mean_c,8,43.618245124816895,47.12874794006348,6.245537269124053,34.29240036010742,38.494741439819336,48.417988777160645,48.664546966552734,0,2500.0,2500,2500
overhead_as_canopy,16,tmrt_p75_c,8,46.09842777252197,50.30704689025878,7.4862788262085145,34.296504974365234,42.95747947692871,50.9475040435791,51.519752502441406,0,2500.0,2500,2500
overhead_as_canopy,16,tmrt_p90_c,8,46.76463031768799,50.65654945373535,7.3315318063733805,34.29826736450195,45.49909973144531,51.09133243560791,51.617000579833984,0,2500.0,2500,2500
overhead_as_canopy,16,tmrt_p95_c,8,48.65155506134033,51.05141067504883,5.975488699375681,34.29981231689453,49.812214851379395,51.55317306518554,51.70894241333008,0,2500.0,2500,2500
overhead_as_canopy,16,tmrt_max_c,8,49.35673761367798,51.4522762298584,6.090732122421515,34.30018615722656,51.169264793396,51.74652481079102,51.87575912475586,0,2500.0,2500,2500
overhead_as_canopy,16,delta_tmrt_p90_c,8,-3.8919191360473633,0.0,7.3315318063733805,-16.3582820892334,-5.157449722290039,0.4347829818725586,0.9604511260986328,0,2500.0,2500,2500
overhead_as_canopy,16,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
