cell_id,hour,tmrt_mean_c_base,tmrt_p75_c_base,tmrt_p90_c_base,tmrt_p95_c_base,tmrt_max_c_base,pct_pixels_tmrt_ge_40_base,pct_pixels_tmrt_ge_45_base,pct_pixels_tmrt_ge_50_base,pct_pixels_tmrt_ge_55_base,tmrt_mean_c_overhead_as_canopy,tmrt_p75_c_overhead_as_canopy,tmrt_p90_c_overhead_as_canopy,tmrt_p95_c_overhead_as_canopy,tmrt_max_c_overhead_as_canopy,pct_pixels_tmrt_ge_40_overhead_as_canopy,pct_pixels_tmrt_ge_45_overhead_as_canopy,pct_pixels_tmrt_ge_50_overhead_as_canopy,pct_pixels_tmrt_ge_55_overhead_as_canopy,delta_tmrt_mean_c,delta_tmrt_p75_c,delta_tmrt_p90_c,delta_tmrt_p95_c,delta_tmrt_max_c,delta_pct_pixels_ge_40,delta_pct_pixels_ge_45,delta_pct_pixels_ge_50,delta_pct_pixels_ge_55,hour_sgt,source
TP_0018,10,37.809112548828125,43.28471755981445,43.8294677734375,44.07586669921875,45.34462738037109,45.52,1.36,0.0,0.0,37.48400115966797,43.13142395019531,43.63562774658203,43.89830017089844,45.34462738037109,42.64,1.36,0.0,0.0,-0.3251113891601562,-0.1532936096191406,-0.1938400268554687,-0.1775665283203125,0.0,-2.8799999999999955,0.0,0.0,0.0,10,solweig_b7_new
TP_0018,12,49.58193588256836,59.983436584472656,60.64006042480469,60.84135437011719,61.75334167480469,59.84,55.88,55.56,55.52,48.78141403198242,59.70865249633789,60.47301483154297,60.682037353515625,61.75334167480469,58.76,52.24,51.88,51.84,-0.8005218505859375,-0.2747840881347656,-0.1670455932617187,-0.1593170166015625,0.0,-1.0800000000000054,-3.640000000000001,-3.6799999999999926,-3.680000000000007,12,solweig_b7_new
TP_0018,13,49.20293426513672,59.44084930419922,60.21597671508789,60.48517608642578,61.60960006713867,60.48,55.48,55.28,54.400000000000006,48.53363800048828,58.92495346069336,59.78718185424805,60.08595275878906,61.60960006713867,59.31999999999999,52.84,52.68000000000001,51.84,-0.6692962646484375,-0.5158958435058594,-0.4287948608398437,-0.3992233276367187,0.0,-1.1600000000000108,-2.640000000000001,-2.599999999999987,-2.5600000000000094,13,solweig_b7_new
TP_0018,15,46.7698860168457,56.69571685791016,57.592247009277344,57.96762466430664,59.52779006958008,55.400000000000006,50.8,50.72,41.68,46.1815299987793,56.12735748291016,57.09496307373047,57.63541412353516,59.52779006958008,53.36,48.6,48.6,37.28,-0.5883560180664062,-0.568359375,-0.497283935546875,-0.3322105407714844,0.0,-2.0400000000000063,-2.199999999999996,-2.119999999999997,-4.399999999999999,15,solweig_b7_new
TP_0018,16,40.86674118041992,47.67726135253906,48.46343231201172,48.81710433959961,50.427040100097656,45.92,44.04,1.36,0.0,40.39055633544922,47.14140319824219,48.000606536865234,48.406524658203125,50.427040100097656,43.36,41.28,1.36,0.0,-0.4761848449707031,-0.535858154296875,-0.4628257751464844,-0.4105796813964844,0.0,-2.5600000000000023,-2.759999999999998,0.0,0.0,16,solweig_b7_new
TP_0020,10,37.91862106323242,46.21867752075195,46.61700439453125,46.63027191162109,46.63027191162109,41.04,25.88,0.0,0.0,37.91862869262695,46.21867752075195,46.61700439453125,46.63027191162109,46.63027191162109,41.04,25.88,0.0,0.0,7.62939453125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,solweig_b7_new
TP_0020,12,53.21868133544922,62.30289077758789,62.3538932800293,62.35667419433594,62.38705062866211,83.96000000000001,64.16,64.16,64.16,53.21860122680664,62.30289077758789,62.3538932800293,62.35667419433594,62.38705062866211,83.96000000000001,64.16,64.16,64.16,-8.0108642578125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,solweig_b7_new
TP_0020,13,53.54697036743164,62.40886306762695,62.61883544921875,62.62423324584961,62.62423324584961,84.32,67.80000000000001,67.80000000000001,67.75999999999999,53.5468864440918,62.40886306762695,62.61883544921875,62.62423324584961,62.62423324584961,84.32,67.80000000000001,67.80000000000001,67.75999999999999,-8.392333984375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,solweig_b7_new
TP_0020,15,48.2204704284668,60.36929321289063,60.84413528442383,60.864105224609375,60.864105224609375,56.24,50.84,50.84,38.04,48.22040557861328,60.36929321289063,60.84413528442383,60.864105224609375,60.864105224609375,56.24,50.84,50.84,38.04,-6.4849853515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,solweig_b7_new
TP_0020,16,40.98249435424805,51.323997497558594,51.8553352355957,51.87765121459961,51.87765121459961,39.36,38.4,25.88,0.0,40.982460021972656,51.323997497558594,51.8553352355957,51.87765121459961,51.87765121459961,39.36,38.4,25.88,0.0,-3.4332275390625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,solweig_b7_new
TP_0023,10,37.06184387207031,42.31682205200195,44.306732177734375,46.242706298828125,46.6167106628418,36.56,8.959999999999999,0.0,0.0,36.74210357666016,42.05956268310547,44.306732177734375,46.242706298828125,46.6167106628418,33.239999999999995,8.959999999999999,0.0,0.0,-0.3197402954101562,-0.2572593688964844,0.0,0.0,0.0,-3.3200000000000003,0.0,0.0,0.0,10,solweig_b7_new
TP_0023,12,47.166595458984375,59.46603393554688,60.7532844543457,62.08124542236328,62.34739303588867,51.64,43.8,43.64,43.64,46.612525939941406,58.96721267700195,60.74524688720703,62.08124542236328,62.34739303588867,50.92,41.24,41.04,41.04,-0.5540695190429688,-0.4988212585449219,-0.0080375671386718,0.0,0.0,-0.7199999999999989,-2.559999999999995,-2.6000000000000014,-2.6000000000000014,12,solweig_b7_new
TP_0023,13,46.65172958374024,58.558067321777344,60.4276008605957,62.27213668823242,62.61883163452149,51.04,42.36,42.36,41.84,46.09516143798828,57.90840911865234,60.4276008605957,62.27213668823242,62.61883163452149,50.2,39.8,39.72,38.84,-0.5565681457519531,-0.649658203125,0.0,0.0,0.0,-0.8399999999999963,-2.559999999999995,-2.640000000000001,-2.999999999999993,13,solweig_b7_new
TP_0023,15,44.39265823364258,55.470458984375,58.221954345703125,60.56060409545898,60.8446044921875,42.08,37.36,37.36,28.44,43.81867599487305,54.49336242675781,58.221954345703125,60.56060409545898,60.8446044921875,40.88,34.760000000000005,34.68,22.24,-0.5739822387695312,-0.9770965576171876,0.0,0.0,0.0,-1.1999999999999955,-2.5999999999999943,-2.68,-6.199999999999999,15,solweig_b7_new
TP_0023,16,39.247684478759766,46.33180618286133,49.11055374145508,51.552059173583984,51.85580062866211,31.680000000000003,30.72,8.959999999999999,0.0,38.73031234741211,44.905548095703125,49.11055374145508,51.552059173583984,51.85580062866211,27.84,24.56,8.959999999999999,0.0,-0.5173721313476562,-1.4262580871582031,0.0,0.0,0.0,-3.840000000000007,-6.159999999999997,0.0,0.0,16,solweig_b7_new
TP_0028,10,43.013668060302734,45.5834846496582,45.90656661987305,46.158016204833984,46.59374237060547,86.04,38.6,0.0,0.0,43.013668060302734,45.5834846496582,45.90656661987305,46.158016204833984,46.59374237060547,86.04,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,solweig_b7_new
TP_0028,12,60.52628707885742,61.837833404541016,61.98798370361328,62.14089584350586,62.32740783691406,100.0,97.8,97.8,97.8,60.52628707885742,61.837833404541016,61.98798370361328,62.14089584350586,62.32740783691406,100.0,97.8,97.8,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,solweig_b7_new
TP_0028,13,59.62506103515625,61.676414489746094,61.98642349243164,62.29908752441406,62.60390472412109,100.0,95.88,95.88,95.88,59.62506103515625,61.676414489746094,61.98642349243164,62.29908752441406,62.60390472412109,100.0,95.88,95.88,95.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,solweig_b7_new
TP_0028,15,56.03620147705078,59.66814422607422,60.113887786865234,60.457149505615234,60.8444709777832,94.56,87.8,87.8,84.36,56.03620147705078,59.66814422607422,60.113887786865234,60.457149505615234,60.8444709777832,94.56,87.8,87.8,84.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,solweig_b7_new
TP_0028,16,46.63116455078125,50.62924575805664,51.07486343383789,51.42483901977539,51.85350036621094,78.28,77.48,35.68,0.0,46.63116455078125,50.62924575805664,51.07486343383789,51.42483901977539,51.85350036621094,78.28,77.48,35.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,solweig_b7_new
TP_0037,10,39.52685546875,44.46598052978516,46.506309509277344,46.53591537475586,46.57469177246094,54.8,22.0,0.0,0.0,36.68032836914063,43.04587936401367,44.148170471191406,44.36546325683594,45.45430374145508,33.4,0.32,0.0,0.0,-2.846527099609375,-1.4201011657714844,-2.358139038085937,-2.170452117919922,-1.1203880310058594,-21.40000000000001,-21.68,0.0,0.0,10,completed_n24_existing
TP_0037,12,53.81845474243164,61.796531677246094,62.27238082885742,62.30147933959961,62.31979751586914,73.8,68.0,67.84,67.84,48.12201690673828,60.997520446777344,61.5823974609375,61.7863883972168,62.18844604492188,51.48,45.56,45.4,45.4,-5.696437835693359,-0.79901123046875,-0.6899833679199219,-0.5150909423828125,-0.1313514709472656,-22.32,-22.44,-22.440000000000005,-22.440000000000005,12,completed_n24_existing
TP_0037,13,54.51276397705078,60.81851577758789,62.51641082763672,62.54996109008789,62.57920837402344,78.8,73.2,73.11999999999999,72.84,48.9164924621582,60.13227844238281,60.607398986816406,60.7894401550293,61.602298736572266,56.92,51.16,51.04,50.8,-5.596271514892578,-0.6862373352050781,-1.9090118408203125,-1.7605209350585938,-0.976909637451172,-21.879999999999995,-22.04,-22.07999999999999,-22.040000000000006,13,completed_n24_existing
TP_0037,15,47.56985092163086,57.98145294189453,60.72555160522461,60.75756072998047,60.80853271484375,51.92,46.0,46.0,41.28,42.47830581665039,51.92868423461914,56.638301849365234,57.8499641418457,59.78483581542969,31.6,25.32,25.32,20.6,-5.091545104980469,-6.052768707275391,-4.087249755859375,-2.9075965881347656,-1.0236968994140625,-20.32,-20.680000000000003,-20.680000000000003,-20.680000000000003,15,completed_n24_existing
TP_0037,16,41.15784454345703,48.72393035888672,51.73152160644531,51.76597213745117,51.81732177734375,38.48,37.8,22.92,0.0,37.77617645263672,37.07508850097656,47.29628753662109,48.68126678466797,50.71839904785156,19.16,18.48,1.96,0.0,-3.3816680908203125,-11.648841857910156,-4.435234069824219,-3.084705352783203,-1.0989227294921875,-19.32,-19.32,-20.96,0.0,16,completed_n24_existing
TP_0040,10,38.92570114135742,42.94841384887695,45.01362228393555,45.962249755859375,46.37248992919922,55.120000000000005,10.24,0.0,0.0,38.92570114135742,42.94841384887695,45.01362228393555,45.962249755859375,46.37248992919922,55.120000000000005,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,solweig_b7_new
TP_0040,12,55.84935760498047,61.16753005981445,61.63215637207031,61.936805725097656,62.20623397827149,89.03999999999999,77.28,77.16,77.16,55.84935760498047,61.16753005981445,61.63215637207031,61.936805725097656,62.20623397827149,89.03999999999999,77.28,77.16,77.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,solweig_b7_new
TP_0040,13,56.203948974609375,60.21833038330078,61.285064697265625,61.9859733581543,62.35311126708984,91.48,81.8,81.72,81.72,56.203948974609375,60.21833038330078,61.285064697265625,61.9859733581543,62.35311126708984,91.48,81.8,81.72,81.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,solweig_b7_new
TP_0040,15,52.30378723144531,57.327667236328125,59.3802490234375,60.15131759643555,60.57553863525391,83.0,73.88,73.88,66.0,52.30378723144531,57.327667236328125,59.3802490234375,60.15131759643555,60.57553863525391,83.0,73.88,73.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,solweig_b7_new
TP_0040,16,43.70903396606445,47.89853286743164,50.27327728271485,51.14221954345703,51.57835006713867,64.68,63.080000000000005,12.52,0.0,43.70903396606445,47.89853286743164,50.27327728271485,51.14221954345703,51.57835006713867,64.68,63.080000000000005,12.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,solweig_b7_new
TP_0041,10,40.69771194458008,44.033817291259766,44.76262283325195,45.23513412475586,46.236629486083984,70.04,6.2,0.0,0.0,40.69735336303711,44.033817291259766,44.76237487792969,45.23513412475586,46.236629486083984,70.04,6.2,0.0,0.0,-0.0003585815429687,0.0,-0.0002479553222656,0.0,0.0,0.0,0.0,0.0,0.0,10,solweig_b7_new
TP_0041,12,57.57380676269531,61.36086654663086,61.6322021484375,61.89224624633789,62.18141174316406,94.4,84.72,84.68,84.68,57.57330703735352,61.35993576049805,61.6322021484375,61.892127990722656,62.18141174316406,94.4,84.72,84.68,84.68,-0.0004997253417968,-0.0009307861328125,0.0,-0.0001182556152343,0.0,0.0,0.0,0.0,0.0,12,solweig_b7_new
TP_0041,13,57.29977416992188,60.55634689331055,61.06843185424805,61.36621475219727,62.23461151123047,98.04,86.6,86.52,86.52,57.29903793334961,60.55634689331055,61.06672286987305,61.36430740356445,62.23461151123047,98.04,86.6,86.52,86.52,-0.0007362365722656,0.0,-0.001708984375,-0.0019073486328125,0.0,0.0,0.0,0.0,0.0,13,solweig_b7_new
TP_0041,15,52.73980712890625,57.85235595703125,58.855770111083984,59.35269546508789,60.46595001220703,92.36,74.4,74.4,60.96,52.73865509033203,57.846946716308594,58.84709930419922,59.35269546508789,60.46595001220703,92.36,74.4,74.4,60.96,-0.0011520385742187,-0.0054092407226562,-0.0086708068847656,0.0,0.0,0.0,0.0,0.0,0.0,15,solweig_b7_new
TP_0041,16,42.67110824584961,48.08442306518555,49.71558380126953,50.27762222290039,51.46165084838867,53.28000000000001,51.76,6.2,0.0,42.67018127441406,48.08442306518555,49.71539688110352,50.27762222290039,51.46165084838867,53.28000000000001,51.76,6.2,0.0,-0.0009269714355468,0.0,-0.0001869201660156,0.0,0.0,0.0,0.0,0.0,0.0,16,solweig_b7_new
TP_0049,10,40.071414947509766,44.91292190551758,46.32527160644531,46.52036666870117,46.57913589477539,61.48,22.52,0.0,0.0,40.0713996887207,44.91292190551758,46.32527160644531,46.52036666870117,46.57913589477539,61.48,22.52,0.0,0.0,-1.52587890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,solweig_b7_new
TP_0049,12,57.68943786621094,61.65046691894531,62.324317932128906,62.34023666381836,62.36404800415039,96.08,84.96000000000001,84.96000000000001,84.96000000000001,57.68942642211914,61.65046691894531,62.324317932128906,62.34023666381836,62.36404800415039,96.08,84.96000000000001,84.96000000000001,84.96000000000001,-1.1444091796875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,solweig_b7_new
TP_0049,13,58.00725555419922,61.46434020996094,62.47209167480469,62.57295989990234,62.60354995727539,97.28,88.72,88.72,88.72,58.00723648071289,61.46434020996094,62.47209167480469,62.57295989990234,62.60354995727539,97.28,88.72,88.72,88.72,-1.9073486328125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,solweig_b7_new
TP_0049,15,54.54085540771485,59.330020904541016,60.50440216064453,60.74707412719727,60.78709411621094,91.2,83.0,83.0,71.48,54.54082489013672,59.330020904541016,60.50440216064453,60.74707412719727,60.78709411621094,91.2,83.0,83.0,71.48,-3.0517578125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,solweig_b7_new
TP_0049,16,45.730838775634766,50.129844665527344,51.46613693237305,51.74138259887695,51.790714263916016,75.8,75.03999999999999,26.96,0.0,45.73081207275391,50.129844665527344,51.46613693237305,51.74138259887695,51.790714263916016,75.8,75.03999999999999,26.96,0.0,-2.6702880859375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,solweig_b7_new
TP_0050,10,37.5639762878418,43.00221633911133,46.4555549621582,46.48902893066406,46.54203414916992,38.64,20.36,0.0,0.0,37.448280334472656,42.98461151123047,46.4555549621582,46.48902893066406,46.54203414916992,37.76,19.68,0.0,0.0,-0.1156959533691406,-0.0176048278808593,0.0,0.0,0.0,-0.8800000000000026,-0.6799999999999997,0.0,0.0,10,solweig_b7_new
TP_0050,12,49.4375114440918,60.76408386230469,62.30776977539063,62.32416915893555,62.36389923095703,67.56,50.12,50.080000000000005,50.080000000000005,49.10588073730469,60.70299530029297,62.30031204223633,62.31827163696289,62.36389923095703,65.8,48.84,48.76,48.76,-0.3316307067871094,-0.0610885620117187,-0.0074577331542968,-0.0058975219726562,0.0,-1.7600000000000051,-1.279999999999994,-1.3200000000000074,-1.3200000000000074,12,solweig_b7_new
TP_0050,13,50.48321914672852,59.71757507324219,62.519412994384766,62.53900146484375,62.58818817138672,71.36,56.68,56.68,56.68,50.27205657958984,59.64803314208984,62.519412994384766,62.53900146484375,62.58818817138672,70.64,55.88,55.88,55.84,-0.2111625671386718,-0.0695419311523437,0.0,0.0,0.0,-0.7199999999999989,-0.8000000000000043,-0.8000000000000043,-0.8399999999999963,13,solweig_b7_new
TP_0050,15,49.080657958984375,55.86806869506836,60.69552612304688,60.71393585205078,60.74723052978516,67.12,59.760000000000005,59.760000000000005,43.120000000000005,48.88152313232422,55.8187255859375,60.69552612304688,60.71393585205078,60.74723052978516,66.0,59.08,59.08,40.8,-0.1991348266601562,-0.0493431091308593,0.0,0.0,0.0,-1.1200000000000043,-0.6800000000000068,-0.6800000000000068,-2.3200000000000074,15,solweig_b7_new
TP_0050,16,41.98554992675781,46.51544189453125,51.68495941162109,51.70579528808594,51.74153900146485,50.8,48.44,20.36,0.0,41.80863571166992,46.4679069519043,51.68495941162109,51.70579528808594,51.74153900146485,49.8,47.32,19.68,0.0,-0.1769142150878906,-0.0475349426269531,0.0,0.0,0.0,-1.0,-1.1199999999999974,-0.6799999999999997,0.0,16,solweig_b7_new
TP_0053,10,39.28237533569336,44.74708938598633,45.18039321899414,46.62992477416992,46.62992477416992,55.400000000000006,14.68,0.0,0.0,39.0536003112793,44.56224060058594,45.136817932128906,46.62992477416992,46.62992477416992,53.32,12.64,0.0,0.0,-0.2287750244140625,-0.1848487854003906,-0.0435752868652343,0.0,0.0,-2.0800000000000054,-2.040000000000001,0.0,0.0,10,solweig_b7_new
TP_0053,12,51.38994598388672,61.491844177246094,61.78801727294922,62.34461212158203,62.34461212158203,70.52000000000001,59.0,58.96,58.96,50.9685173034668,61.356910705566406,61.767276763916016,62.34461212158203,62.34461212158203,69.44,57.36,57.2,57.2,-0.4214286804199219,-0.1349334716796875,-0.0207405090332031,0.0,0.0,-1.0800000000000125,-1.6400000000000006,-1.7600000000000051,-1.7600000000000051,12,solweig_b7_new
TP_0053,13,51.20246887207031,60.82266616821289,61.17274856567383,62.62416458129883,62.62416458129883,70.24000000000001,60.040000000000006,60.040000000000006,59.84,50.70368576049805,60.58634567260742,61.163795471191406,62.62416458129883,62.62416458129883,69.19999999999999,57.92,57.8,57.56,-0.4987831115722656,-0.2363204956054687,-0.0089530944824218,0.0,0.0,-1.0400000000000205,-2.1200000000000045,-2.240000000000009,-2.280000000000001,13,solweig_b7_new
TP_0053,15,47.24297332763672,56.208892822265625,59.03240203857422,60.864776611328125,60.864776611328125,65.64,48.84,48.84,37.96,46.95295715332031,56.19874954223633,58.982940673828125,60.864776611328125,60.864776611328125,61.48,47.8,47.760000000000005,35.44,-0.2900161743164062,-0.0101432800292968,-0.0494613647460937,0.0,0.0,-4.159999999999997,-1.0400000000000065,-1.0799999999999983,-2.520000000000003,15,solweig_b7_new
TP_0053,16,40.40065383911133,46.58277130126953,49.976593017578125,51.878326416015625,51.878326416015625,37.48,35.0,9.88,0.0,40.254188537597656,46.5512809753418,49.90235137939453,51.878326416015625,51.878326416015625,36.84,33.64,9.68,0.0,-0.1464653015136718,-0.0314903259277343,-0.0742416381835937,0.0,0.0,-0.6400000000000006,-1.3599999999999994,-0.1999999999999993,0.0,16,solweig_b7_new
TP_0056,10,38.38990020751953,44.14808654785156,45.19818878173828,45.35432052612305,45.97613525390625,48.24,15.920000000000002,0.0,0.0,38.38990020751953,44.14808654785156,45.19818878173828,45.35432052612305,45.97613525390625,48.24,15.920000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,solweig_b7_new
TP_0056,12,52.88662338256836,61.15037155151367,61.61540985107422,61.75895690917969,62.0430908203125,73.68,67.2,67.0,67.0,52.88662338256836,61.15037155151367,61.61540985107422,61.75895690917969,62.0430908203125,73.68,67.2,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,solweig_b7_new
TP_0056,13,52.7972297668457,60.82735824584961,61.4731559753418,61.624210357666016,62.18338394165039,75.28,68.08,67.80000000000001,67.67999999999999,52.7972297668457,60.82735824584961,61.4731559753418,61.624210357666016,62.18338394165039,75.28,68.08,67.80000000000001,67.67999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,solweig_b7_new
TP_0056,15,50.0352783203125,58.50210571289063,59.286808013916016,59.45611953735352,60.36489486694336,69.08,63.16,63.12,54.84,50.0352783203125,58.50210571289063,59.286808013916016,59.45611953735352,60.36489486694336,69.08,63.16,63.12,54.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,solweig_b7_new
TP_0056,16,42.60110092163086,49.28917694091797,50.21784973144531,50.365989685058594,51.30220031738281,54.88,53.6,16.88,0.0,42.60110092163086,49.28917694091797,50.21784973144531,50.365989685058594,51.30220031738281,54.88,53.6,16.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,solweig_b7_new
TP_0059,10,45.32170486450195,46.1701545715332,46.24119186401367,46.29170227050781,46.46051788330078,92.28,90.64,0.0,0.0,43.94067001342773,46.036502838134766,46.10290145874024,46.14707946777344,46.388519287109375,84.48,70.04,0.0,0.0,-1.3810348510742188,-0.1336517333984375,-0.1382904052734375,-0.144622802734375,-0.0719985961914062,-7.799999999999997,-20.599999999999994,0.0,0.0,10,completed_n24_existing
TP_0059,12,62.01827621459961,62.06294631958008,62.11625671386719,62.14785385131836,62.24058151245117,100.0,100.0,100.0,100.0,59.59553146362305,61.99455642700195,62.03409957885742,62.061710357666016,62.24058151245117,93.8,91.24,91.24,91.24,-2.4227447509765625,-0.068389892578125,-0.0821571350097656,-0.0861434936523437,0.0,-6.200000000000003,-8.760000000000005,-8.760000000000005,-8.760000000000005,12,completed_n24_existing
TP_0059,13,62.16756439208984,62.22831726074219,62.30513381958008,62.34062194824219,62.47140121459961,100.0,100.0,100.0,100.0,59.384613037109375,62.13233184814453,62.186431884765625,62.225547790527344,62.44775390625,93.2,89.88000000000001,89.88000000000001,89.88000000000001,-2.7829513549804688,-0.0959854125976562,-0.1187019348144531,-0.1150741577148437,-0.0236473083496093,-6.799999999999997,-10.11999999999999,-10.11999999999999,-10.11999999999999,13,completed_n24_existing
