cell_id,land_use_hint,land_use_raw,land_use_fraction,gpr_area_weighted
TP_0087,residential,RESIDENTIAL,0.6792057277203781,1.2812926267371316
TP_0088,transport,ROAD,0.7532959905214041,0.0
TP_0089,transport,ROAD,0.8421947462024276,0.3601141284184006
TP_0090,residential,RESIDENTIAL,0.6906614884083515,1.933852167543384
TP_0091,residential,RESIDENTIAL,0.714884143219713,2.0016756010151964
TP_0092,residential,RESIDENTIAL,0.5813632046253143,1.62781697295088
TP_0093,residential,RESIDENTIAL,0.8024760935160884,2.2469330618450476
TP_0094,other,RESERVE SITE,0.709185565742004,0.4135903409567015
TP_0095,other,RESERVE SITE,0.310297034171949,0.0
TP_0096,civic_institutional,SPORTS & RECREATION,0.512204128566129,0.0
TP_0097,civic_institutional,SPORTS & RECREATION,0.49735108538978773,0.7159350248873486
TP_0098,civic_institutional,SPORTS & RECREATION,0.3502294206303512,0.6402831891652966
TP_0099,residential,RESIDENTIAL,0.3740864739014119,1.047442126923953
TP_0100,residential,RESIDENTIAL,0.6779972976063087,1.898392433297664
TP_0101,residential,RESIDENTIAL,0.6595953895980711,1.7937666113852486
TP_0102,residential,RESIDENTIAL,0.5840802210857131,0.07471478122265056
TP_0103,residential,RESIDENTIAL,0.439949625536833,1.0450009497446773
TP_0104,residential,RESIDENTIAL,0.419859029686424,1.1756052831219872
TP_0105,transport,ROAD,0.6600889132292431,0.9517510429581194
TP_0106,transport,ROAD,0.7401686630895964,0.23213762020926565
TP_0107,transport,ROAD,0.5852709661682926,0.0
TP_0108,residential,RESIDENTIAL,0.6980750847455578,0.0
TP_0109,residential,RESIDENTIAL,0.8775235856101242,0.01632636788974402
TP_0110,residential,RESIDENTIAL,0.8023945431362104,0.5827726850760055
TP_0111,residential,RESIDENTIAL,0.9498416682365629,0.6044179068438968
TP_0112,residential,RESIDENTIAL,0.8338555728286731,0.6375812568770087
TP_0113,transport,ROAD,0.7849503745133345,0.04446528107747101
TP_0114,park_open_space,OPEN SPACE,0.4255204657951915,0.20120063744882158
TP_0115,water,WATERBODY,0.4356826489761568,0.4358161914282531
TP_0116,transport,ROAD,0.5619317173439472,0.6132955957184739
TP_0117,transport,ROAD,0.6435893340154992,0.29504739402979985
TP_0118,other,HOTEL,0.4671524328811785,0.981020109050475
TP_0119,transport,ROAD,0.6461437410568839,0.9888694480900274
TP_0120,transport,ROAD,0.7207577226992239,0.7844801433896027
TP_0121,transport,ROAD,0.7258441194771611,0.452301919804665
TP_0122,transport,ROAD,0.713341667918151,0.29528178062600013
TP_0123,transport,ROAD,0.7233206423651063,0.05324167560437332
TP_0124,transport,ROAD,0.7154837987987775,0.0
TP_0125,transport,ROAD,0.623209419691322,0.0
TP_0126,transport,ROAD,0.5205625525740075,0.0
TP_0127,transport,ROAD,0.5202971809543613,0.0
TP_0128,transport,ROAD,0.519485276507521,0.0
TP_0129,transport,ROAD,0.5149775630503265,0.0
TP_0130,transport,ROAD,0.5106856422296342,0.0
TP_0131,civic_institutional,SPORTS & RECREATION,0.5430237232504805,0.0
TP_0132,civic_institutional,SPORTS & RECREATION,0.6253056272597726,0.0
TP_0133,civic_institutional,SPORTS & RECREATION,0.6910134401981295,0.0
TP_0134,transport,ROAD,0.7052329105131554,0.444210460728328
TP_0135,civic_institutional,PLACE OF WORSHIP,0.4658718364125115,0.9250699093534719
TP_0136,civic_institutional,PLACE OF WORSHIP,0.657443841334767,0.03316551149263773
TP_0137,transport,ROAD,0.6266338385217909,0.6314805620827924
TP_0138,transport,ROAD,0.6765398714256897,0.18401427970503292
TP_0139,transport,ROAD,0.36727230723814847,0.0
TP_0140,residential,RESIDENTIAL,0.5411752798356768,0.0
TP_0141,residential,RESIDENTIAL,0.6512133192383766,0.0
TP_0142,transport,ROAD,0.6119949338566038,0.0
TP_0143,transport,ROAD,0.5004093195023798,0.0
TP_0144,transport,ROAD,0.8984872401694242,0.0
TP_0145,transport,ROAD,0.5211358688270644,0.0
TP_0146,residential,RESIDENTIAL,0.7402109076917284,0.2063453985887366
TP_0147,other,HOTEL,0.7300564754248894,2.0098153853348295
TP_0148,residential,RESIDENTIAL,0.7363688308445454,2.762731947760091
TP_0149,residential,RESIDENTIAL,1.0,3.0
TP_0150,residential,RESIDENTIAL,1.0,3.0
TP_0151,residential,RESIDENTIAL,1.0,2.9999999999999996
TP_0152,residential,RESIDENTIAL,0.8596649847965884,2.5789949543897652
TP_0153,transport,ROAD,0.507271203514401,0.0
TP_0154,park_open_space,PARK,1.0,0.0
TP_0155,park_open_space,PARK,1.0,0.0
TP_0156,park_open_space,PARK,0.9978140873826553,0.0
TP_0157,civic_institutional,SPORTS & RECREATION,0.7736958221241845,0.0
TP_0158,civic_institutional,SPORTS & RECREATION,0.9413142194833849,0.0
TP_0159,civic_institutional,SPORTS & RECREATION,1.0,0.0
TP_0160,civic_institutional,SPORTS & RECREATION,1.0,0.0
TP_0161,civic_institutional,SPORTS & RECREATION,0.9999999999999998,0.0
TP_0162,civic_institutional,SPORTS & RECREATION,0.9835020995065173,0.0
TP_0163,residential,RESIDENTIAL,0.5401765981144419,1.6205297943433254
TP_0164,residential,RESIDENTIAL,0.9852506071822192,2.9557518215466576
TP_0165,civic_institutional,PLACE OF WORSHIP,0.6854245333076456,0.9437264000770629
TP_0166,residential,RESIDENTIAL,0.5994330222528838,1.7982990667586514
TP_0167,residential,RESIDENTIAL,0.9649189529159037,2.8947568587477117
TP_0168,transport,ROAD,0.4851168410722537,0.7155783235508015
TP_0169,transport,ROAD,1.0,0.0
TP_0170,transport,ROAD,0.99925761207579,0.0
TP_0171,transport,ROAD,1.0000000286716892,0.0
TP_0172,transport,ROAD,0.6136465009860581,0.0
TP_0173,civic_institutional,EDUCATIONAL INSTITUTION,0.565484813793984,0.0
TP_0174,civic_institutional,EDUCATIONAL INSTITUTION,1.0,0.0
TP_0175,residential,RESIDENTIAL,0.9929530011302177,0.3588895457606313
TP_0176,residential,RESIDENTIAL,0.9972971501489348,2.568829785754178
TP_0177,residential,RESIDENTIAL,0.7972633307644507,2.543064285729547
TP_0178,residential,RESIDENTIAL,0.7944605371520307,2.383381611456092
TP_0179,residential,RESIDENTIAL,0.8161202779742259,2.4483608339226777
TP_0180,residential,RESIDENTIAL,0.8064495371833383,2.4193486115500153
TP_0181,residential,RESIDENTIAL,0.5724785458642109,1.7174356375926327
TP_0182,transport,ROAD,0.925001166872203,0.0
TP_0183,transport,ROAD,0.3638358632169299,0.0
TP_0184,commercial,COMMERCIAL,0.5133024661008102,0.0
TP_0185,commercial,COMMERCIAL,0.6479717341988908,0.311964427912229
TP_0186,commercial,COMMERCIAL,0.7535971035714538,0.13013027452332745
TP_0187,residential,RESIDENTIAL,0.4058782685454329,1.2176348056362987
TP_0188,transport,ROAD,0.548156777371499,1.0177816355872678
TP_0189,commercial,BUSINESS 1,0.4154367168432911,1.0385918951135513
TP_0190,transport,ROAD,0.43437003864987045,0.8580187603145889
TP_0191,transport,ROAD,0.6711706189895134,0.4159489206148959
TP_0192,residential,RESIDENTIAL,0.6924287744443144,2.077286323332943
TP_0193,residential,RESIDENTIAL,0.9741260097508704,2.922378029252612
TP_0194,residential,RESIDENTIAL,0.8359443407204914,2.5078330221614746
TP_0195,residential,RESIDENTIAL,0.9679046187417658,2.9037138562252975
TP_0196,residential,RESIDENTIAL,1.0,3.160447951138374
TP_0197,residential,RESIDENTIAL,0.8161324337531012,2.7726657675515347
TP_0198,transport,ROAD,0.9136911187761684,0.30208108428341013
TP_0199,transport,ROAD,1.0,0.0
TP_0200,transport,ROAD,0.9673917388993696,0.0
TP_0201,civic_institutional,EDUCATIONAL INSTITUTION,0.939611099430005,0.0
TP_0202,water,WATERBODY,0.7428300394033547,0.0
TP_0203,civic_institutional,EDUCATIONAL INSTITUTION,0.9728540183490065,0.0
TP_0204,residential,RESIDENTIAL,0.6039382898981241,0.0
TP_0205,residential,RESIDENTIAL,1.0,0.11695986797226908
TP_0206,civic_institutional,EDUCATIONAL INSTITUTION,0.6572210850093525,0.3251468064063957
TP_0207,civic_institutional,EDUCATIONAL INSTITUTION,1.0,0.0
TP_0208,civic_institutional,EDUCATIONAL INSTITUTION,0.4588209943482172,1.127912487950816
TP_0209,residential,RESIDENTIAL,0.6697787289581529,1.9918394752749264
TP_0210,residential,RESIDENTIAL,0.9669174879506071,2.9007524638518216
TP_0211,transport,ROAD,0.4915157073057483,1.0587339683143355
TP_0212,commercial,COMMERCIAL,1.0,0.0
TP_0213,commercial,COMMERCIAL,1.0,0.0
TP_0214,commercial,COMMERCIAL,1.0,0.0
TP_0215,residential,COMMERCIAL & RESIDENTIAL,0.5681209728767415,0.4353599990025396
TP_0216,residential,RESIDENTIAL,0.9162463194109632,2.74873895823289
TP_0217,commercial,BUSINESS 1,0.40538419811121756,1.434295236204558
TP_0218,commercial,BUSINESS 1,0.8678881198315223,2.1697202995788056
TP_0219,commercial,BUSINESS 1,0.6218852382659835,3.041628709675257
TP_0220,residential,RESIDENTIAL,0.9875937593105119,3.9503750372420474
TP_0221,residential,RESIDENTIAL,0.6033094229366186,2.2968901069681706
TP_0222,residential,RESIDENTIAL,0.864974327200707,2.594922981602121
TP_0223,residential,RESIDENTIAL,0.5465164949694308,1.6395494849082923
TP_0224,residential,RESIDENTIAL,0.700270045781448,2.145601117066979
TP_0225,residential,RESIDENTIAL,0.774172340380702,2.615428484923281
TP_0226,residential,RESIDENTIAL,0.742539912242293,2.4828191875480385
TP_0227,residential,RESIDENTIAL,0.7886150290375343,2.439405414863701
TP_0228,transport,ROAD,0.9449927560521905,0.16502173184342847
TP_0229,transport,ROAD,0.8232719064051748,0.0
TP_0230,civic_institutional,EDUCATIONAL INSTITUTION,1.0,0.0
TP_0231,water,WATERBODY,0.5024611823034304,0.0
TP_0232,residential,RESIDENTIAL,0.25972597041965867,0.7272327171750441
TP_0233,civic_institutional,CIVIC & COMMUNITY INSTITUTION,0.41462257793845336,0.0
TP_0234,residential,RESIDENTIAL,0.9766998171165604,0.0
TP_0235,civic_institutional,EDUCATIONAL INSTITUTION,0.7003868022405737,0.0
TP_0236,civic_institutional,EDUCATIONAL INSTITUTION,0.997806300853293,0.0
TP_0237,residential,RESIDENTIAL,0.476039405598668,1.3460216339295463
TP_0238,residential,RESIDENTIAL,1.0,2.840705345431961
TP_0239,residential,RESIDENTIAL,1.0,3.0
TP_0240,residential,RESIDENTIAL,0.6553893428876731,1.9807996731753004
TP_0241,commercial,COMMERCIAL,0.49192276855914835,1.2540505427496385
TP_0242,residential,COMMERCIAL & RESIDENTIAL,0.95555627812556,0.0
TP_0243,residential,COMMERCIAL & RESIDENTIAL,0.9760830929119133,0.0
TP_0244,residential,COMMERCIAL & RESIDENTIAL,0.8204453727367991,0.29138290390820315
TP_0245,residential,RESIDENTIAL,0.6695510445870232,2.008653133761069
TP_0246,transport,ROAD,0.48171437103053705,1.3078129720003528
TP_0247,commercial,BUSINESS 1,0.7618972618873973,1.904743154718493
TP_0248,commercial,BUSINESS 1,0.544376730701145,2.9615960552181693
TP_0249,residential,RESIDENTIAL,1.0,4.0
TP_0250,residential,RESIDENTIAL,0.995202538273001,3.9808101530920044
TP_0251,residential,RESIDENTIAL,0.6557607415669301,2.151985538713061
TP_0252,residential,RESIDENTIAL,1.0,3.0
TP_0253,residential,RESIDENTIAL,0.7802645980651021,2.511486860848839
TP_0254,residential,RESIDENTIAL,1.0,3.5
TP_0255,residential,RESIDENTIAL,0.6699995238898737,2.122287042650996
TP_0256,residential,RESIDENTIAL,1.0,3.0
TP_0257,residential,RESIDENTIAL,0.417445315615079,1.2523359468452369
TP_0258,transport,ROAD,0.6278547160349872,0.0
TP_0259,civic_institutional,EDUCATIONAL INSTITUTION,1.0,0.0
TP_0260,civic_institutional,EDUCATIONAL INSTITUTION,0.6566031386551687,0.0
TP_0261,residential,RESIDENTIAL,0.4022008629642122,1.126162416299794
TP_0262,civic_institutional,CIVIC & COMMUNITY INSTITUTION,0.7050571505471089,0.0
TP_0263,residential,RESIDENTIAL,0.9988666573250221,1.273116713157991e-05
TP_0264,residential,RESIDENTIAL,0.7007064949385711,0.7014531568663461
TP_0265,commercial,BUSINESS 1,0.7440942065147702,1.8602355162869255
TP_0266,residential,RESIDENTIAL,0.8324524245000575,2.497357273500173
TP_0267,residential,RESIDENTIAL,0.8108635176658703,2.6264307753566327
TP_0268,residential,RESIDENTIAL,1.0,3.8396965572352877
TP_0269,civic_institutional,PLACE OF WORSHIP,0.4903613900151935,1.9008990335322418
TP_0270,residential,RESIDENTIAL,0.528373607848611,1.8062930546797045
TP_0271,residential,COMMERCIAL & RESIDENTIAL,0.4239409202316892,1.1710335688950302
TP_0272,residential,COMMERCIAL & RESIDENTIAL,0.4240672924401598,1.1870188462955718
TP_0273,transport,ROAD,0.2763027454763945,1.1314184027037324
TP_0274,transport,ROAD,0.31972461262509244,0.0
TP_0275,residential,RESIDENTIAL,0.46163885054305026,2.1454369432978817
TP_0276,residential,RESIDENTIAL,0.6303253272422702,2.6775327640935163
TP_0277,transport,ROAD,0.6258817865032671,1.1234128682915274
TP_0278,residential,RESIDENTIAL,0.6743487032174647,2.1129004693571884
TP_0279,residential,RESIDENTIAL,0.6741691361752523,2.286742062262831
TP_0280,transport,ROAD,0.5632979451251819,1.4482813218173103
TP_0281,residential,RESIDENTIAL,0.6961122235617894,2.088336670685368
TP_0282,transport,ROAD,0.49321609542038275,1.5382240623430334
TP_0283,residential,RESIDENTIAL,0.36165831952909117,1.45102543872355
TP_0284,transport,ROAD,0.5610021547466351,1.0681072353499648
TP_0285,residential,RESIDENTIAL,0.37422939475989553,1.9056023787783851
TP_0286,transport,ROAD,0.47065451982978784,0.7110269366634969
TP_0287,transport,ROAD,0.5231704036467547,0.8438354358596394
TP_0288,civic_institutional,EDUCATIONAL INSTITUTION,0.8184540982694457,0.5083285248455518
TP_0289,civic_institutional,EDUCATIONAL INSTITUTION,0.5933372792685485,0.0
TP_0290,residential,RESIDENTIAL,0.5220737998911819,1.4618066396953089
TP_0291,transport,ROAD,0.6351534274117102,0.06289145371259276
TP_0292,residential,RESIDENTIAL,0.5315147533025824,0.4232531327356375
TP_0293,commercial,BUSINESS 1,0.5815618183316911,1.4896112153196992
TP_0294,transport,ROAD,0.5249083690299825,1.1877290774250435
TP_0295,residential,RESIDENTIAL,0.6173781659478507,1.8521344978435514
TP_0296,residential,RESIDENTIAL,0.5367996836743588,1.718995233183456
TP_0297,residential,RESIDENTIAL,0.800069213138906,2.716671437861785
TP_0298,residential,RESIDENTIAL,0.8215205921857432,3.174485300086577
TP_0299,residential,RESIDENTIAL,0.9061468440573645,3.1952021913893858
TP_0300,residential,RESIDENTIAL,1.0,3.582466766385555
TP_0301,residential,RESIDENTIAL,0.9106014006286232,3.5764611171722267
TP_0302,residential,RESIDENTIAL,0.7457912619741035,2.868601370192691
TP_0303,civic_institutional,PLACE OF WORSHIP,0.3277786568249221,0.979406673508523
TP_0304,residential,RESIDENTIAL,0.8801441635846362,2.718437126274459
TP_0305,park_open_space,PARK,0.567575502508542,1.2972734924743738
TP_0306,park_open_space,PARK,0.4004961013496687,1.032411730929576
TP_0307,residential,RESIDENTIAL,1.0,3.0
TP_0308,residential,RESIDENTIAL,1.0,3.0
TP_0309,residential,RESIDENTIAL,0.5650601164325498,1.8941058542398073
TP_0310,residential,RESIDENTIAL,0.43941727727013313,1.8385437057261873
TP_0311,residential,RESIDENTIAL,0.3887244484482876,1.7900816579051595
TP_0312,transport,ROAD,0.25799716979123294,0.7622481743319959
TP_0313,transport,ROAD,0.5233800686255712,0.7818697006218336
TP_0314,commercial,BUSINESS 1,0.788743019173562,1.971857547933905
TP_0315,commercial,BUSINESS 1,0.5285494908379621,1.3213737270949053
TP_0316,residential,RESIDENTIAL,0.5182980323349511,1.451234490537863
TP_0317,residential,RESIDENTIAL,0.5781862049712654,1.618921373919543
TP_0318,water,WATERBODY,0.5420398934388357,0.0
TP_0319,residential,RESIDENTIAL,0.6569837919137234,1.8395546173584247
TP_0320,park_open_space,PARK,0.3885820880685956,0.3500573645403409
TP_0321,residential,RESIDENTIAL,0.999449591010304,4.497523159546368
TP_0322,residential,RESIDENTIAL,0.9994295109158293,4.497432799121232
TP_0323,residential,RESIDENTIAL,0.9391927278872858,4.2263672754927875
TP_0324,residential,RESIDENTIAL,0.6845660016885265,2.3950005202584124
TP_0325,residential,RESIDENTIAL,1.0,3.5259625054843347
TP_0326,residential,RESIDENTIAL,1.0,3.5272935250945157
TP_0327,residential,RESIDENTIAL,0.5307653176617475,1.6978793739690439
TP_0328,residential,RESIDENTIAL,1.0,3.0
TP_0329,residential,RESIDENTIAL,1.0,3.0
TP_0330,residential,RESIDENTIAL,1.0,3.0
TP_0331,residential,RESIDENTIAL,0.872496461971306,2.6174893859139177
TP_0332,residential,RESIDENTIAL,0.824293353940245,2.472880061820735
TP_0333,residential,RESIDENTIAL,1.0,3.0
TP_0334,residential,RESIDENTIAL,0.873379203484461,2.6201376104533827
TP_0335,residential,RESIDENTIAL,0.7007721218483426,2.1023163655450277
TP_0336,residential,RESIDENTIAL,0.623669643907271,1.871008931721813
TP_0337,civic_institutional,HEALTH & MEDICAL CARE,0.4026436984431,0.27209357285100355
TP_0338,residential,RESIDENTIAL,0.7655603227795492,2.4929385350979865
TP_0339,residential,RESIDENTIAL,0.6058051053310333,2.1371522213922245
TP_0340,residential,RESIDENTIAL,0.8445539028618643,2.533661708585593
TP_0341,residential,RESIDENTIAL,1.0,3.0
TP_0342,commercial,BUSINESS 1,0.40831566649975,1.992455336965269
TP_0343,commercial,BUSINESS 1,1.0,2.5
TP_0344,commercial,BUSINESS 1,0.7035761272948369,1.7589403182370922
TP_0345,residential,RESIDENTIAL,0.5557508139611708,1.556102279091278
TP_0346,residential,RESIDENTIAL,0.9262987970542006,2.593636631751761
TP_0347,water,WATERBODY,0.5525237182063235,0.3883439879748398
TP_0348,residential,RESIDENTIAL,0.627802097376817,1.7578458726550878
TP_0349,park_open_space,PARK,0.6740764317050967,0.4082654763542267
TP_0350,residential,RESIDENTIAL,1.0,4.5
TP_0351,residential,RESIDENTIAL,1.0,4.5
TP_0352,residential,RESIDENTIAL,1.0,4.328783841595498
TP_0353,residential,RESIDENTIAL,0.5538971802083479,2.2594261214875733
TP_0354,residential,RESIDENTIAL,0.7565354081322218,2.9624435997410394
TP_0355,residential,RESIDENTIAL,0.7508352509888838,2.9582157069403356
TP_0356,civic_institutional,CIVIC & COMMUNITY INSTITUTION,0.4453415219762016,0.8820675633591569
TP_0357,civic_institutional,EDUCATIONAL INSTITUTION,0.551844737829771,0.3119918024505556
TP_0358,commercial,BUSINESS 1,0.5712968608014942,1.7071864304502857
TP_0359,commercial,BUSINESS 1,0.9069501707118616,2.546524914644069
TP_0360,residential,RESIDENTIAL,0.4799350243935176,2.070225239111036
TP_0361,residential,RESIDENTIAL,1.0,3.0
TP_0362,residential,RESIDENTIAL,0.9375703761831921,2.812711128549576
TP_0363,residential,RESIDENTIAL,0.667545460202703,2.002636380608109
TP_0364,residential,RESIDENTIAL,0.8727414536891287,2.618224361067386
TP_0365,residential,RESIDENTIAL,0.5766114114647232,1.7298342343941695
TP_0366,civic_institutional,EDUCATIONAL INSTITUTION,0.7805674253306367,0.019855582510702515
TP_0367,civic_institutional,EDUCATIONAL INSTITUTION,0.531327188410825,0.5062990718829999
TP_0368,residential,RESIDENTIAL,0.7082232868116762,2.124670848052383
TP_0369,residential,RESIDENTIAL,1.0,3.0
TP_0370,residential,RESIDENTIAL,1.0,3.0
TP_0371,commercial,BUSINESS 1,0.3969229943058132,2.0188769524148715
TP_0372,commercial,BUSINESS 1,1.0,2.5
TP_0373,commercial,BUSINESS 1,0.6145579824739409,1.5363949561848518
TP_0374,residential,RESIDENTIAL,0.5953942692861397,1.6671039540011912
TP_0375,residential,RESIDENTIAL,0.904177353156941,2.5316965888394343
TP_0376,water,WATERBODY,0.6922059780988815,0.8618232613231317
TP_0377,residential,RESIDENTIAL,0.7328997862710465,2.05211940155893
TP_0378,park_open_space,PARK,0.4531347452515314,0.19093742404728553
TP_0379,residential,RESIDENTIAL,0.6245313683318896,2.8103911574935037
TP_0380,residential,RESIDENTIAL,0.9800405773783072,4.410182598202383
TP_0381,residential,RESIDENTIAL,1.0,4.245587304507528
TP_0382,residential,RESIDENTIAL,0.6624783211949044,2.4706005444306065
TP_0383,residential,RESIDENTIAL,0.6997256358292077,2.4039073059941782
TP_0384,residential,RESIDENTIAL,0.6961158242131864,3.0
TP_0385,residential,RESIDENTIAL,0.6731580221389915,2.639681000881071
TP_0386,residential,RESIDENTIAL,0.5509870132724803,2.313225285400119
TP_0387,commercial,BUSINESS 1,0.3306039222363584,1.3391538157155105
TP_0388,residential,RESIDENTIAL,0.3534738508567957,2.079273393026944
TP_0389,residential,RESIDENTIAL,0.5963957678096398,1.9954240311130718
TP_0390,residential,RESIDENTIAL,0.8958270982796117,2.689562939499296
TP_0391,residential,RESIDENTIAL,0.5461978115147827,1.6395883368056634
TP_0392,residential,RESIDENTIAL,0.9998755944585872,2.9996267833757613
TP_0393,transport,ROAD,0.49703406894149504,1.3254623830777266
TP_0394,residential,RESIDENTIAL,0.666345275349131,0.01572410456824631
TP_0395,civic_institutional,EDUCATIONAL INSTITUTION,0.4644865756865114,0.01683752959452141
