station_id,buffer_m,feature_name,feature_value,feature_unit,feature_group,source_name,extraction_method,coverage_status,notes
S124,500,green_space_fraction,0.282297,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S124,500,distance_to_park_or_green_m,147.822343,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S124,500,road_length_m,8513.518027,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S124,500,road_density_m_per_ha,108.397478,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S124,500,major_road_length_m,899.303578,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S124,500,distance_to_major_road_m,388.030451,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S124,500,building_footprint_fraction,0.051834,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S124,500,building_count,99.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S124,500,landuse_majority,green_space,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.369219.
S124,500,landuse_entropy,1.234528,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.369219.
S125,50,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S125,50,distance_to_water_m,17.850515,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S125,50,green_space_fraction,0.000000,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S125,50,distance_to_park_or_green_m,212.168889,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S125,50,road_length_m,256.084672,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S125,50,road_density_m_per_ha,326.057131,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S125,50,major_road_length_m,0.000000,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S125,50,distance_to_major_road_m,63.087062,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S125,50,building_footprint_fraction,0.009464,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S125,50,building_count,1.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S125,50,landuse_majority,stadium,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.441640.
S125,50,landuse_entropy,1.834960,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.441640.
S125,100,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S125,100,distance_to_water_m,17.850515,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S125,100,green_space_fraction,0.000000,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S125,100,distance_to_park_or_green_m,212.168889,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S125,100,road_length_m,1196.366873,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S125,100,road_density_m_per_ha,380.815403,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S125,100,major_road_length_m,297.811579,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S125,100,distance_to_major_road_m,63.087062,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S125,100,building_footprint_fraction,0.098101,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S125,100,building_count,2.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S125,100,landuse_majority,pitch,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.477848.
S125,100,landuse_entropy,2.164392,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.477848.
S125,250,water_fraction,0.014374,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S125,250,distance_to_water_m,17.850515,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S125,250,green_space_fraction,0.006160,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S125,250,distance_to_park_or_green_m,212.168889,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S125,250,road_length_m,8763.343153,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S125,250,road_density_m_per_ha,446.313402,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S125,250,major_road_length_m,1098.432385,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S125,250,distance_to_major_road_m,63.087062,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S125,250,building_footprint_fraction,0.172485,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S125,250,building_count,34.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S125,250,landuse_majority,built_or_urban,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.537988.
S125,250,landuse_entropy,1.563587,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.537988.
S125,500,water_fraction,0.002387,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S125,500,distance_to_water_m,17.850515,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S125,500,green_space_fraction,0.098648,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S125,500,distance_to_park_or_green_m,212.168889,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S125,500,road_length_m,33298.537450,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S125,500,road_density_m_per_ha,423.970147,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S125,500,major_road_length_m,4499.686867,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S125,500,distance_to_major_road_m,63.087062,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S125,500,building_footprint_fraction,0.221161,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S125,500,building_count,206.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S125,500,landuse_majority,built_or_urban,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.727128.
S125,500,landuse_entropy,1.108515,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.727128.
S126,50,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S126,50,distance_to_water_m,278.042696,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S126,50,green_space_fraction,0.000000,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S126,50,distance_to_park_or_green_m,135.850634,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S126,50,road_length_m,90.983297,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S126,50,road_density_m_per_ha,115.843531,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S126,50,major_road_length_m,0.000000,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S126,50,distance_to_major_road_m,50.842334,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S126,50,building_footprint_fraction,0.031646,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S126,50,building_count,2.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S126,50,landuse_majority,military,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.863924.
S126,50,landuse_entropy,0.880821,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.863924.
S126,100,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S126,100,distance_to_water_m,278.042696,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S126,100,green_space_fraction,0.000000,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S126,100,distance_to_park_or_green_m,135.850634,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S126,100,road_length_m,727.844968,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S126,100,road_density_m_per_ha,231.680249,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S126,100,major_road_length_m,276.147060,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S126,100,distance_to_major_road_m,50.842334,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S126,100,building_footprint_fraction,0.006329,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S126,100,building_count,2.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S126,100,landuse_majority,military,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.689873.
S126,100,landuse_entropy,1.417786,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.689873.
S126,250,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S126,250,distance_to_water_m,278.042696,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S126,250,green_space_fraction,0.170385,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S126,250,distance_to_park_or_green_m,135.850634,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S126,250,road_length_m,5065.835374,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S126,250,road_density_m_per_ha,258.000877,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S126,250,major_road_length_m,1515.554489,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S126,250,distance_to_major_road_m,50.842334,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S126,250,building_footprint_fraction,0.081136,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S126,250,building_count,14.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S126,250,landuse_majority,military,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.673428.
S126,250,landuse_entropy,1.654676,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.673428.
S126,500,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S126,500,distance_to_water_m,278.042696,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S126,500,green_space_fraction,0.393625,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S126,500,distance_to_park_or_green_m,135.850634,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S126,500,road_length_m,14471.947293,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S126,500,road_density_m_per_ha,184.262556,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S126,500,major_road_length_m,3808.359831,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S126,500,distance_to_major_road_m,50.842334,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S126,500,building_footprint_fraction,0.069323,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S126,500,building_count,43.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S126,500,landuse_majority,green_space,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.715538.
S126,500,landuse_entropy,1.569988,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.715538.
S127,50,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S127,50,distance_to_water_m,509.137350,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S127,50,green_space_fraction,0.000000,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S127,50,distance_to_park_or_green_m,105.686975,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S127,50,road_length_m,10.956987,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S127,50,road_density_m_per_ha,13.950869,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S127,50,major_road_length_m,0.000000,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S127,50,distance_to_major_road_m,90.196806,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S127,50,building_footprint_fraction,0.000000,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S127,50,building_count,0.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S127,50,landuse_majority,pitch,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.212025.
S127,50,landuse_entropy,0.998553,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.212025.
S127,100,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S127,100,distance_to_water_m,509.137350,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S127,100,green_space_fraction,0.000000,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S127,100,distance_to_park_or_green_m,105.686975,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S127,100,road_length_m,266.871162,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S127,100,road_density_m_per_ha,84.947729,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
S127,100,major_road_length_m,86.360551,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,Major roads use configured OSM highway classes.
S127,100,distance_to_major_road_m,90.196806,m,roads,osm_station_context_roads,nearest_major_highway_distance,usable_all_27,Nearest configured major OSM highway class; repeated across buffer sizes.
S127,100,building_footprint_fraction,0.012618,fraction,buildings,osm_station_context_buildings,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM building footprints sampled inside metric station buffer.
S127,100,building_count,1.000000,count,buildings,osm_station_context_buildings,polygon_intersects_metric_buffer_count,usable_all_27,Count of building footprint features intersecting the buffer.
S127,100,landuse_majority,pitch,category,landuse,osm_station_context_landuse,deterministic_grid_majority_class,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.230284.
S127,100,landuse_entropy,0.827160,bits,landuse,osm_station_context_landuse,deterministic_grid_class_entropy,usable_all_27,OSM landuse polygons are not exhaustive; sampled source-covered fraction=0.230284.
S127,250,water_fraction,0.000000,fraction,water,osm_station_context_water,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM water sampled inside metric station buffer.
S127,250,distance_to_water_m,509.137350,m,water,osm_station_context_water,nearest_geometry_distance,usable_all_27,Nearest OSM water geometry; repeated across buffer sizes.
S127,250,green_space_fraction,0.432377,fraction,green,osm_station_context_green,deterministic_grid_polygon_union_fraction,usable_all_27,Polygonal OSM green/park features sampled inside metric station buffer.
S127,250,distance_to_park_or_green_m,105.686975,m,green,osm_station_context_green,nearest_geometry_distance,usable_all_27,Nearest OSM green/park geometry; repeated across buffer sizes.
S127,250,road_length_m,9113.052979,m,roads,osm_station_context_roads,line_circle_intersection_length,usable_all_27,OSM highway line length clipped to metric station buffer.
S127,250,road_density_m_per_ha,464.123977,m/ha,roads,osm_station_context_roads,line_circle_intersection_length_per_buffer_ha,usable_all_27,Road length divided by circular buffer area in hectares.
