model_name,event_target,official_event_threshold_c,output_kind,output_id,validation_method,operating_point,threshold_source,status,n_folds_evaluated,n_folds_skipped,threshold,threshold_min,threshold_max,precision,recall,F1,CSI,false_alarm_ratio,miss_rate,TP,FP,FN,TN,n,fold_F1_std,fold_recall_std,fold_precision_std
M7_compact_weather_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,26,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,26,0,0.030000000000000002,0.03,0.03,0.030303030303030304,1.0,0.05882352941176471,0.030303030303030304,0.9696969696969697,0.0,8.0,256.0,0.0,1348.0,1612.0,0.07423685817106697,0.0,0.0667573908650122
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.06814814814814817,0.05,0.08,0.06944444444444445,0.3333333333333333,0.11494252873563217,0.06097560975609756,0.9305555555555556,0.6666666666666666,5.0,67.0,10.0,1592.0,1674.0,0.16358257627039394,0.47856550576766144,0.14400000000000002
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01,0.01,0.01,0.043478260869565216,0.9333333333333333,0.0830860534124629,0.043343653250773995,0.9565217391304348,0.06666666666666667,14.0,308.0,1.0,1351.0,1674.0,0.18584990730189657,0.05323971374999501,0.12138069190368464
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.01703703703703704,0.01,0.02,0.05204460966542751,0.9333333333333333,0.09859154929577466,0.05185185185185185,0.9479553903345725,0.06666666666666667,14.0,255.0,1.0,1404.0,1674.0,0.18214341746181348,0.05323971374999501,0.1216065049720472
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.047037037037037044,0.02,0.05,0.06923076923076923,0.6,0.12413793103448277,0.0661764705882353,0.9307692307692308,0.4,9.0,121.0,6.0,1538.0,1674.0,0.11770477102400047,0.2286830084797446,0.14162597925629616
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.010370370370370372,0.01,0.02,0.03821656050955414,0.8,0.0729483282674772,0.03785488958990536,0.9617834394904459,0.2,12.0,302.0,3.0,1357.0,1674.0,0.1526071417944411,0.15971914124998499,0.1352707541592027
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,26,1,0.01,0.01,0.01,0.025974025974025976,1.0,0.05063291139240507,0.025974025974025976,0.974025974025974,0.0,8.0,300.0,0.0,1304.0,1612.0,0.07905641112538585,0.0,0.0625955781592799
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.047037037037037044,0.02,0.05,0.06818181818181818,0.6,0.1224489795918367,0.06521739130434782,0.9318181818181818,0.4,9.0,123.0,6.0,1536.0,1674.0,0.11770477102400047,0.2286830084797446,0.14162597925629616
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.010370370370370372,0.01,0.02,0.03669724770642202,0.8,0.07017543859649122,0.03636363636363636,0.963302752293578,0.2,12.0,315.0,3.0,1344.0,1674.0,0.15410908641936003,0.15971914124998499,0.1327767016341456
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,26,1,0.01,0.01,0.01,0.024922118380062305,1.0,0.0486322188449848,0.024922118380062305,0.9750778816199377,0.0,8.0,313.0,0.0,1291.0,1612.0,0.0645936188869073,0.0,0.055595073549082545
M4_inertia_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,30.73888888888889,30.7,31.75,0.036036036036036036,0.5333333333333333,0.06751054852320676,0.034934497816593885,0.963963963963964,0.4666666666666667,8.0,214.0,7.0,1445.0,1674.0,0.08204706730245374,0.372677996249965,0.07744252733358453
M4_inertia_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,fixed_score_31,fixed,evaluated_on_heldout,27,0,31.0,31.0,31.0,0.05113636363636364,0.6,0.09424083769633508,0.04945054945054945,0.9488636363636364,0.4,9.0,167.0,6.0,1492.0,1674.0,0.08862019142212343,0.26298478612350623,0.11620821860382993
M4_inertia_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,30.26666666666667,30.25,30.7,0.04436860068259386,0.8666666666666667,0.08441558441558442,0.04406779661016949,0.9556313993174061,0.13333333333333333,13.0,280.0,2.0,1379.0,1674.0,0.16715903603083712,0.10647942749998998,0.12745369751905997
M4_inertia_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,30.366666666666667,30.25,30.7,0.0456140350877193,0.8666666666666667,0.08666666666666667,0.04529616724738676,0.9543859649122807,0.13333333333333333,13.0,272.0,2.0,1387.0,1674.0,0.16715903603083712,0.10647942749998998,0.12745369751905997
M7_compact_weather_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,31.23333333333334,31.2,32.0,0.03759398496240601,0.3333333333333333,0.06756756756756757,0.03496503496503497,0.9624060150375939,0.6666666666666666,5.0,128.0,10.0,1531.0,1674.0,0.04491362332400607,0.3435921354681384,0.08322725003224002
M7_compact_weather_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,fixed_score_31,fixed,evaluated_on_heldout,27,0,31.0,31.0,31.0,0.06172839506172839,0.6666666666666666,0.11299435028248588,0.059880239520958084,0.9382716049382716,0.3333333333333333,10.0,152.0,5.0,1507.0,1674.0,0.1281546065929838,0.23928275288383072,0.14753990364372654
M7_compact_weather_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,30.25,30.2,30.3,0.051094890510948905,0.9333333333333333,0.09688581314878893,0.05090909090909091,0.948905109489051,0.06666666666666667,14.0,260.0,1.0,1399.0,1674.0,0.19013072176275111,0.05323971374999501,0.1367837133579263
M7_compact_weather_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,score,raw_model_score,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,30.25185185185185,30.25,30.3,0.05128205128205128,0.9333333333333333,0.09722222222222221,0.051094890510948905,0.9487179487179487,0.06666666666666667,14.0,259.0,1.0,1400.0,1674.0,0.19013072176275111,0.05323971374999501,0.1367837133579263
