model_name,event_target,official_event_threshold_c,calibrator_id,calibrator_family,diagnostic_only,validation_method,bin_kind,probability_bin,n,event_count,observed_event_rate,mean_predicted_probability,calibration_gap,abs_calibration_gap,p_min,p_max,mean_score,station_count,low_support
M7_compact_weather_ridge,ge31,31.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,quantile,"(0.36, 0.735]",167,119,0.7125748502994012,0.7078805352258446,-0.004694315073556554,0.004694315073556554,0.691358024691358,0.7345679012345679,31.534020554099023,27,False
M7_compact_weather_ridge,ge31,31.0,isotonic_score_only,isotonic,False,station_grouped_loso,quantile,"(-0.000999, 0.0429]",1188,4,0.003367003367003367,0.0016887823732479263,-0.0016782209937554406,0.0016782209937554406,1e-06,0.04285714285714286,26.339796242987582,27,False
M7_compact_weather_ridge,ge31,31.0,isotonic_score_only,isotonic,False,station_grouped_loso,quantile,"(0.0429, 0.176]",152,30,0.19736842105263158,0.1353332894123851,-0.06203513164024649,0.06203513164024649,0.043478260869565216,0.17647058823529413,29.288440455367862,25,False
M7_compact_weather_ridge,ge31,31.0,isotonic_score_only,isotonic,False,station_grouped_loso,quantile,"(0.176, 0.512]",166,59,0.35542168674698793,0.3640028186013291,0.008581131854341173,0.008581131854341173,0.17796610169491525,0.5,30.21019623039687,27,False
M7_compact_weather_ridge,ge31,31.0,isotonic_score_only,isotonic,False,station_grouped_loso,quantile,"(0.512, 0.8]",168,111,0.6607142857142857,0.7216545164050224,0.06094023069073673,0.06094023069073673,0.5168675559244522,0.8,31.521641058696478,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(-0.00099804, 5.07e-06]",168,0,0.0,3.963023917508169e-06,3.963023917508169e-06,3.963023917508169e-06,1.956679316911886e-06,5.068271793055555e-06,25.501278299350982,21,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.000386, 0.00633]",167,0,0.0,0.001621986413128702,0.001621986413128702,0.001621986413128702,0.00038618400632280277,0.005869384609752065,26.729078547622215,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.00633, 0.0437]",168,3,0.017857142857142856,0.017104835486432483,-0.0007523073707103728,0.0007523073707103728,0.006447344079126271,0.04362554437446627,27.96093533914256,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.0437, 0.189]",167,24,0.1437125748502994,0.1056792082926205,-0.0380333665576789,0.0380333665576789,0.044295139077129085,0.18862613572921613,29.124993767601044,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.189, 0.589]",167,67,0.40119760479041916,0.39780661930599476,-0.0033909854844244025,0.0033909854844244025,0.1906151231955084,0.5878617210884275,30.39587001239862,27,False
