model_name,event_target,official_event_threshold_c,calibrator_id,calibrator_family,diagnostic_only,validation_method,n,event_count,event_count_ge31,event_count_ge33,event_rate,Brier,log_loss,ROC_AUC,PR_AUC,average_precision,calibration_intercept,calibration_slope,mean_predicted_probability,probability_bias,p05_predicted_probability,p50_predicted_probability,p95_predicted_probability,p05_predicted_P_ge31,p50_predicted_P_ge31,p95_predicted_P_ge31,station_count,fold_count,ECE_fixed,MCE_fixed,ECE_quantile,MCE_quantile,station_Brier_mean,station_Brier_max,station_probability_bias_abs_mean,station_event_count_max,rank_score_ge31
M4_inertia_ridge,ge33,33.0,isotonic_score_only,isotonic,False,station_grouped_loso,1612,8,,8.0,0.004962779156327543,0.005003525371074322,0.024377127829507527,0.8698955735660848,0.02021773847340161,0.02021773847340161,-1.9440891810368324,0.5500689115695739,0.009199294118274916,0.004236514961947373,1e-06,1e-06,0.05825242718446602,,,,26,26,0.004236514961947371,0.004236514961947371,0.005595333869522981,0.06095746275511618,0.005003525371074323,0.029947409127961757,0.01109310841556707,2,
M7_compact_weather_ridge,ge33,33.0,isotonic_score_only,isotonic,False,station_grouped_loso,1612,8,,8.0,0.004962779156327543,0.005019809974724137,0.024153576718780788,0.9003662718204489,0.02703804166007939,0.02703804166007939,-1.9186637550975851,0.5486476774668617,0.009203585429540993,0.00424080627321345,1e-06,1e-06,0.07608695652173915,,,,26,26,0.00424080627321345,0.00424080627321345,0.004240806273213449,0.03683758578246897,0.005019809974724138,0.029605665682236423,0.011036009552042394,2,
M4_inertia_ridge,ge33,33.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.00872608116646462,0.040751382719455685,0.8966847498493068,0.04916325110572033,0.04916325110572033,-1.3687236370502835,0.5720037687372996,0.008890329562212225,-7.02439144902832e-05,1e-06,1.7666655555539283e-06,0.06355187004926076,,,,27,27,0.001721524753574007,0.10631708171639041,0.00391069998993051,0.0188348881649259,0.008726081166464622,0.106498164921703,0.014374875010287447,7,
M7_compact_weather_ridge,ge33,33.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.008742994108360871,0.040372226317811045,0.888808519188266,0.040395506660525674,0.040395506660525674,-1.310114157188909,0.5931575089472189,0.008991116074747462,3.054259804495356e-05,1e-06,4.1795309557630176e-06,0.06668150253761602,,,,27,27,3.054259804495356e-05,3.054259804495356e-05,0.004727014590490728,0.02338753775756485,0.008742994108360873,0.10695223940633743,0.01448582489742265,7,
M7_compact_weather_ridge,ge33,33.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.008744704221242395,0.03950937425359704,0.876210568615632,0.036003476791675634,0.036003476791675634,-1.6736943763500471,0.4586407867952513,0.00896155598861673,9.825119142211486e-07,1e-06,1e-06,0.06172839506172839,,,,27,27,9.825119142211486e-07,9.825119142211486e-07,5.9982172666171586e-05,0.00029570488652325144,0.008744704221242397,0.10706977234101245,0.014669552164998968,7,
M7_compact_weather_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.008799802909967928,0.04061982066270044,0.892143861764115,0.04190774220803394,0.04190774220803394,-1.04586936824951,0.6869681549575134,0.008993532852642178,3.295937593966909e-05,1e-06,1e-06,0.058702522499394824,,,,27,27,0.0011562960361735121,0.1106007533265257,0.00339907634586058,0.01639378770437173,0.008799802909967928,0.10747123504681717,0.014659998394107698,7,
M7_compact_weather_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.008814010559224485,0.04076994595892861,0.8936708860759494,0.04246408514130746,0.04246408514130746,-0.760770681224451,0.774185861725204,0.008995102453299014,3.4528976596505737e-05,7.057041036140017e-05,0.000301168707774899,0.05971313832510401,,,,27,27,0.0015918802457014914,0.11344204325528524,0.003805621583560212,0.017677817158530392,0.008814010559224485,0.1074754212314379,0.014675315753626515,7,
M4_inertia_ridge,ge33,33.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.008820581032893314,0.04129403777298574,0.8145469158127386,0.02462050641424214,0.02462050641424214,-1.8549424983411773,0.4095698842376033,0.008942890156053186,-1.7683320649322307e-05,1e-06,1e-06,0.04938271604938271,,,,27,27,1.7683320649322307e-05,1.7683320649322307e-05,0.007982637522162663,0.04938271604938271,0.008820581032893316,0.10861605521140819,0.014477051630520673,7,
M4_inertia_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.00883882231276982,0.04141407545280461,0.8741410488245931,0.03472092327778741,0.03472092327778741,-1.2675076109147938,0.6281933958594351,0.009006905703608474,4.633222690596586e-05,1e-06,1e-06,0.0530511708737971,,,,27,27,0.0010141494003959252,0.11095289025646059,0.00704952023183227,0.033965889084634944,0.008838822312769822,0.1086097468771331,0.014749150090044722,7,
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,1674,15,,15.0,0.008960573476702509,0.008854369799788223,0.04155115512125889,0.8769941731967048,0.035704737614887315,0.035704737614887315,-0.9207268723629912,0.7323243897078342,0.00901103794178761,5.0464465085100704e-05,5.5047136128071655e-05,0.00018116315518208344,0.05358833831139273,,,,27,27,0.0010834128060841395,0.11863190949608177,0.006256249534725189,0.02927897812285967,0.008854369799788223,0.10866687813616407,0.014781134252031078,7,
