source_path,dataset_label,tp,fp,fn,tn,precision,recall,f1,model,split_type,period,threshold,n,bias_pred_minus_obs,mae,rmse,p90_abs_error,station_id,station_name,bias,r2,cv_scheme,n_folds,n_features,wbgt_ge_31_precision,wbgt_ge_31_recall,wbgt_ge_31_f1,wbgt_ge_31_tp,wbgt_ge_31_fp,wbgt_ge_31_fn,wbgt_ge_33_precision,wbgt_ge_33_recall,wbgt_ge_33_f1,wbgt_ge_33_tp,wbgt_ge_33_fp,wbgt_ge_33_fn,dataset,operating_point,available,threshold_c,event_threshold_c,n_pos,n_pred_pos,score_threshold_c,recall_target,mae_delta_m2_minus_m1,mae_delta_m2_minus_m1b,mae_delta_m2_minus_m3,mae_delta_m2_minus_m4
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,268.0,2296.0,,0.0,,M1_global_bias,LOSO,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M1_global_bias,LOSO,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,268.0,703.0,,0.0,,M1_global_bias,LOSO,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M1_global_bias,LOSO,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,205.0,226.0,,0.0,,M1_global_bias,LOSO,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M1_global_bias,LOSO,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M1_global_bias,LOSO,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M1_global_bias,LOSO,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,8.0,13.0,260.0,2283.0,0.3809523809523809,0.0298507462686567,0.0553633217993079,M1b_period_bias,apparent,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M1b_period_bias,apparent,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,8.0,13.0,260.0,690.0,0.3809523809523809,0.0298507462686567,0.0553633217993079,M1b_period_bias,apparent,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M1b_period_bias,apparent,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,8.0,11.0,197.0,215.0,0.4210526315789473,0.0390243902439024,0.0714285714285714,M1b_period_bias,apparent,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M1b_period_bias,apparent,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M1b_period_bias,apparent,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M1b_period_bias,apparent,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,8.0,14.0,260.0,2282.0,0.3636363636363636,0.0298507462686567,0.0551724137931034,M1b_period_bias,LOSO,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M1b_period_bias,LOSO,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,8.0,14.0,260.0,689.0,0.3636363636363636,0.0298507462686567,0.0551724137931034,M1b_period_bias,LOSO,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M1b_period_bias,LOSO,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,8.0,12.0,197.0,214.0,0.4,0.0390243902439024,0.0711111111111111,M1b_period_bias,LOSO,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M1b_period_bias,LOSO,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M1b_period_bias,LOSO,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M1b_period_bias,LOSO,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,13.0,28.0,255.0,2268.0,0.3170731707317073,0.0485074626865671,0.0841423948220064,M2_linear_proxy,apparent,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M2_linear_proxy,apparent,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,13.0,28.0,255.0,675.0,0.3170731707317073,0.0485074626865671,0.0841423948220064,M2_linear_proxy,apparent,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M2_linear_proxy,apparent,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,11.0,23.0,194.0,203.0,0.3235294117647059,0.0536585365853658,0.0920502092050209,M2_linear_proxy,apparent,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M2_linear_proxy,apparent,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M2_linear_proxy,apparent,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M2_linear_proxy,apparent,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,11.0,29.0,257.0,2267.0,0.275,0.0410447761194029,0.0714285714285714,M2_linear_proxy,LOSO,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M2_linear_proxy,LOSO,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,11.0,29.0,257.0,674.0,0.275,0.0410447761194029,0.0714285714285714,M2_linear_proxy,LOSO,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M2_linear_proxy,LOSO,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,9.0,24.0,196.0,202.0,0.2727272727272727,0.0439024390243902,0.0756302521008403,M2_linear_proxy,LOSO,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M2_linear_proxy,LOSO,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M2_linear_proxy,LOSO,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M2_linear_proxy,LOSO,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,75.0,78.0,193.0,2218.0,0.4901960784313725,0.2798507462686567,0.3562945368171021,M4_inertia_ridge,apparent,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M4_inertia_ridge,apparent,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,75.0,78.0,193.0,625.0,0.4901960784313725,0.2798507462686567,0.3562945368171021,M4_inertia_ridge,apparent,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M4_inertia_ridge,apparent,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,75.0,77.0,130.0,149.0,0.4934210526315789,0.3658536585365853,0.4201680672268907,M4_inertia_ridge,apparent,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M4_inertia_ridge,apparent,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M4_inertia_ridge,apparent,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M4_inertia_ridge,apparent,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,70.0,86.0,198.0,2210.0,0.4487179487179487,0.2611940298507462,0.330188679245283,M4_inertia_ridge,LOSO,overall,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,2554.0,,0.0,,M4_inertia_ridge,LOSO,overall,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,70.0,86.0,198.0,617.0,0.4487179487179487,0.2611940298507462,0.330188679245283,M4_inertia_ridge,LOSO,daytime_09_18,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,961.0,,0.0,,M4_inertia_ridge,LOSO,daytime_09_18,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,70.0,85.0,135.0,141.0,0.4516129032258064,0.3414634146341463,0.3888888888888889,M4_inertia_ridge,LOSO,peak_12_16,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,10.0,421.0,,0.0,,M4_inertia_ridge,LOSO,peak_12_16,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M4_inertia_ridge,LOSO,night_00_07_20_23,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_event_detection_metrics.csv,v09_beta_calibration,0.0,0.0,0.0,1161.0,,,,M4_inertia_ridge,LOSO,night_00_07_20_23,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-0.5732580125454311,0.8055396360808731,1.2061010806256964,2.2352604622360355,S124,Upper Changi Road North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.2209573463522176,1.4753645831965152,1.935332734506905,3.5502201482478197,S125,Woodlands Street 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.2650887979306755,1.5028916885007564,2.269899759445119,4.289732560462052,S126,Old Chua Chu Kang Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.668232071343258,1.668232071343258,2.345948715397981,4.254516343727143,S127,Stadium Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.4438282235181563,1.5438674520686295,2.438780249142495,4.474180050193691,S128,Bishan Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.3943106441243782,1.3967929640557288,2.057382465561601,3.577947451588685,S129,Bedok North Street 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.4713494966368907,1.4740024794072548,1.9767166600092108,3.532240223528439,S130,West Coast Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.3345435586932055,1.3345435586932055,1.8263527019894288,3.418611833453196,S132,Jurong West Street 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-0.91784993422122,1.497486532785663,2.1223453259674243,3.7775376645012497,S135,Mandai Wildlife Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.673201243954935,1.6753554917727247,2.143533310713692,3.5963558236477167,S137,Sakra Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-0.6328184564845749,1.4449284348926297,1.770879997434121,2.925252848357941,S139,Tuas Terminal Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-0.7008782716148867,1.0301380626918364,1.4645297517754463,2.5308163289489847,S140,Choa Chu Kang Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.224880855097104,1.312879540030106,2.0516681445897884,3.9704292872315374,S141,Yio Chu Kang Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,94.0,-1.91638857829481,1.917839281757014,2.848726190409379,5.213051889320602,S142,Sentosa Palawan Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.2558568799169645,1.2923232521522128,1.778893759226622,3.151857746637988,S143,Punggol North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.417705755553784,1.417705755553784,2.0337222320081847,3.444386389181165,S144,Upper Pickering Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-0.9999551973791144,1.0727559243006457,1.6249981312353785,3.1758654858883832,S145,MacRitchie Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-0.6256687663265766,1.198310294609663,1.5592566545479576,2.734968907601401,S146,Jalan Bahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,,,95.0,-1.301916281869574,1.3979353037443802,2.215407670805725,4.336111340733941,S147,Marina Barrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
