row_uid,validation_method,cv_scheme,fold,station_id,timestamp,date,hour_sgt,official_wbgt_c,wbgt_a_c,wbgt_a_model_id,m4_score,m7_score,wbgt_proxy_v09_c,ge31,ge33,exceedance_ge31_c,exceedance_ge33_c,source_path,row_id,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,shortwave_3h_mean,cloud_cover,precipitation,direct_radiation,diffuse_radiation,has_weather_match,weather_source_base,weather_source_relative_path,shortwave_bin,shortwave_3h_mean_bin,humidity_bin,wind_bin,temperature_bin,cloud_cover_bin,direct_radiation_bin,diffuse_radiation_bin,combined_radiation_hot_regime,hour_sin,hour_cos,radiation_hot_flag,shortwave_very_high_flag,shortwave_3h_very_high_flag
loso|S187|2026-05-08 01:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-08 01:00:00+08:00,2026-05-08,1,25.5,25.901743861303377,M4_inertia_ridge,25.901743861303377,25.72531452159768,25.862184602934526,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1635,26.5,93.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,mid,high,low,low,other,0.25881904510252074,0.9659258262890683,False,False,False
loso|S187|2026-05-08 02:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-08 02:00:00+08:00,2026-05-08,2,25.4,25.775765736776865,M4_inertia_ridge,25.775765736776865,25.561533508472003,25.665805198355127,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1636,26.4,92.0,2.8,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,mid,high,low,low,other,0.49999999999999994,0.8660254037844387,False,False,False
loso|S187|2026-05-09 16:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 16:00:00+08:00,2026-05-09,16,29.9,29.96036495814773,M4_inertia_ridge,29.96036495814773,29.50018325358777,26.38824830185903,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1637,28.2,80.0,6.8,434.0,434.0,99.0,0.0,156.0,278.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,mid,very_high,high,mid,very_high,very_high,radiation_hot,-0.8660254037844385,-0.5000000000000004,True,True,True
loso|S187|2026-05-09 17:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 17:00:00+08:00,2026-05-09,17,30.6,28.84294450994888,M4_inertia_ridge,28.84294450994888,28.92648000175989,26.372856789674167,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1638,28.1,81.0,4.8,317.0,354.5375,70.0,0.0,168.0,149.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,mid,high,high,low,very_high,very_high,radiation_hot,-0.9659258262890683,-0.25881904510252063,True,False,False
loso|S187|2026-05-09 18:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 18:00:00+08:00,2026-05-09,18,29.5,28.820708601446817,M4_inertia_ridge,28.820708601446817,28.3345925132034,26.486538638724564,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1639,28.2,81.0,2.1,244.0,309.74900793650795,3.0,0.0,132.0,112.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,mid,low,high,low,high,high,radiation_hot,-1.0,-1.8369701987210297e-16,True,False,False
loso|S187|2026-05-09 19:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 19:00:00+08:00,2026-05-09,19,27.1,26.73938314378832,M4_inertia_ridge,26.73938314378832,27.45030892698131,26.513166928109243,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1640,27.6,88.0,1.6,80.0,247.6583333333333,100.0,0.0,47.0,33.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,mid,low,high,high,high,high,radiation_hot,-0.9659258262890684,0.2588190451025203,True,False,False
loso|S187|2026-05-09 20:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 20:00:00+08:00,2026-05-09,20,26.2,26.35234939229461,M4_inertia_ridge,26.35234939229461,26.634426293977075,26.73789522615648,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1641,28.5,82.0,0.9,0.0,147.625,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,mid,low,high,high,low,low,radiation_hot,-0.8660254037844386,0.5000000000000001,True,False,False
loso|S187|2026-05-09 21:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 21:00:00+08:00,2026-05-09,21,26.0,26.496775227106312,M4_inertia_ridge,26.496775227106312,26.537813725422264,26.55328619947945,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1642,28.0,85.0,2.0,0.0,57.16666666666666,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,mid,low,high,high,low,low,radiation_hot,-0.7071067811865477,0.7071067811865474,True,False,False
loso|S187|2026-05-09 22:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 22:00:00+08:00,2026-05-09,22,25.8,26.306615056711827,M4_inertia_ridge,26.306615056711827,26.206374863870263,26.262175952530107,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1643,27.5,87.0,1.4,0.0,10.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,mid,mid,low,high,high,low,low,hot_not_highradiation,-0.5000000000000004,0.8660254037844384,False,False,False
loso|S187|2026-05-09 23:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-09 23:00:00+08:00,2026-05-09,23,25.7,26.147602270190635,M4_inertia_ridge,26.147602270190635,26.079973130738185,26.06430546005364,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1644,26.9,91.0,2.9,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,mid,high,low,low,other,-0.25881904510252157,0.9659258262890681,False,False,False
loso|S187|2026-05-10 00:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 00:00:00+08:00,2026-05-10,0,25.7,25.895448970006584,M4_inertia_ridge,25.895448970006584,25.79435759931533,25.75685270617971,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1645,26.2,95.0,2.5,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,low,mid,high,low,low,other,0.0,1.0,False,False,False
loso|S187|2026-05-10 01:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 01:00:00+08:00,2026-05-10,1,25.6,25.91915890158408,M4_inertia_ridge,25.91915890158408,25.81732297244112,25.85959592137174,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1646,26.4,94.0,4.1,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,mid,high,low,low,other,0.25881904510252074,0.9659258262890683,False,False,False
loso|S187|2026-05-10 02:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 02:00:00+08:00,2026-05-10,2,25.6,25.70515333861002,M4_inertia_ridge,25.70515333861002,25.56366942608029,25.258130095045622,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1647,25.7,95.0,5.5,0.0,0.0,98.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,low,mid,low,low,other,0.49999999999999994,0.8660254037844387,False,False,False
loso|S187|2026-05-10 03:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 03:00:00+08:00,2026-05-10,3,25.6,25.74416874901069,M4_inertia_ridge,25.74416874901069,25.805090665182107,25.253811932816213,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1648,25.6,96.0,7.7,0.0,0.0,96.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,very_high,low,low,low,low,other,0.7071067811865476,0.7071067811865476,False,False,False
loso|S187|2026-05-10 04:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 04:00:00+08:00,2026-05-10,4,25.7,25.81920431308273,M4_inertia_ridge,25.81920431308273,25.904604145703885,25.268713814858508,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1649,26.0,92.0,7.9,0.0,0.0,99.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,very_high,mid,mid,low,low,other,0.8660254037844386,0.5000000000000001,False,False,False
loso|S187|2026-05-10 05:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 05:00:00+08:00,2026-05-10,5,25.6,25.901128050348834,M4_inertia_ridge,25.901128050348834,25.96755511853121,25.17229895587685,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1650,26.0,91.0,6.0,0.0,0.0,99.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,mid,mid,low,low,other,0.9659258262890683,0.25881904510252074,False,False,False
loso|S187|2026-05-10 06:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 06:00:00+08:00,2026-05-10,6,25.4,25.9597952565727,M4_inertia_ridge,25.9597952565727,26.12544161669309,25.066729133081665,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1651,25.7,93.0,3.4,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,low,high,low,low,other,1.0,6.123233995736766e-17,False,False,False
loso|S187|2026-05-10 07:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 07:00:00+08:00,2026-05-10,7,25.7,26.036086479753497,M4_inertia_ridge,26.036086479753497,26.374580272497564,24.86370435804149,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1652,25.4,94.0,3.1,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,low,high,low,low,other,0.9659258262890683,-0.25881904510252063,False,False,False
loso|S187|2026-05-10 08:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 08:00:00+08:00,2026-05-10,8,26.9,27.4991923022448,M4_inertia_ridge,27.4991923022448,27.877786384254748,25.86702858003029,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1653,26.0,98.0,5.7,59.0,12.291666666666668,100.0,0.0,26.0,33.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,mid,very_high,high,mid,high,high,high,highradiation_not_hot,0.8660254037844387,-0.4999999999999998,False,False,False
loso|S187|2026-05-10 09:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 09:00:00+08:00,2026-05-10,9,29.8,28.968395983800683,M4_inertia_ridge,28.968395983800683,28.780933937299007,26.136447310179463,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1654,27.2,88.0,6.3,201.0,61.54166666666666,87.0,0.1,82.0,119.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,mid,very_high,high,low,high,high,radiation_hot,0.7071067811865476,-0.7071067811865475,True,False,False
loso|S187|2026-05-10 10:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 10:00:00+08:00,2026-05-10,10,29.9,30.31367116557673,M4_inertia_ridge,30.31367116557673,30.460877293388183,27.02985526030236,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1655,28.5,82.0,1.7,453.0,181.04166666666663,45.0,0.0,308.0,145.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,high,mid,low,high,low,very_high,very_high,radiation_hot,0.49999999999999994,-0.8660254037844387,True,True,False
loso|S187|2026-05-10 11:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 11:00:00+08:00,2026-05-10,11,31.7,31.091827904100093,M4_inertia_ridge,31.091827904100093,31.51615222243208,27.77199308145845,True,False,0.6999999999999993,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1656,29.9,76.0,3.6,660.0,362.875,58.0,0.0,526.0,134.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,high,low,mid,very_high,low,very_high,high,radiation_hot,0.258819045102521,-0.9659258262890682,True,True,False
loso|S187|2026-05-10 12:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 12:00:00+08:00,2026-05-10,12,31.7,31.03101260990356,M4_inertia_ridge,31.03101260990356,31.41788336008455,27.74642062403764,True,False,0.6999999999999993,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1657,30.8,68.0,5.6,782.0,559.0416666666667,77.0,0.0,633.0,149.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,high,very_high,low,very_high,very_high,radiation_hot,1.2246467991473532e-16,-1.0,True,True,True
loso|S187|2026-05-10 13:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 13:00:00+08:00,2026-05-10,13,31.9,31.13859942517136,M4_inertia_ridge,31.13859942517136,31.236401993676274,27.704321389430497,True,False,0.8999999999999986,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1658,31.5,62.0,8.0,887.0,722.0833333333334,40.0,0.0,743.0,144.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,-0.2588190451025208,-0.9659258262890683,True,True,True
loso|S187|2026-05-10 14:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 14:00:00+08:00,2026-05-10,14,30.4,30.489234553740964,M4_inertia_ridge,30.489234553740964,30.31123495881599,27.30723931773209,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1659,31.5,59.0,9.6,823.0,810.2916666666666,38.0,0.0,622.0,201.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,-0.4999999999999997,-0.8660254037844388,True,True,True
loso|S187|2026-05-10 15:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 15:00:00+08:00,2026-05-10,15,30.8,29.983005418746483,M4_inertia_ridge,29.983005418746483,29.964831095715013,27.214432009716536,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1660,31.4,59.0,9.0,797.0,833.7916666666666,29.0,0.0,636.0,161.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,-0.7071067811865471,-0.7071067811865479,True,True,True
loso|S187|2026-05-10 16:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 16:00:00+08:00,2026-05-10,16,29.8,29.015925469857688,M4_inertia_ridge,29.015925469857688,29.23652932700937,27.229724188855112,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1661,31.3,60.0,6.9,669.0,790.25,53.0,0.0,537.0,132.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,high,radiation_hot,-0.8660254037844385,-0.5000000000000004,True,True,True
loso|S187|2026-05-10 17:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 17:00:00+08:00,2026-05-10,17,28.2,27.95269267035082,M4_inertia_ridge,27.95269267035082,28.49422361252984,27.270842653640152,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1662,31.1,62.0,4.2,511.0,698.0,80.0,0.0,409.0,102.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,mid,very_high,low,very_high,high,radiation_hot,-0.9659258262890683,-0.25881904510252063,True,True,True
loso|S187|2026-05-10 18:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 18:00:00+08:00,2026-05-10,18,27.1,27.051070954228923,M4_inertia_ridge,27.051070954228923,27.13286046473529,27.305219135718147,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1663,31.2,62.0,2.0,265.0,570.3333333333334,98.0,0.0,162.0,103.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,very_high,low,low,very_high,mid,very_high,high,radiation_hot,-1.0,-1.8369701987210297e-16,True,False,True
loso|S187|2026-05-10 19:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 19:00:00+08:00,2026-05-10,19,26.6,26.313897550434444,M4_inertia_ridge,26.313897550434444,26.378408835953955,26.40854284623052,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1664,29.1,73.0,5.6,75.0,441.0833333333333,91.0,0.0,38.0,37.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,very_high,low,high,very_high,low,high,high,radiation_hot,-0.9659258262890684,0.2588190451025203,True,False,True
loso|S187|2026-05-10 20:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 20:00:00+08:00,2026-05-10,20,26.7,26.03735756408401,M4_inertia_ridge,26.03735756408401,26.23170056127276,26.256566609505896,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1665,27.8,84.0,5.0,0.0,304.8333333333333,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,mid,high,high,high,low,low,radiation_hot,-0.8660254037844386,0.5000000000000001,True,False,False
loso|S187|2026-05-10 21:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 21:00:00+08:00,2026-05-10,21,26.6,26.10220987877738,M4_inertia_ridge,26.10220987877738,26.35279173318861,25.86736448305041,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1666,26.8,90.0,7.0,0.0,142.625,98.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,high,very_high,mid,mid,low,low,highradiation_not_hot,-0.7071067811865477,0.7071067811865474,False,False,False
loso|S187|2026-05-10 22:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 22:00:00+08:00,2026-05-10,22,26.5,26.04464510944683,M4_inertia_ridge,26.04464510944683,26.196880589363435,25.464456934294795,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1667,26.1,93.0,7.7,0.0,27.5,95.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,mid,high,very_high,mid,low,low,low,other,-0.5000000000000004,0.8660254037844384,False,False,False
loso|S187|2026-05-10 23:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-10 23:00:00+08:00,2026-05-10,23,26.3,25.860280058744248,M4_inertia_ridge,25.860280058744248,25.79495745076709,25.36502499647249,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1668,26.0,93.0,4.6,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,mid,high,low,low,other,-0.25881904510252157,0.9659258262890681,False,False,False
loso|S187|2026-05-11 00:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-11 00:00:00+08:00,2026-05-11,0,26.0,25.671278947921834,M4_inertia_ridge,25.671278947921834,25.54281584043041,25.26206108090875,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1669,25.8,94.0,4.0,0.0,0.0,99.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,low,mid,low,low,other,0.0,1.0,False,False,False
loso|S187|2026-05-11 01:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-11 01:00:00+08:00,2026-05-11,1,25.9,25.63040537947996,M4_inertia_ridge,25.63040537947996,25.505663778590325,25.158385549015755,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1670,25.6,95.0,5.5,0.0,0.0,98.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,low,mid,low,low,other,0.25881904510252074,0.9659258262890683,False,False,False
loso|S187|2026-05-11 02:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-11 02:00:00+08:00,2026-05-11,2,25.5,25.442097425951363,M4_inertia_ridge,25.442097425951363,25.27355392087928,24.86370435804149,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1671,25.55,94.75,4.775,0.0,0.0,99.25,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,low,mid,low,low,other,0.49999999999999994,0.8660254037844387,False,False,False
loso|S187|2026-05-11 03:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-11 03:00:00+08:00,2026-05-11,3,25.2,25.67506754793847,M4_inertia_ridge,25.67506754793847,25.703546523162643,25.253811932816213,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1672,25.6,96.0,5.65,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,high,low,high,low,low,other,0.7071067811865476,0.7071067811865476,False,False,False
loso|S187|2026-05-11 04:00:00+08:00,station_grouped_loso,loso,S187,S187,2026-05-11 04:00:00+08:00,2026-05-11,4,25.1,25.6980478710512,M4_inertia_ridge,25.6980478710512,25.74526956222103,24.94896827197629,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1673,25.2,97.0,5.7,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,high,low,high,low,low,other,0.8660254037844386,0.5000000000000001,False,False,False
time_block|S124|2026-05-07 02:00:00+08:00,blocked_time,time_block,time_block_01,S124,2026-05-07 02:00:00+08:00,2026-05-07,2,25.5,25.743896542985933,M4_inertia_ridge,25.743896542985933,25.600226567836906,25.4696345351283,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,0,26.3,91.0,2.6,0.0,0.0,100.0,0.4,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,mid,low,high,low,mid,high,mid,mid,other,0.49999999999999994,0.8660254037844387,False,False,False
time_block|S124|2026-05-07 03:00:00+08:00,blocked_time,time_block,time_block_01,S124,2026-05-07 03:00:00+08:00,2026-05-07,3,25.3,25.76432345900733,M4_inertia_ridge,25.76432345900733,25.5576912605652,25.464456934294795,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1,26.1,93.0,1.2,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,mid,low,high,low,mid,high,mid,mid,other,0.7071067811865476,0.7071067811865476,False,False,False
time_block|S124|2026-05-07 04:00:00+08:00,blocked_time,time_block,time_block_01,S124,2026-05-07 04:00:00+08:00,2026-05-07,4,25.2,25.85849819214297,M4_inertia_ridge,25.85849819214297,25.67953530466896,25.464456934294795,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,2,26.1,93.0,0.5,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,mid,low,high,low,mid,high,mid,mid,other,0.8660254037844386,0.5000000000000001,False,False,False
time_block|S124|2026-05-07 05:00:00+08:00,blocked_time,time_block,time_block_01,S124,2026-05-07 05:00:00+08:00,2026-05-07,5,25.1,26.029021974542573,M4_inertia_ridge,26.029021974542573,25.9311693039146,25.36502499647249,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,3,26.0,93.0,0.8,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,mid,low,high,low,mid,high,mid,mid,other,0.9659258262890683,0.25881904510252074,False,False,False
time_block|S124|2026-05-07 06:00:00+08:00,blocked_time,time_block,time_block_01,S124,2026-05-07 06:00:00+08:00,2026-05-07,6,24.9,26.2853066248816,M4_inertia_ridge,26.2853066248816,26.315502228551903,25.457619163243248,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,4,25.9,95.0,1.3,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,mid,low,very_high,low,mid,high,mid,mid,other,1.0,6.123233995736766e-17,False,False,False
