dataset,model,event_threshold_c,threshold_c,precision,recall,f1,tp,fp,fn,tn,n_pos,n_pred_pos
all_stations,M3_weather_ridge,31.0,29.45,0.34976402726796013,0.7035864978902954,0.4672504378283713,2001,3720,843,33825,2844,5721
all_stations,M3_weather_ridge,31.0,29.5,0.3543234808151276,0.6786216596343179,0.4655650705584369,1930,3517,914,34028,2844,5447
all_stations,M3_weather_ridge,31.0,29.55,0.3610733035193467,0.6529535864978903,0.46500563415550267,1857,3286,987,34259,2844,5143
all_stations,M3_weather_ridge,31.0,29.6,0.3686475409836066,0.6325597749648383,0.465820818228897,1799,3081,1045,34464,2844,4880
all_stations,M3_weather_ridge,31.0,29.65,0.375,0.6160337552742616,0.466205428419372,1752,2920,1092,34625,2844,4672
all_stations,M3_weather_ridge,31.0,29.7,0.3811337665247591,0.5981012658227848,0.4655809497741891,1701,2762,1143,34783,2844,4463
all_stations,M3_weather_ridge,31.0,29.75,0.39092413141101395,0.5815752461322081,0.4675618374558304,1654,2577,1190,34968,2844,4231
all_stations,M3_weather_ridge,31.0,29.8,0.40282329216032264,0.5618846694796061,0.46924093378358533,1598,2369,1246,35176,2844,3967
all_stations,M3_weather_ridge,31.0,29.85,0.41988049972840846,0.5436005625879043,0.4737971192154459,1546,2136,1298,35409,2844,3682
all_stations,M3_weather_ridge,31.0,29.9,0.4352906806894537,0.5239099859353024,0.4755066219881921,1490,1933,1354,35612,2844,3423
all_stations,M3_weather_ridge,31.0,29.95,0.4513692162417375,0.5042194092827004,0.4763328350772296,1434,1743,1410,35802,2844,3177
all_stations,M3_weather_ridge,31.0,30.0,0.4628297362110312,0.4750351617440225,0.4688530279368385,1351,1568,1493,35977,2844,2919
all_stations,M3_weather_ridge,31.0,30.05,0.47314674735249623,0.439873417721519,0.4559037900874635,1251,1393,1593,36152,2844,2644
all_stations,M3_weather_ridge,31.0,30.1,0.47593582887700536,0.4068213783403657,0.43867298578199054,1157,1274,1687,36271,2844,2431
all_stations,M3_weather_ridge,31.0,30.15,0.4854063762909744,0.380098452883263,0.426345888384934,1081,1146,1763,36399,2844,2227
all_stations,M3_weather_ridge,31.0,30.2,0.49410609037328096,0.35372714486638535,0.4122950819672131,1006,1030,1838,36515,2844,2036
all_stations,M3_weather_ridge,31.0,30.25,0.5051602390005432,0.3270042194092827,0.3970117395944504,930,911,1914,36634,2844,1841
all_stations,M3_weather_ridge,31.0,30.3,0.5122534369396294,0.30133614627285515,0.3794553907460704,857,816,1987,36729,2844,1673
all_stations,M3_weather_ridge,31.0,30.35,0.5112285336856011,0.2721518987341772,0.3552088113813676,774,740,2070,36805,2844,1514
all_stations,M3_weather_ridge,31.0,30.4,0.523598820058997,0.24964838255977498,0.3380952380952381,710,646,2134,36899,2844,1356
all_stations,M3_weather_ridge,31.0,30.45,0.532608695652174,0.2239803094233474,0.31534653465346535,637,559,2207,36986,2844,1196
all_stations,M3_weather_ridge,31.0,30.5,0.5436241610738255,0.19936708860759494,0.2917417031129406,567,476,2277,37069,2844,1043
all_stations,M3_weather_ridge,31.0,30.55,0.5561613958560524,0.17932489451476794,0.2712044668971018,510,407,2334,37138,2844,917
all_stations,M3_weather_ridge,31.0,30.6,0.5758323057953144,0.16420534458509142,0.2555403556771546,467,344,2377,37201,2844,811
all_stations,M3_weather_ridge,31.0,30.65,0.5876577840112202,0.14732770745428972,0.23559179083497328,419,294,2425,37251,2844,713
all_stations,M3_weather_ridge,31.0,30.7,0.6042345276872965,0.13045007032348804,0.21457489878542507,371,243,2473,37302,2844,614
all_stations,M3_weather_ridge,31.0,30.75,0.6090225563909775,0.11392405063291139,0.19194312796208532,324,208,2520,37337,2844,532
all_stations,M3_weather_ridge,31.0,30.8,0.6274509803921569,0.10126582278481013,0.17438692098092642,288,171,2556,37374,2844,459
all_stations,M3_weather_ridge,31.0,30.85,0.649746192893401,0.090014064697609,0.15812229771463868,256,138,2588,37407,2844,394
all_stations,M3_weather_ridge,31.0,30.9,0.6676829268292683,0.0770042194092827,0.13808322824716268,219,109,2625,37436,2844,328
all_stations,M3_weather_ridge,31.0,30.95,0.6789667896678967,0.06469760900140648,0.11813804173354735,184,87,2660,37458,2844,271
all_stations,M3_weather_ridge,31.0,31.0,0.6862745098039216,0.04922644163150492,0.09186351706036745,140,64,2704,37481,2844,204
all_stations,M3_weather_ridge,31.0,31.05,0.6666666666666666,0.03727144866385373,0.07059607059607059,106,53,2738,37492,2844,159
all_stations,M3_weather_ridge,31.0,31.1,0.6535433070866141,0.029184247538677918,0.0558734432850892,83,44,2761,37501,2844,127
all_stations,M3_weather_ridge,31.0,31.15,0.6826923076923077,0.024964838255977496,0.04816824966078697,71,33,2773,37512,2844,104
all_stations,M3_weather_ridge,31.0,31.2,0.6944444444444444,0.017580872011251757,0.034293552812071325,50,22,2794,37523,2844,72
all_stations,M3_weather_ridge,31.0,31.25,0.6363636363636364,0.009845288326300985,0.019390581717451526,28,16,2816,37529,2844,44
all_stations,M3_weather_ridge,31.0,31.3,0.6428571428571429,0.006329113924050633,0.012534818941504178,18,10,2826,37535,2844,28
all_stations,M3_weather_ridge,31.0,31.35,0.6111111111111112,0.003867791842475387,0.007686932215234101,11,7,2833,37538,2844,18
all_stations,M3_weather_ridge,31.0,31.4,0.6666666666666666,0.002109704641350211,0.004206098843322818,6,3,2838,37542,2844,9
all_stations,M3_weather_ridge,31.0,31.45,0.5,0.0007032348804500703,0.0014044943820224719,2,2,2842,37543,2844,4
all_stations,M3_weather_ridge,31.0,31.5,1.0,0.00035161744022503517,0.00070298769771529,1,0,2843,37545,2844,1
all_stations,M3_weather_ridge,31.0,31.55,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.6,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.65,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.7,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.75,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.8,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.85,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.9,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,31.95,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.0,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.05,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.1,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.15,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.2,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.25,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.3,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.35,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.4,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.45,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.5,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.55,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.6,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.65,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.7,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.75,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.8,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.85,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.9,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,32.95,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.0,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.05,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.1,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.15,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.2,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.25,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.3,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.35,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.4,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.45,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.5,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.55,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.6,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.65,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.7,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.75,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.8,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.85,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.9,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,33.95,,0.0,,0,0,2844,37545,2844,0
all_stations,M3_weather_ridge,31.0,34.0,,0.0,,0,0,2844,37545,2844,0
all_stations,M4_inertia_ridge,31.0,27.0,0.17665120942473994,0.9912095639943741,0.2998617168386342,2819,13139,25,24406,2844,15958
all_stations,M4_inertia_ridge,31.0,27.05,0.1792326779919832,0.990506329113924,0.3035396799741393,2817,12900,27,24645,2844,15717
all_stations,M4_inertia_ridge,31.0,27.1,0.18195362093535433,0.9876933895921237,0.30729679466141563,2809,12629,35,24916,2844,15438
all_stations,M4_inertia_ridge,31.0,27.15,0.18396009713198136,0.9855836849507735,0.31004922294120896,2803,12434,41,25111,2844,15237
all_stations,M4_inertia_ridge,31.0,27.2,0.1863515312916112,0.9841772151898734,0.3133676668159427,2799,12221,45,25324,2844,15020
all_stations,M4_inertia_ridge,31.0,27.25,0.18867414515475064,0.9817158931082982,0.3165174016551412,2792,12006,52,25539,2844,14798
all_stations,M4_inertia_ridge,31.0,27.3,0.19059676977826445,0.979254571026723,0.3190879926672778,2785,11827,59,25718,2844,14612
all_stations,M4_inertia_ridge,31.0,27.35,0.193144684697212,0.9767932489451476,0.32251697916061994,2778,11605,66,25940,2844,14383
all_stations,M4_inertia_ridge,31.0,27.4,0.19586391869000563,0.9757383966244726,0.3262403009640254,2775,11393,69,26152,2844,14168
all_stations,M4_inertia_ridge,31.0,27.45,0.19922352433676038,0.9743319268635724,0.3308064227302573,2771,11138,73,26407,2844,13909
all_stations,M4_inertia_ridge,31.0,27.5,0.2023696335844365,0.9729254571026723,0.3350487376642248,2767,10906,77,26639,2844,13673
all_stations,M4_inertia_ridge,31.0,27.55,0.20537842669845055,0.9694092827004219,0.3389476272436685,2757,10667,87,26878,2844,13424
all_stations,M4_inertia_ridge,31.0,27.6,0.2085638499431603,0.9676511954992968,0.34316353887399464,2752,10443,92,27102,2844,13195
all_stations,M4_inertia_ridge,31.0,27.65,0.2124777459555693,0.9651898734177216,0.34828395609972723,2745,10174,99,27371,2844,12919
all_stations,M4_inertia_ridge,31.0,27.7,0.21602650051265873,0.9630801687763713,0.3528957031501643,2739,9940,105,27605,2844,12679
all_stations,M4_inertia_ridge,31.0,27.75,0.2194025056215869,0.960618846694796,0.3572175732217573,2732,9720,112,27825,2844,12452
all_stations,M4_inertia_ridge,31.0,27.8,0.22249468693804153,0.9571026722925458,0.3610558429499934,2722,9512,122,28033,2844,12234
all_stations,M4_inertia_ridge,31.0,27.85,0.22637417632830095,0.9542897327707455,0.36594080765859904,2714,9275,130,28270,2844,11989
all_stations,M4_inertia_ridge,31.0,27.9,0.22912604899550734,0.95042194092827,0.36923707397035727,2703,9094,141,28451,2844,11797
all_stations,M4_inertia_ridge,31.0,27.95,0.2327310452148353,0.9465541490857946,0.3736034973284297,2692,8875,152,28670,2844,11567
all_stations,M4_inertia_ridge,31.0,28.0,0.2357766604921937,0.939873417721519,0.3769832874973556,2673,8664,171,28881,2844,11337
all_stations,M4_inertia_ridge,31.0,28.05,0.23842364532019705,0.9360056258790436,0.3800414019558855,2662,8503,182,29042,2844,11165
all_stations,M4_inertia_ridge,31.0,28.1,0.24082151944747365,0.9317862165963432,0.3827267475447718,2650,8354,194,29191,2844,11004
all_stations,M4_inertia_ridge,31.0,28.15,0.24451439681510972,0.9286216596343179,0.38710150238182484,2641,8160,203,29385,2844,10801
all_stations,M4_inertia_ridge,31.0,28.2,0.24846712574285446,0.9261603375527426,0.3918185198958721,2634,7967,210,29578,2844,10601
all_stations,M4_inertia_ridge,31.0,28.25,0.2531376713651284,0.9219409282700421,0.3972125435540069,2622,7736,222,29809,2844,10358
all_stations,M4_inertia_ridge,31.0,28.3,0.2569006309148265,0.9163150492264416,0.4012935016938713,2606,7538,238,30007,2844,10144
all_stations,M4_inertia_ridge,31.0,28.35,0.2616238023197176,0.9120956399437412,0.40661493847480207,2594,7321,250,30224,2844,9915
all_stations,M4_inertia_ridge,31.0,28.4,0.26666666666666666,0.9071729957805907,0.41217349628564587,2580,7095,264,30450,2844,9675
all_stations,M4_inertia_ridge,31.0,28.45,0.2710735060814384,0.9011954992967651,0.4167818521831043,2563,6892,281,30653,2844,9455
all_stations,M4_inertia_ridge,31.0,28.5,0.27519548218940054,0.8909985935302391,0.4205111184865583,2534,6674,310,30871,2844,9208
all_stations,M4_inertia_ridge,31.0,28.55,0.27987070887204635,0.8829113924050633,0.42501692620176024,2511,6461,333,31084,2844,8972
all_stations,M4_inertia_ridge,31.0,28.6,0.2835310218978102,0.8741209563994374,0.4281777471581123,2486,6282,358,31263,2844,8768
all_stations,M4_inertia_ridge,31.0,28.65,0.28694437979986037,0.8670886075949367,0.43119426473159644,2466,6128,378,31417,2844,8594
all_stations,M4_inertia_ridge,31.0,28.7,0.2889073831886815,0.8544303797468354,0.4318080852954243,2430,5981,414,31564,2844,8411
all_stations,M4_inertia_ridge,31.0,28.75,0.29237700925474913,0.8442334739803095,0.4343342981186686,2401,5811,443,31734,2844,8212
all_stations,M4_inertia_ridge,31.0,28.8,0.2958447374968898,0.8361462728551337,0.43705201249770265,2378,5660,466,31885,2844,8038
all_stations,M4_inertia_ridge,31.0,28.85,0.3017638036809816,0.830168776371308,0.44263217097862767,2361,5463,483,32082,2844,7824
all_stations,M4_inertia_ridge,31.0,28.9,0.30717928599450767,0.8259493670886076,0.44781241063768945,2349,5298,495,32247,2844,7647
all_stations,M4_inertia_ridge,31.0,28.95,0.3111855324849297,0.8168073136427567,0.45067416820254147,2323,5142,521,32403,2844,7465
all_stations,M4_inertia_ridge,31.0,29.0,0.3158039647577093,0.8066104078762306,0.4538979026513652,2294,4970,550,32575,2844,7264
all_stations,M4_inertia_ridge,31.0,29.05,0.31907613344739094,0.7869198312236287,0.4540474741326842,2238,4776,606,32769,2844,7014
all_stations,M4_inertia_ridge,31.0,29.1,0.323819332058261,0.7739099859353024,0.45659163987138257,2201,4596,643,32949,2844,6797
all_stations,M4_inertia_ridge,31.0,29.15,0.32864488808227466,0.7640646976090014,0.4596023688663282,2173,4439,671,33106,2844,6612
all_stations,M4_inertia_ridge,31.0,29.2,0.3319425127491887,0.7552742616033755,0.46119162640901773,2148,4323,696,33222,2844,6471
all_stations,M4_inertia_ridge,31.0,29.25,0.33601768514132324,0.7482419127988749,0.463768115942029,2128,4205,716,33340,2844,6333
all_stations,M4_inertia_ridge,31.0,29.3,0.34130188984009047,0.7429676511954993,0.46773657996679585,2113,4078,731,33467,2844,6191
all_stations,M4_inertia_ridge,31.0,29.35,0.3461347459029962,0.7352320675105485,0.47068092290377045,2091,3950,753,33595,2844,6041
all_stations,M4_inertia_ridge,31.0,29.4,0.3524910729467778,0.7289029535864979,0.4751862464183382,2073,3808,771,33737,2844,5881
all_stations,M4_inertia_ridge,31.0,29.45,0.35554780181437545,0.7165963431786216,0.4752798507462686,2038,3694,806,33851,2844,5732
all_stations,M4_inertia_ridge,31.0,29.5,0.35919177340790187,0.700070323488045,0.47478240133540006,1991,3552,853,33993,2844,5543
all_stations,M4_inertia_ridge,31.0,29.55,0.36583066188949653,0.6821378340365682,0.4762489259850252,1940,3363,904,34182,2844,5303
all_stations,M4_inertia_ridge,31.0,29.6,0.3706472555577415,0.6624472573839663,0.4753374542702157,1884,3199,960,34346,2844,5083
all_stations,M4_inertia_ridge,31.0,29.65,0.379062114356232,0.6480309423347398,0.47832857513625743,1843,3019,1001,34526,2844,4862
all_stations,M4_inertia_ridge,31.0,29.7,0.3909937215847586,0.6350210970464135,0.48398767251775426,1806,2813,1038,34732,2844,4619
all_stations,M4_inertia_ridge,31.0,29.75,0.39977194982896236,0.6163853727144867,0.4849910084382349,1753,2632,1091,34913,2844,4385
all_stations,M4_inertia_ridge,31.0,29.8,0.4113270938324934,0.6026722925457103,0.48894594209099984,1714,2453,1130,35092,2844,4167
all_stations,M4_inertia_ridge,31.0,29.85,0.42270896273917424,0.590365682137834,0.4926643192488263,1679,2293,1165,35252,2844,3972
all_stations,M4_inertia_ridge,31.0,29.9,0.43249733191035217,0.569971870604782,0.49180825242718446,1621,2127,1223,35418,2844,3748
all_stations,M4_inertia_ridge,31.0,29.95,0.44380236925744004,0.540084388185654,0.4872323552735923,1536,1925,1308,35620,2844,3461
all_stations,M4_inertia_ridge,31.0,30.0,0.4551122194513716,0.5133614627285513,0.48248512888301387,1460,1748,1384,35797,2844,3208
all_stations,M4_inertia_ridge,31.0,30.05,0.4635451505016722,0.4873417721518987,0.475145697634556,1386,1604,1458,35941,2844,2990
all_stations,M4_inertia_ridge,31.0,30.1,0.467916366258111,0.45639943741209565,0.46208615165539335,1298,1476,1546,36069,2844,2774
all_stations,M4_inertia_ridge,31.0,30.15,0.47587548638132293,0.430028129395218,0.45179165127447357,1223,1347,1621,36198,2844,2570
all_stations,M4_inertia_ridge,31.0,30.2,0.486646884272997,0.40365682137834036,0.44128387468768016,1148,1211,1696,36334,2844,2359
all_stations,M4_inertia_ridge,31.0,30.25,0.4965197215777262,0.3762306610407876,0.42808561712342463,1070,1085,1774,36460,2844,2155
all_stations,M4_inertia_ridge,31.0,30.3,0.5075604838709677,0.3540787623066104,0.4171499585749793,1007,977,1837,36568,2844,1984
all_stations,M4_inertia_ridge,31.0,30.35,0.5113146551724138,0.33368495077355836,0.40382978723404256,949,907,1895,36638,2844,1856
all_stations,M4_inertia_ridge,31.0,30.4,0.5154761904761904,0.30450070323488043,0.3828470380194518,866,814,1978,36731,2844,1680
all_stations,M4_inertia_ridge,31.0,30.45,0.5147814910025706,0.28164556962025317,0.3640909090909091,801,755,2043,36790,2844,1556
all_stations,M4_inertia_ridge,31.0,30.5,0.51092318534179,0.25492264416315047,0.3401360544217687,725,694,2119,36851,2844,1419
all_stations,M4_inertia_ridge,31.0,30.55,0.5174880763116058,0.2289029535864979,0.3174061433447099,651,607,2193,36938,2844,1258
all_stations,M4_inertia_ridge,31.0,30.6,0.535288725939505,0.20534458509142053,0.2968233799237611,584,507,2260,37038,2844,1091
all_stations,M4_inertia_ridge,31.0,30.65,0.5458333333333333,0.18424753867791843,0.2754994742376446,524,436,2320,37109,2844,960
all_stations,M4_inertia_ridge,31.0,30.7,0.5625,0.16772151898734178,0.2583965330444204,477,371,2367,37174,2844,848
all_stations,M4_inertia_ridge,31.0,30.75,0.5789473684210527,0.15471167369901548,0.24417314095449502,440,320,2404,37225,2844,760
all_stations,M4_inertia_ridge,31.0,30.8,0.5898959881129272,0.13959212376933897,0.2257605914131362,397,276,2447,37269,2844,673
all_stations,M4_inertia_ridge,31.0,30.85,0.6050420168067226,0.12658227848101267,0.20936318697295728,360,235,2484,37310,2844,595
all_stations,M4_inertia_ridge,31.0,30.9,0.6134969325153374,0.10548523206751055,0.18001800180018,300,189,2544,37356,2844,489
all_stations,M4_inertia_ridge,31.0,30.95,0.6395061728395062,0.09106891701828411,0.15943367189904586,259,146,2585,37399,2844,405
all_stations,M4_inertia_ridge,31.0,31.0,0.6467065868263473,0.0759493670886076,0.13593455003146634,216,118,2628,37427,2844,334
all_stations,M4_inertia_ridge,31.0,31.05,0.658273381294964,0.06434599156118144,0.11723254324151185,183,95,2661,37450,2844,278
all_stations,M4_inertia_ridge,31.0,31.1,0.6695278969957081,0.05485232067510549,0.10139746506337342,156,77,2688,37468,2844,233
