group_type,group_key,target_column,n,mean,std,min,p05,p25,median,p75,p95,max
hour_sgt,12,tmrt_max_c,300,61.534430046081546,3.721115598247121,35.49665832519531,60.94367599487305,61.97494888305664,62.27387809753418,62.34410285949707,62.3754768371582,62.65948867797852
hour_sgt,12,pct_pixels_tmrt_ge_40,300,63.48226666666667,26.23274188270269,0.0,5.800000000000001,48.739999999999995,67.46000000000001,83.37,99.68,100.0
hour_sgt,12,pct_pixels_tmrt_ge_45,300,56.14333333333333,24.506260524715714,0.0,5.800000000000001,42.69,57.76,72.68,94.32200000000002,100.0
hour_sgt,12,pct_pixels_tmrt_ge_50,300,56.068533333333335,24.50623240329358,0.0,5.800000000000001,42.44,57.64,72.46,94.32200000000002,100.0
hour_sgt,12,pct_pixels_tmrt_ge_55,300,56.058266666666675,24.512124683863696,0.0,5.800000000000001,42.44,57.64,72.46,94.32200000000002,100.0
hour_sgt,13,delta_tmrt_p90_c,300,-1.7824785868326822,6.066644467697442,-26.154579162597656,-23.40973520278931,-0.9285464286804199,0.0,0.6109681129455566,1.0152912139892578,1.1196842193603516
hour_sgt,13,tmrt_p90_c,300,59.849135144551596,6.067196764549218,35.60452651977539,38.127689361572266,60.66888427734375,61.70624542236328,62.296091079711914,62.583595275878906,62.62380599975586
hour_sgt,13,m_rad_pct01,300,0.5,0.2910915218183975,0.0,0.046979865771812,0.2483221476510067,0.5,0.7516778523489933,0.953020134228188,1.0
hour_sgt,13,tmrt_p75_c,300,57.74039217631022,7.408147717034157,35.53620147705078,36.87926025390625,58.86122131347656,60.27984428405762,61.46486186981201,62.36227035522461,62.618412017822266
hour_sgt,13,tmrt_p95_c,300,60.40800300598144,5.681133984596482,35.604820251464844,41.45500564575195,61.32179546356201,62.02462387084961,62.45498847961426,62.62342071533203,62.62423324584961
hour_sgt,13,tmrt_mean_c,300,50.47271420796712,6.419062053208598,35.59527969360352,37.33927345275879,46.80067729949951,50.95783805847168,54.96928691864014,60.07746124267578,62.16756439208984
hour_sgt,13,tmrt_max_c,300,61.63893778483073,3.7561096440049653,35.63786315917969,60.28890876770019,62.03679847717285,62.451072692871094,62.60244369506836,62.623568534851074,62.62423324584961
hour_sgt,13,pct_pixels_tmrt_ge_40,300,64.6652,26.557983556650488,0.0,5.6000000000000005,49.870000000000005,69.07999999999998,84.49000000000001,99.766,100.0
hour_sgt,13,pct_pixels_tmrt_ge_45,300,57.669200000000004,25.31328712442298,0.0,4.92,43.19,59.74,75.94,95.57600000000001,100.0
hour_sgt,13,pct_pixels_tmrt_ge_50,300,57.61,25.310801718081557,0.0,4.92,43.19,59.66,75.88000000000001,95.57600000000001,100.0
hour_sgt,13,pct_pixels_tmrt_ge_55,300,57.39600000000001,25.43145299305159,0.0,4.52,43.019999999999996,59.54,75.43,95.538,100.0
hour_sgt,15,delta_tmrt_p90_c,300,-1.9591361363728836,6.001959927416358,-24.24179458618164,-22.164993762969964,-1.4880795478820854,0.0,0.7290196418762207,1.1231910705566408,1.2819042205810476
hour_sgt,15,tmrt_p90_c,300,57.7174986521403,6.003604292225185,35.5282096862793,37.42760848999024,58.24467754364014,59.69979667663574,60.3971242904663,60.817142486572266,60.865482330322266
hour_sgt,15,m_rad_pct01,300,0.5,0.29109165119824365,0.0,0.046979865771812,0.2483221476510067,0.5,0.7516778523489933,0.953020134228188,1.0
hour_sgt,15,tmrt_p75_c,300,55.044418004353844,7.261888073120654,35.450408935546875,36.01970233917236,55.77188968658448,57.334360122680664,59.38291549682617,60.55488586425781,60.84369659423828
hour_sgt,15,tmrt_p95_c,300,58.55706288655599,5.207771691392595,35.52853775024414,51.66477584838867,59.22301006317139,60.11284255981445,60.6519832611084,60.863671493530276,60.8657341003418
hour_sgt,15,tmrt_mean_c,300,48.04173988342285,5.763033696441897,35.51653289794922,36.84276580810547,44.7578296661377,48.054073333740234,51.97818279266358,57.5524959564209,60.39198684692383
hour_sgt,15,tmrt_max_c,300,59.75264839172363,3.5856101992806617,35.53129959106445,57.198856353759766,60.12679672241211,60.58684539794922,60.82969284057617,60.864783477783206,60.86590194702149
hour_sgt,15,pct_pixels_tmrt_ge_40,300,58.638400000000004,26.128099510938632,0.0,5.72,44.58,59.760000000000005,77.15,98.0,100.0
hour_sgt,15,pct_pixels_tmrt_ge_45,300,53.174,24.311110883186352,0.0,5.48,40.510000000000005,53.080000000000005,70.87,92.45400000000001,100.0
hour_sgt,15,pct_pixels_tmrt_ge_50,300,53.15266666666666,24.312864306607878,0.0,5.48,40.43,53.02,70.81,92.45400000000001,100.0
hour_sgt,15,pct_pixels_tmrt_ge_55,300,45.18986666666667,24.89936000001318,0.0,2.32,29.540000000000003,41.64,62.24,89.87,100.0
hour_sgt,16,delta_tmrt_p90_c,300,-1.5000469080607093,4.385187195642049,-16.39705467224121,-15.50465269088745,-1.4707746505737305,3.5501115935865357e-15,0.7799515724182129,1.209819030761719,1.3836669921875
hour_sgt,16,tmrt_p90_c,300,49.0976274617513,4.386724392501809,34.30322265625,35.00067901611328,49.09839057922363,50.647417068481445,51.399105072021484,51.830596923828125,51.879051208496094
hour_sgt,16,m_rad_pct01,300,0.5,0.29109165119824365,0.0,0.046979865771812,0.2483221476510067,0.5,0.7516778523489933,0.953020134228188,1.0
hour_sgt,16,tmrt_p75_c,300,46.51452919006348,5.332475492896146,34.234249114990234,34.452315711975096,46.16775035858154,48.06625938415527,50.33716583251953,51.536231994628906,51.85490036010742
hour_sgt,16,tmrt_p95_c,300,49.82239060719808,3.838150472553389,34.30349349975586,37.69828414916992,50.12592792510986,51.09861183166504,51.65998458862305,51.87722511291504,51.87929153442383
hour_sgt,16,tmrt_mean_c,300,41.76711811065674,3.8233310042053352,34.29275131225586,34.912017822265625,39.52795410156249,41.565025329589844,44.1994047164917,48.66649208068848,51.373085021972656
hour_sgt,16,tmrt_max_c,300,50.82590047200521,2.857325568985286,34.305545806884766,48.29962158203125,51.12003231048584,51.59849548339844,51.84109878540039,51.878333473205565,51.87946701049805
hour_sgt,16,pct_pixels_tmrt_ge_40,300,47.74293333333333,24.005327545445045,0.0,3.28,34.589999999999996,46.72,63.91,90.292,100.0
hour_sgt,16,pct_pixels_tmrt_ge_45,300,46.17773333333333,24.23449698969151,0.0,2.76,32.32,44.72,62.75,89.69600000000001,100.0
hour_sgt,16,pct_pixels_tmrt_ge_50,300,19.0092,17.37298978126101,0.0,0.0,6.2,14.72,27.88,50.6,100.0
hour_sgt,16,pct_pixels_tmrt_ge_55,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario,base,delta_tmrt_p90_c,750,-1.5938496398925779,5.274323126524014,-26.3271713256836,-15.082994461059569,-0.9228572845458984,0.0,0.5261669158935547,1.015424156188965,1.1787738800048828
scenario,base,tmrt_p90_c,750,54.328994293212894,8.204226101313614,32.76657485961914,36.03357200622558,46.58661460876465,58.78561019897461,61.48166275024414,62.34776096343994,62.62380599975586
scenario,base,m_rad_pct01,750,0.5,0.29080002482561845,0.0,0.046979865771812,0.2483221476510067,0.5,0.7516778523489933,0.953020134228188,1.0
scenario,base,tmrt_p75_c,750,52.20711245727539,9.039174453927565,32.721832275390625,35.405456352233884,45.157877922058105,56.1245231628418,60.44335174560547,62.03359413146973,62.618412017822266
scenario,base,tmrt_p95_c,750,54.9495074412028,7.862974793563395,32.77884292602539,42.16276054382325,47.52347946166992,59.607736587524414,61.82383632659912,62.461049461364745,62.62423324584961
scenario,base,tmrt_mean_c,750,46.176964462280274,7.277085813180913,32.677818298339844,35.59668731689454,40.1908073425293,45.93123435974121,51.62853527069092,58.86984882354736,62.16756439208984
scenario,base,tmrt_max_c,750,55.945188690185546,7.229015228114809,32.78053283691406,45.70666561126709,50.92332458496094,60.498043060302734,62.23458385467529,62.60279521942139,62.65948867797852
scenario,base,pct_pixels_tmrt_ge_40,750,57.76634666666666,26.567170606945837,0.0,5.490000000000001,40.61,59.06,78.25,98.64,100.0
scenario,base,pct_pixels_tmrt_ge_45,750,48.12197333333333,27.81236467252516,0.0,1.2360000000000002,25.61,50.12,68.19999999999999,94.28,100.0
scenario,base,pct_pixels_tmrt_ge_50,750,38.542880000000004,31.962806609882907,0.0,0.0,1.64,40.66,63.22,93.18599999999999,100.0
scenario,base,pct_pixels_tmrt_ge_55,750,32.863839999999996,33.48852378484482,0.0,0.0,0.0,28.82,60.63000000000001,92.216,100.0
scenario,overhead_as_canopy,delta_tmrt_p90_c,750,-1.5889371795654297,5.289971750150762,-26.16582489013672,-15.173261260986328,-1.21405029296875,0.0,0.6590132713317871,1.2021198272705078,1.3836669921875
scenario,overhead_as_canopy,tmrt_p90_c,750,54.12120075988769,8.213098453571254,32.76128005981445,36.03357200622558,46.524786949157715,58.26934623718262,61.263978004455566,62.32369480133057,62.62380599975586
scenario,overhead_as_canopy,m_rad_pct01,750,0.5,0.2907999731255339,0.0,0.046979865771812,0.2483221476510067,0.5,0.7516778523489933,0.953020134228188,1.0
scenario,overhead_as_canopy,tmrt_p75_c,750,51.69512598673503,9.117746798690083,32.721824645996094,34.960141563415526,44.45796298980713,55.432851791381836,60.066612243652344,61.94877395629883,62.618412017822266
scenario,overhead_as_canopy,tmrt_p95_c,750,54.80611946614583,7.865377317695039,32.77884292602539,42.15906810760498,47.34566879272461,59.29750633239746,61.69523620605469,62.43994483947753,62.62423324584961
scenario,overhead_as_canopy,tmrt_mean_c,750,45.44843420918782,7.00331914207237,32.675575256347656,35.52605934143067,39.50752258300781,44.890520095825195,50.69638729095459,57.66848888397217,60.978057861328125
scenario,overhead_as_canopy,tmrt_max_c,750,55.87452384440104,7.233494756228961,32.78053283691406,45.489768981933594,50.670905113220215,60.46222686767578,62.179704666137695,62.59842700958252,62.62423324584961
scenario,overhead_as_canopy,pct_pixels_tmrt_ge_40,750,54.63754666666666,25.872092781496203,0.0,5.490000000000001,37.79,55.22,73.92,96.89399999999996,100.0
scenario,overhead_as_canopy,pct_pixels_tmrt_ge_45,750,44.576159999999994,26.790852974947132,0.0,0.7380000000000001,23.65,45.92,63.379999999999995,89.72399999999999,99.84
scenario,overhead_as_canopy,pct_pixels_tmrt_ge_50,750,35.79328,30.409319379346304,0.0,0.0,1.36,35.519999999999996,59.43000000000001,88.83,99.84
scenario,overhead_as_canopy,pct_pixels_tmrt_ge_55,750,30.593813333333333,31.645852591455686,0.0,0.0,0.0,25.6,57.04,88.146,99.84
hour_sgt_x_scenario,10|base,delta_tmrt_p90_c,150,-0.9815097808837888,3.2605100055003957,-12.797845840454102,-12.088844680786131,-0.9391031265258788,0.0,0.6806011199951172,1.0227867126464805,1.068704605102539
hour_sgt_x_scenario,10|base,tmrt_p90_c,150,44.58291091918945,3.260510005500396,32.76657485961914,33.47557601928711,44.62531757354736,45.56442070007324,46.24502182006836,46.58720741271972,46.63312530517578
hour_sgt_x_scenario,10|base,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,10|base,tmrt_p75_c,150,42.64745211283366,4.128301474641038,32.721832275390625,32.98413772583008,42.36442565917969,43.91841125488281,45.28864097595215,46.28729782104492,46.6178092956543
hour_sgt_x_scenario,10|base,tmrt_p95_c,150,45.139869181315106,2.858546892644459,32.77884292602539,42.16276054382324,45.297587394714355,45.96812438964844,46.46168327331543,46.63123798370361,46.63348007202149
hour_sgt_x_scenario,10|base,tmrt_mean_c,150,38.65220759073893,2.9359204069152174,32.677818298339844,33.48381175994873,36.779340744018555,38.55954360961914,40.33328723907471,43.93639793395996,45.92864990234375
hour_sgt_x_scenario,10|base,tmrt_max_c,150,45.83140790303548,2.233939755501944,32.78053283691406,44.21728401184082,46.01467800140381,46.45818519592285,46.595051765441895,46.632300758361815,46.63348007202149
hour_sgt_x_scenario,10|base,pct_pixels_tmrt_ge_40,150,48.27866666666667,23.270803052760296,0.0,6.392,34.49,47.74,62.7,88.50399999999999,100.0
hour_sgt_x_scenario,10|base,pct_pixels_tmrt_ge_45,150,20.3816,18.29088312456537,0.0,0.0,7.87,16.380000000000003,28.78,56.535999999999945,99.6
hour_sgt_x_scenario,10|base,pct_pixels_tmrt_ge_50,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hour_sgt_x_scenario,10|base,pct_pixels_tmrt_ge_55,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hour_sgt_x_scenario,10|overhead_as_canopy,delta_tmrt_p90_c,150,-0.9037214406331379,3.2420698885350845,-12.54788589477539,-11.837257385253906,-1.1151046752929634,3.552713678800501e-15,0.8166303634643572,1.2555324554443354,1.3224334716796875
hour_sgt_x_scenario,10|overhead_as_canopy,tmrt_p90_c,150,44.4054445139567,3.242069888535085,32.76128005981445,33.47190856933594,44.19406127929688,45.309165954589844,46.1257963180542,46.56469841003418,46.63159942626953
hour_sgt_x_scenario,10|overhead_as_canopy,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,10|overhead_as_canopy,tmrt_p75_c,150,42.17531885782878,4.250199438940247,32.721824645996094,32.984005546569826,42.131776809692376,43.43483543395996,44.91624927520752,46.28196258544922,46.6178092956543
hour_sgt_x_scenario,10|overhead_as_canopy,tmrt_p95_c,150,45.00550048828125,2.8611873106788477,32.77884292602539,42.15906810760498,44.946027755737305,45.90680694580078,46.43249034881592,46.630714607238765,46.63348007202149
hour_sgt_x_scenario,10|overhead_as_canopy,tmrt_mean_c,150,38.18022664388021,2.7016971810492354,32.675575256347656,33.483063316345216,36.46755790710449,38.0470085144043,40.01537895202637,43.41595859527588,44.07563018798828
hour_sgt_x_scenario,10|overhead_as_canopy,tmrt_max_c,150,45.76332138061523,2.2372991848147095,32.78053283691406,44.178359794616696,45.87289905548096,46.37593078613281,46.59053134918213,46.632300758361815,46.63348007202149
hour_sgt_x_scenario,10|overhead_as_canopy,pct_pixels_tmrt_ge_40,150,44.68320000000001,21.66939165407553,0.0,6.392,30.419999999999998,43.9,59.08,85.824,93.24
hour_sgt_x_scenario,10|overhead_as_canopy,pct_pixels_tmrt_ge_45,150,16.780533333333334,15.295413524368401,0.0,0.0,4.66,13.3,24.36,46.86199999999996,70.04
hour_sgt_x_scenario,10|overhead_as_canopy,pct_pixels_tmrt_ge_50,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hour_sgt_x_scenario,10|overhead_as_canopy,pct_pixels_tmrt_ge_55,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hour_sgt_x_scenario,12|base,delta_tmrt_p90_c,150,-1.7813951365152996,6.067475907625327,-26.3271713256836,-23.696218490600586,-0.5701303482055664,0.0,0.32368564605712713,0.5150554656982418,0.5368690490722656
hour_sgt_x_scenario,12|base,tmrt_p90_c,150,60.039016545613606,6.067475907625328,35.49324035644531,38.12419319152832,61.25028133392334,61.820411682128906,62.144097328186035,62.335467147827146,62.35728073120117
hour_sgt_x_scenario,12|base,m_rad_pct01,150,0.5,0.2915796509560867,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,12|base,tmrt_p75_c,150,58.24393196105957,7.600685776444853,35.434139251708984,36.8062198638916,59.98702430725098,61.076473236083984,61.64316940307617,62.16684913635254,62.34844207763672
hour_sgt_x_scenario,12|base,tmrt_p95_c,150,60.58350390116374,5.415063574954552,35.493492126464844,57.64306716918945,61.615567207336426,61.9959659576416,62.24160385131837,62.34680824279785,62.35798645019531
hour_sgt_x_scenario,12|base,tmrt_mean_c,150,50.7916739654541,6.454831436022478,35.48575973510742,37.67234287261963,47.42636680603027,51.33087730407715,55.04419422149658,60.48387203216553,62.01827621459961
hour_sgt_x_scenario,12|base,tmrt_max_c,150,61.56057210286458,3.728517567191067,35.49665832519531,61.03943920135498,62.01717662811279,62.28583908081055,62.34463500976563,62.377065658569336,62.65948867797852
hour_sgt_x_scenario,12|base,pct_pixels_tmrt_ge_40,150,64.7968,26.496232385584044,0.0,6.952000000000001,50.050000000000004,68.84,83.91000000000001,99.85199999999999,100.0
hour_sgt_x_scenario,12|base,pct_pixels_tmrt_ge_45,150,57.82346666666667,24.914250443268166,0.0,6.3580000000000005,44.32,59.2,74.89999999999999,96.10399999999998,100.0
hour_sgt_x_scenario,12|base,pct_pixels_tmrt_ge_50,150,57.75626666666668,24.913559595940765,0.0,6.3580000000000005,44.290000000000006,59.2,74.88999999999999,96.10399999999998,100.0
hour_sgt_x_scenario,12|base,pct_pixels_tmrt_ge_55,150,57.747200000000014,24.91916868489615,0.0,6.3580000000000005,44.26,59.2,74.83000000000001,96.10399999999998,100.0
hour_sgt_x_scenario,12|overhead_as_canopy,delta_tmrt_p90_c,150,-1.7639844767252604,6.04490782539155,-26.16582489013672,-23.55331211090088,-0.753352165222168,0.0,0.4380149841308647,0.6595962524414062,0.6982154846191406
hour_sgt_x_scenario,12|overhead_as_canopy,tmrt_p90_c,150,59.89508076985677,6.044907825391549,35.49324035644531,38.105753135681155,60.90571308135986,61.65906524658203,62.0970802307129,62.318661499023435,62.35728073120117
hour_sgt_x_scenario,12|overhead_as_canopy,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,12|overhead_as_canopy,tmrt_p75_c,150,57.845810546875,7.677451918339161,35.434139251708984,36.745366096496575,59.24913501739502,60.76752853393555,61.54295539855957,62.15414218902588,62.34844207763672
hour_sgt_x_scenario,12|overhead_as_canopy,tmrt_p95_c,150,60.47434796651204,5.405243454858238,35.493492126464844,57.63157958984375,61.312493324279785,61.904558181762695,62.22829532623291,62.34609966278076,62.35798645019531
hour_sgt_x_scenario,12|overhead_as_canopy,tmrt_mean_c,150,49.93974075317383,6.228154074794731,35.48575973510742,37.66756134033203,46.61660575866699,50.49752616882324,53.98159217834473,59.91002655029297,60.978057861328125
hour_sgt_x_scenario,12|overhead_as_canopy,tmrt_max_c,150,61.5082879892985,3.7260051309473305,35.49665832519531,60.82733726501465,61.940823554992676,62.24721145629883,62.32968330383301,62.36577472686768,62.5942497253418
hour_sgt_x_scenario,12|overhead_as_canopy,pct_pixels_tmrt_ge_40,150,62.16773333333333,25.988506575453147,0.0,6.952000000000001,48.21,65.74000000000001,82.03,99.324,100.0
hour_sgt_x_scenario,12|overhead_as_canopy,pct_pixels_tmrt_ge_45,150,54.46320000000001,24.05703079415397,0.0,6.3580000000000005,41.55,56.46000000000001,70.16,93.56599999999999,99.56
hour_sgt_x_scenario,12|overhead_as_canopy,pct_pixels_tmrt_ge_50,150,54.38080000000001,24.056617656000185,0.0,6.3580000000000005,41.39,56.36,70.02000000000001,93.47599999999998,99.56
hour_sgt_x_scenario,12|overhead_as_canopy,pct_pixels_tmrt_ge_55,150,54.36933333333334,24.06268432103494,0.0,6.3580000000000005,41.39,56.36,70.02000000000001,93.47599999999998,99.56
hour_sgt_x_scenario,13|base,delta_tmrt_p90_c,150,-1.8200301869710278,6.090299138198995,-26.154579162597656,-23.541244316101075,-0.7891416549682635,0.0,0.5555152893066406,0.824638557434082,0.8647003173828125
hour_sgt_x_scenario,13|base,tmrt_p90_c,150,59.939075495402015,6.090299138198995,35.60452651977539,38.217861366271975,60.969964027404785,61.75910568237305,62.31462097167969,62.58374423980713,62.62380599975586
hour_sgt_x_scenario,13|base,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,13|base,tmrt_p75_c,150,57.97421694437663,7.379010799956566,35.53620147705078,36.992797470092775,59.1705436706543,60.51197814941406,61.50513744354248,62.35455760955811,62.618412017822266
hour_sgt_x_scenario,13|base,tmrt_p95_c,150,60.475306294759115,5.695350426401488,35.604820251464844,47.82043437957764,61.455848693847656,62.056467056274414,62.46142864227295,62.62309112548828,62.62423324584961
hour_sgt_x_scenario,13|base,tmrt_mean_c,150,50.89238766988119,6.5290782349159695,35.59527969360352,37.493628883361815,47.29621124267578,51.29915237426758,55.52712440490723,60.328787803649895,62.16756439208984
hour_sgt_x_scenario,13|base,tmrt_max_c,150,61.671022440592445,3.7625287284031415,35.63786315917969,60.36580104827881,62.09005355834962,62.4744987487793,62.6025447845459,62.623597145080566,62.62423324584961
hour_sgt_x_scenario,13|base,pct_pixels_tmrt_ge_40,150,65.87493333333333,26.80634735879467,0.0,6.518000000000001,50.92,70.96000000000001,85.46000000000001,99.92399999999999,100.0
hour_sgt_x_scenario,13|base,pct_pixels_tmrt_ge_45,150,59.31093333333333,25.680725970489323,0.0,5.784000000000001,44.900000000000006,60.739999999999995,77.73,96.24199999999999,100.0
hour_sgt_x_scenario,13|base,pct_pixels_tmrt_ge_50,150,59.2584,25.67826401960231,0.0,5.784000000000001,44.88,60.7,77.64000000000001,96.22399999999999,100.0
hour_sgt_x_scenario,13|base,pct_pixels_tmrt_ge_55,150,59.08453333333333,25.781476118612492,0.0,5.5280000000000005,44.83,60.52,77.63000000000001,96.202,100.0
hour_sgt_x_scenario,13|overhead_as_canopy,delta_tmrt_p90_c,150,-1.744926986694336,6.063066494401457,-25.89959526062012,-23.299478340148923,-0.9749565124511719,0.0,0.6840639114379883,1.069174575805664,1.1196842193603516
hour_sgt_x_scenario,13|overhead_as_canopy,tmrt_p90_c,150,59.75919479370117,6.063066494401456,35.60452651977539,38.204643440246585,60.529165267944336,61.50412178039551,62.188185691833496,62.57329635620117,62.62380599975586
hour_sgt_x_scenario,13|overhead_as_canopy,m_rad_pct01,150,0.5,0.29157939176253983,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,13|overhead_as_canopy,tmrt_p75_c,150,57.50656740824382,7.454512017067634,35.53620147705078,36.83328552246094,58.64537239074707,60.133588790893555,61.39831066131591,62.354159355163574,62.618412017822266
hour_sgt_x_scenario,13|overhead_as_canopy,tmrt_p95_c,150,60.340699717203776,5.6851598566056385,35.604820251464844,47.82043437957764,61.084805488586426,61.985755920410156,62.440324783325195,62.62309112548828,62.62423324584961
hour_sgt_x_scenario,13|overhead_as_canopy,tmrt_mean_c,150,50.05304074605306,6.300934555056679,35.59527969360352,37.48748149871826,46.384013175964355,50.58359146118164,54.368605613708496,59.73125343322754,60.70177459716797
hour_sgt_x_scenario,13|overhead_as_canopy,tmrt_max_c,150,61.60685312906901,3.76200893048203,35.63786315917969,60.28180198669433,61.98373603820801,62.4213981628418,62.59843063354492,62.62355537414551,62.62423324584961
hour_sgt_x_scenario,13|overhead_as_canopy,pct_pixels_tmrt_ge_40,150,63.45546666666667,26.34122062743442,0.0,6.518000000000001,47.769999999999996,67.32000000000001,83.84,99.55799999999999,100.0
hour_sgt_x_scenario,13|overhead_as_canopy,pct_pixels_tmrt_ge_45,150,56.02746666666667,24.91784477377653,0.0,5.784000000000001,41.94,57.56,73.25,94.42999999999999,99.84
