path,exists,row_count_if_easy,columns_if_csv,contains_cell_id,contains_typology,contains_tmrt_metrics,contains_m_rad_pct,contains_overhead_metrics,contains_svf,contains_shade_fraction,contains_building_density,contains_gvi_or_tree_canopy,contains_water_or_grass,contains_pedestrian_relevance_proxy,notes
outputs/v12_solweig_typology_pilot/core8_base_summary/modifier_reference_table.csv,True,5,reference_domain_id|scenario_id|hour_sgt|reference_method|n_reference_cells|tmrt_ref_p90_c|delta_p05_c|delta_p50_c|delta_p95_c|notes,False,False,True,False,False,False,False,False,False,False,False,
outputs/v12_solweig_typology_pilot/core8_overhead_summary/tmrt_cell_summary_long.csv,True,40,run_id|cell_id|typology_label|hour_sgt|scenario_id|tile_dir|forcing_file|output_dir|tmrt_raster_path|focus_cell_geojson|tmrt_raster_exists|focus_cell_exists|n_valid_pixels|tmrt_mean_c|tmrt_p50_c|tmrt_p75_c|tmrt_p90_c|tmrt_p95_c|tmrt_max_c|tmrt_min_c|tmrt_raster_path_resolved|focus_cell_geojson_resolved|valid_pixel_fraction|qa_status|qa_notes,True,True,True,False,False,False,False,False,False,False,False,
outputs/v12_solweig_typology_pilot/core8_overhead_summary/modifier_targets_long.csv,True,40,run_id|cell_id|typology_label|hour_sgt|scenario_id|tile_dir|forcing_file|output_dir|tmrt_raster_path|focus_cell_geojson|tmrt_raster_exists|focus_cell_exists|n_valid_pixels|tmrt_mean_c|tmrt_p50_c|tmrt_p75_c|tmrt_p90_c|tmrt_p95_c|tmrt_max_c|tmrt_min_c|tmrt_raster_path_resolved|focus_cell_geojson_resolved|valid_pixel_fraction|qa_status|qa_notes|reference_method|reference_domain_id|tmrt_ref_p90_c|delta_tmrt_p90_c|m_rad_pct|m_rad_robust01,True,True,True,True,False,False,False,False,False,False,False,
outputs/v12_solweig_typology_pilot/core8_overhead_summary/core8_base_vs_overhead_delta.csv,True,40,cell_id|hour_sgt|typology_label_base|tmrt_mean_base|tmrt_p90_base|tmrt_max_base|m_rad_pct_base|typology_label_overhead|tmrt_mean_overhead|tmrt_p90_overhead|tmrt_max_overhead|m_rad_pct_overhead|delta_tmrt_mean_overhead_minus_base|delta_tmrt_p90_overhead_minus_base|delta_tmrt_max_overhead_minus_base|delta_m_rad_pct_overhead_minus_base|abs_delta_tmrt_p90|flag_p90_large_change|flag_p90_increase|flag_mean_large_but_p90_small,True,True,True,False,True,False,False,False,False,False,False,
outputs/v12_solweig_typology_pilot/core8_overhead_summary/core8_base_vs_overhead_delta_by_cell.csv,True,8,cell_id|n|mean_delta_mean|min_delta_mean|max_delta_mean|mean_delta_p90|min_delta_p90|max_delta_p90|max_abs_delta_p90|n_large_p90_change|n_p90_increase|n_mean_large_p90_small,True,False,False,False,False,False,False,False,False,False,False,
outputs/v12_solweig_typology_pilot/wave1_base_summary/v12_solweig_typology_aggregation_report.md,True,18,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
outputs/v12_solweig_typology_pilot/overhead_smoke_summary/overhead_smoke_vs_base_h13.md,True,17,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
configs/v12/v12_solweig_core8_base_manifest.csv,True,40,run_id|cell_id|typology_label|hour_sgt|scenario_id|tile_dir|forcing_file|output_dir,True,True,False,False,False,False,False,False,False,False,False,
configs/v12/v12_solweig_core8_overhead_manifest.csv,True,40,run_id|cell_id|typology_label|hour_sgt|scenario_id|tile_dir|forcing_file|output_dir,True,True,False,False,False,False,False,False,False,False,False,
configs/v12/v12_solweig_overhead_smoke_h13_manifest.csv,True,3,run_id|cell_id|typology_label|hour_sgt|scenario_id|tile_dir|forcing_file|output_dir|purpose,True,True,False,False,False,False,False,False,False,False,False,
configs/v12/v12_solweig_typology_config.example.json,True,1,,False,False,False,False,False,False,False,False,False,False,False,json metadata
data/grid/v12/solweig_typology_cell_candidates.csv,True,12,candidate_id|cell_id|typology_label|role|required|selection_status|expected_direction|notes,True,True,False,False,False,False,False,False,False,False,False,
data/grid/v10/toa_payoh_grid_v10_features_overhead_sensitivity.csv,True,986,cell_id|lat|lon|building_density|road_fraction|park_distance_m|elderly_proxy|outdoor_exposure_proxy|land_use_hint|centroid_x_svy21|centroid_y_svy21|cell_area_m2|land_use_raw|land_use_fraction|gpr_area_weighted|nearest_park_name|large_park_distance_m|nearest_large_park_name|water_distance_m|nearest_water_name|max_building_height_m|elderly_proxy_source|outdoor_exposure_source|forecast_spatial_note|mean_building_height_m|tree_canopy_fraction|grass_fraction|water_fraction|built_up_fraction|ndvi_mean|dynamic_world_tree_fraction|dynamic_world_grass_fraction|dynamic_world_water_fraction|dynamic_world_built_up_fraction|ndvi_norm_for_greenery_proxy|greenery_fraction_beta|gvi_percent|gvi_source|height_source|tree_canopy_source|ndvi_source|svf|shade_fraction|impervious_fraction|svf_source|shade_fraction_source|impervious_source|impervious_fraction_old_beta|impervious_fraction_vector_component|impervious_fraction_dw_component|impervious_fraction_green_component|elderly_pct_65plus|children_pct_under5|subzone_area_weighted|dominant_subzone|dominant_planning_area|demographic_vulnerability_raw|demographic_vulnerability_score|bus_stop_score_raw|bus_stop_count|mrt_exit_score_raw|mrt_exit_count|sport_facility_score_raw|sport_facility_count|hawker_centre_score_raw|hawker_centre_count|eldercare_score_raw|eldercare_count|preschool_score_raw|preschool_count|outdoor_exposure_raw|node_vulnerability_raw|outdoor_exposure_score_v071|node_vulnerability_score|vulnerability_score_v071|risk_exposure_note_v071|svf_proxy_v07|shade_fraction_proxy_v07|open_pixel_fraction|building_pixel_fraction|n_total_pixels|n_open_pixels|svf_umep_mean_open_with_veg|svf_umep_p10_open_with_veg|svf_umep_p90_open_with_veg|shade_fraction_umep_10_16_open_with_veg|shade_fraction_umep_13_15_open_with_veg|shade_fraction_umep_peak_open_with_veg|shade_fraction_umep_1000_open_with_veg|shade_fraction_umep_1100_open_with_veg|shade_fraction_umep_1200_open_with_veg|shade_fraction_umep_1300_open_with_veg|shade_fraction_umep_1400_open_with_veg|shade_fraction_umep_1500_open_with_veg|shade_fraction_umep_1600_open_with_veg|svf_umep_mean_all_with_veg|dsm_mean_height_all|dsm_max_height|dsm_mean_height_buildings_only|umep_dsm_resolution_m|umep_shadow_time_window|veg_canopy_source|svf_umep_selected|shade_fraction_umep_selected|svf_source_v08|shade_source_v08|umep_morphology_notes|delta_svf_v08_minus_proxy|delta_shade_v08_minus_proxy|n_total_pixels_v10|n_building_pixels_v10|n_open_pixels_v10|building_pixel_fraction_v10|open_pixel_fraction_v10|building_area_m2_v10|dsm_building_height_mean_m_v10|dsm_building_height_p50_m_v10|dsm_building_height_p90_m_v10|dsm_building_height_max_m_v10|svf_umep_mean_open_v10|svf_umep_p10_open_v10|svf_umep_p90_open_v10|svf_umep_mean_all_v10|shade_fraction_umep_0800_open_v10|shade_fraction_umep_0900_open_v10|shade_fraction_umep_1000_open_v10|shade_fraction_umep_1100_open_v10|shade_fraction_umep_1200_open_v10|shade_fraction_umep_1300_open_v10|shade_fraction_umep_1400_open_v10|shade_fraction_umep_1500_open_v10|shade_fraction_umep_1600_open_v10|shade_fraction_umep_1700_open_v10|shade_fraction_umep_1800_open_v10|shade_fraction_umep_1900_open_v10|shade_fraction_umep_10_16_open_v10|shade_fraction_umep_13_15_open_v10|shade_fraction_umep_peak_open_v10|umep_morphology_version|umep_includes_vegetation|veg_transmissivity_pct|veg_trunk_zone_pct|umep_shadow_date|shade_interpretation|svf_v08_umep_veg|shade_fraction_v08_umep_veg|v10_building_density|v10_building_area_m2|v10_open_pixel_fraction|v10_building_height_mean_m|v10_building_height_max_m|v10_building_height_p50_m|v10_building_height_p90_m|building_density_v08|mean_building_height_m_v08|max_building_height_m_v08|svf_source_v10|shade_source_v10|building_source_v10|delta_svf_v10_minus_v08|delta_shade_v10_minus_v08|overhead_area_total_m2|overhead_weighted_shade_area_m2|n_overhead_features|overhead_area_covered_walkway_m2|n_covered_walkway|overhead_area_elevated_rail_m2|n_elevated_rail|overhead_area_elevated_road_m2|n_elevated_road|overhead_area_pedestrian_bridge_m2|n_pedestrian_bridge|overhead_area_viaduct_m2|n_viaduct|overhead_fraction_total|overhead_shade_proxy|overhead_fraction_covered_walkway|overhead_fraction_elevated_rail|overhead_fraction_elevated_road|overhead_fraction_pedestrian_bridge|overhead_fraction_viaduct|pedestrian_shelter_fraction|transport_deck_fraction|overhead_confounding_flag|overhead_interpretation|overhead_shade_proxy_cell_scope|overhead_shade_proxy_open_scope|overhead_shade_scope_method|shade_fraction_base_v10|shade_fraction_overhead_sens|delta_shade_overhead_sens_minus_base|shade_fraction_without_overhead_sens|shade_fraction_source_v10_delta|overhead_sensitivity_note,True,False,False,False,True,True,True,True,True,True,True,
data/grid/v10/toa_payoh_grid_v10_features_umep_with_veg.csv,True,986,cell_id|lat|lon|building_density|road_fraction|park_distance_m|elderly_proxy|outdoor_exposure_proxy|land_use_hint|centroid_x_svy21|centroid_y_svy21|cell_area_m2|land_use_raw|land_use_fraction|gpr_area_weighted|nearest_park_name|large_park_distance_m|nearest_large_park_name|water_distance_m|nearest_water_name|max_building_height_m|elderly_proxy_source|outdoor_exposure_source|forecast_spatial_note|mean_building_height_m|tree_canopy_fraction|grass_fraction|water_fraction|built_up_fraction|ndvi_mean|dynamic_world_tree_fraction|dynamic_world_grass_fraction|dynamic_world_water_fraction|dynamic_world_built_up_fraction|ndvi_norm_for_greenery_proxy|greenery_fraction_beta|gvi_percent|gvi_source|height_source|tree_canopy_source|ndvi_source|svf|shade_fraction|impervious_fraction|svf_source|shade_fraction_source|impervious_source|impervious_fraction_old_beta|impervious_fraction_vector_component|impervious_fraction_dw_component|impervious_fraction_green_component|elderly_pct_65plus|children_pct_under5|subzone_area_weighted|dominant_subzone|dominant_planning_area|demographic_vulnerability_raw|demographic_vulnerability_score|bus_stop_score_raw|bus_stop_count|mrt_exit_score_raw|mrt_exit_count|sport_facility_score_raw|sport_facility_count|hawker_centre_score_raw|hawker_centre_count|eldercare_score_raw|eldercare_count|preschool_score_raw|preschool_count|outdoor_exposure_raw|node_vulnerability_raw|outdoor_exposure_score_v071|node_vulnerability_score|vulnerability_score_v071|risk_exposure_note_v071|svf_proxy_v07|shade_fraction_proxy_v07|open_pixel_fraction|building_pixel_fraction|n_total_pixels|n_open_pixels|svf_umep_mean_open_with_veg|svf_umep_p10_open_with_veg|svf_umep_p90_open_with_veg|shade_fraction_umep_10_16_open_with_veg|shade_fraction_umep_13_15_open_with_veg|shade_fraction_umep_peak_open_with_veg|shade_fraction_umep_1000_open_with_veg|shade_fraction_umep_1100_open_with_veg|shade_fraction_umep_1200_open_with_veg|shade_fraction_umep_1300_open_with_veg|shade_fraction_umep_1400_open_with_veg|shade_fraction_umep_1500_open_with_veg|shade_fraction_umep_1600_open_with_veg|svf_umep_mean_all_with_veg|dsm_mean_height_all|dsm_max_height|dsm_mean_height_buildings_only|umep_dsm_resolution_m|umep_shadow_time_window|veg_canopy_source|svf_umep_selected|shade_fraction_umep_selected|svf_source_v08|shade_source_v08|umep_morphology_notes|delta_svf_v08_minus_proxy|delta_shade_v08_minus_proxy|n_total_pixels_v10|n_building_pixels_v10|n_open_pixels_v10|building_pixel_fraction_v10|open_pixel_fraction_v10|building_area_m2_v10|dsm_building_height_mean_m_v10|dsm_building_height_p50_m_v10|dsm_building_height_p90_m_v10|dsm_building_height_max_m_v10|svf_umep_mean_open_v10|svf_umep_p10_open_v10|svf_umep_p90_open_v10|svf_umep_mean_all_v10|shade_fraction_umep_0800_open_v10|shade_fraction_umep_0900_open_v10|shade_fraction_umep_1000_open_v10|shade_fraction_umep_1100_open_v10|shade_fraction_umep_1200_open_v10|shade_fraction_umep_1300_open_v10|shade_fraction_umep_1400_open_v10|shade_fraction_umep_1500_open_v10|shade_fraction_umep_1600_open_v10|shade_fraction_umep_1700_open_v10|shade_fraction_umep_1800_open_v10|shade_fraction_umep_1900_open_v10|shade_fraction_umep_10_16_open_v10|shade_fraction_umep_13_15_open_v10|shade_fraction_umep_peak_open_v10|umep_morphology_version|umep_includes_vegetation|veg_transmissivity_pct|veg_trunk_zone_pct|umep_shadow_date|shade_interpretation|svf_v08_umep_veg|shade_fraction_v08_umep_veg|v10_building_density|v10_building_area_m2|v10_open_pixel_fraction|v10_building_height_mean_m|v10_building_height_max_m|v10_building_height_p50_m|v10_building_height_p90_m|building_density_v08|mean_building_height_m_v08|max_building_height_m_v08|svf_source_v10|shade_source_v10|building_source_v10|delta_svf_v10_minus_v08|delta_shade_v10_minus_v08,True,False,False,False,False,True,True,True,True,True,True,
data/grid/v10/toa_payoh_grid_v10_umep_morphology_with_veg.csv,True,986,cell_id|n_total_pixels_v10|n_building_pixels_v10|n_open_pixels_v10|building_pixel_fraction_v10|open_pixel_fraction_v10|building_area_m2_v10|dsm_building_height_mean_m_v10|dsm_building_height_p50_m_v10|dsm_building_height_p90_m_v10|dsm_building_height_max_m_v10|svf_umep_mean_open_v10|svf_umep_p10_open_v10|svf_umep_p90_open_v10|svf_umep_mean_all_v10|shade_fraction_umep_0800_open_v10|shade_fraction_umep_0900_open_v10|shade_fraction_umep_1000_open_v10|shade_fraction_umep_1100_open_v10|shade_fraction_umep_1200_open_v10|shade_fraction_umep_1300_open_v10|shade_fraction_umep_1400_open_v10|shade_fraction_umep_1500_open_v10|shade_fraction_umep_1600_open_v10|shade_fraction_umep_1700_open_v10|shade_fraction_umep_1800_open_v10|shade_fraction_umep_1900_open_v10|shade_fraction_umep_10_16_open_v10|shade_fraction_umep_13_15_open_v10|shade_fraction_umep_peak_open_v10|umep_morphology_version|umep_includes_vegetation|veg_transmissivity_pct|veg_trunk_zone_pct|umep_shadow_date|shade_interpretation,True,False,False,False,False,True,True,True,False,False,False,
docs/v12/OpenHeat_SystemB_product_taxonomy_CN.md,True,85,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
docs/v12/OpenHeat_SystemB_target_robustness_protocol_CN.md,True,68,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
docs/v12/OpenHeat_modifier_target_spec_CN.md,True,544,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
docs/v12/OpenHeat_v12_SOLWEIG_typology_pilot_interim_findings_CN.md,True,217,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
docs/v10/V10_EPSILON_SOLWEIG_final_findings_report_CN.md,True,1028,,False,False,False,False,False,False,False,False,False,False,False,text file; row_count is line_count
