time,cell_count,max_wbgt_proxy_c,p90_wbgt_proxy_c,cells_moderate_or_high,cells_high,max_utci_c,p90_utci_c,cells_moderate_utci,cells_strong_utci,cells_very_strong_utci,cells_extreme_utci,wbgt_alert,utci_alert,combined_alert,neighbourhood_alert
2026-05-14 19:00:00+0800,45,27.467416424299916,27.401642887541122,0,0,33.5,33.4,45,45,0,0,low,strong,elevated,elevated
2026-05-14 20:00:00+0800,45,27.397897196354435,27.316694135787134,0,0,33.0,32.86,45,45,0,0,low,strong,elevated,elevated
2026-05-14 21:00:00+0800,45,26.951582794729127,26.869326764486953,0,0,32.2,32.0,45,8,0,0,low,strong,elevated,elevated
2026-05-14 22:00:00+0800,45,26.37828503636019,26.299844933162422,0,0,31.6,31.5,45,0,0,0,low,moderate,watch,watch
2026-05-14 23:00:00+0800,45,26.994522596125407,26.919040432940122,0,0,32.4,32.160000000000004,45,15,0,0,low,strong,elevated,elevated
2026-05-15 00:00:00+0800,45,28.061895383707476,27.98125137918481,0,0,34.0,33.86,45,45,0,0,low,strong,elevated,elevated
2026-05-15 01:00:00+0800,45,27.81349006940335,27.735755715929816,0,0,33.6,33.4,45,45,0,0,low,strong,elevated,elevated
2026-05-15 02:00:00+0800,45,28.580631316521195,28.498917160811647,0,0,34.8,34.5,45,45,0,0,low,strong,elevated,elevated
2026-05-15 03:00:00+0800,45,28.176565225271666,28.09567692903193,0,0,34.1,33.86,45,45,0,0,low,strong,elevated,elevated
2026-05-15 04:00:00+0800,45,28.905840520278733,28.82543955718939,0,0,35.4,35.2,45,45,0,0,low,strong,elevated,elevated
2026-05-15 05:00:00+0800,45,28.0258860813584,27.944768338367066,0,0,33.9,33.6,45,45,0,0,low,strong,elevated,elevated
2026-05-15 06:00:00+0800,45,28.32353772121441,28.242320152898788,0,0,34.3,34.0,45,45,0,0,low,strong,elevated,elevated
2026-05-15 07:00:00+0800,45,28.56373787919536,28.482674509383152,0,0,34.8,34.5,45,45,0,0,low,strong,elevated,elevated
2026-05-15 08:00:00+0800,45,28.589129772433843,28.5192327636907,0,0,35.1,34.96,45,45,0,0,low,strong,elevated,elevated
2026-05-15 09:00:00+0800,45,28.823790117704768,28.73635154873102,0,0,36.0,35.86,45,45,0,0,low,strong,elevated,elevated
2026-05-15 10:00:00+0800,45,29.995985091605515,29.8952117964363,0,0,38.3,38.06,45,45,8,0,low,very_strong,high,high
2026-05-15 11:00:00+0800,45,30.575283821001946,30.457613560741823,0,0,39.6,39.4,45,45,45,0,low,very_strong,high,high
2026-05-15 12:00:00+0800,45,31.02128276783954,30.89016173850839,1,0,40.6,40.36,45,45,45,0,moderate,very_strong,high,high
2026-05-15 13:00:00+0800,45,31.21587273970566,31.08072856717868,14,0,41.0,40.7,45,45,45,0,moderate,very_strong,high,high
2026-05-15 14:00:00+0800,45,31.22436958465342,31.09033724590298,14,0,41.0,40.7,45,45,45,0,moderate,very_strong,high,high
2026-05-15 15:00:00+0800,45,30.892628743796504,30.76347487662192,0,0,40.4,40.1,45,45,45,0,low,very_strong,high,high
2026-05-15 16:00:00+0800,45,31.318963703471,31.204437556741595,24,0,40.7,40.4,45,45,45,0,moderate,very_strong,high,high
2026-05-15 17:00:00+0800,45,29.669015130285985,29.567997000208962,0,0,38.0,37.7,45,45,1,0,low,very_strong,high,high
2026-05-15 18:00:00+0800,45,30.016169273573418,29.929494168973356,0,0,37.9,37.7,45,45,0,0,low,strong,elevated,elevated
2026-05-15 19:00:00+0800,45,28.363585341286147,28.297340835792944,0,0,34.8,34.7,45,45,0,0,low,strong,elevated,elevated
2026-05-15 20:00:00+0800,45,28.102990799225424,28.027114917273327,0,0,34.2,34.0,45,45,0,0,low,strong,elevated,elevated
2026-05-15 21:00:00+0800,45,28.05984025420958,27.98077695964551,0,0,34.1,33.9,45,45,0,0,low,strong,elevated,elevated
2026-05-15 22:00:00+0800,45,27.9897318557329,27.909594627056176,0,0,33.9,33.7,45,45,0,0,low,strong,elevated,elevated
2026-05-15 23:00:00+0800,45,27.896651149239194,27.815562905400103,0,0,33.8,33.6,45,45,0,0,low,strong,elevated,elevated
2026-05-16 00:00:00+0800,45,27.500597804469326,27.42202429143482,0,0,33.1,32.8,45,45,0,0,low,strong,elevated,elevated
2026-05-16 01:00:00+0800,45,27.798497512260315,27.71711163840735,0,0,33.6,33.36,45,45,0,0,low,strong,elevated,elevated
2026-05-16 02:00:00+0800,45,27.623775239819423,27.541962922447006,0,0,33.2,32.9,45,45,0,0,low,strong,elevated,elevated
2026-05-16 03:00:00+0800,45,27.52805302921411,27.447155754728715,0,0,33.0,32.7,45,44,0,0,low,strong,elevated,elevated
2026-05-16 04:00:00+0800,45,27.37672120550608,27.297451467191024,0,0,32.7,32.3,45,31,0,0,low,strong,elevated,elevated
2026-05-16 05:00:00+0800,45,27.13898533096099,27.057331812019378,0,0,32.4,32.160000000000004,45,16,0,0,low,strong,elevated,elevated
2026-05-16 06:00:00+0800,45,27.37246126653594,27.28973122142136,0,0,32.7,32.4,45,36,0,0,low,strong,elevated,elevated
2026-05-16 07:00:00+0800,45,27.228972330354946,27.146458159861716,0,0,32.5,32.2,45,19,0,0,low,strong,elevated,elevated
2026-05-16 08:00:00+0800,45,28.310463931463396,28.244610860348633,0,0,34.5,34.3,45,45,0,0,low,strong,elevated,elevated
2026-05-16 09:00:00+0800,45,28.127922992090344,28.04859427954619,0,0,35.0,34.8,45,45,0,0,low,strong,elevated,elevated
2026-05-16 10:00:00+0800,45,30.11873559331397,30.02372585504813,0,0,38.2,38.0,45,45,6,0,low,very_strong,high,high
2026-05-16 11:00:00+0800,45,29.92727465449014,29.820417322279535,0,0,38.3,38.1,45,45,10,0,low,very_strong,high,high
2026-05-16 12:00:00+0800,45,29.955447110377172,29.842711591165,0,0,38.7,38.46,45,45,26,0,low,very_strong,high,high
2026-05-16 13:00:00+0800,45,30.312073871036493,30.201687418233035,0,0,39.2,38.96,45,45,44,0,low,very_strong,high,high
2026-05-16 14:00:00+0800,45,30.160044511477295,30.04249477490054,0,0,39.4,39.1,45,45,45,0,low,very_strong,high,high
2026-05-16 15:00:00+0800,45,29.79704111744494,29.679968396283495,0,0,38.6,38.3,45,45,24,0,low,very_strong,high,high
2026-05-16 16:00:00+0800,45,29.834186778029014,29.72644844145888,0,0,38.4,38.2,45,45,18,0,low,very_strong,high,high
2026-05-16 17:00:00+0800,45,29.581023785951203,29.48168546629244,0,0,37.6,37.4,45,45,0,0,low,strong,elevated,elevated
2026-05-16 18:00:00+0800,45,29.02236114885439,28.93983190050562,0,0,36.3,36.1,45,45,0,0,low,strong,elevated,elevated
2026-05-16 19:00:00+0800,45,28.11120480822698,28.04183726225656,0,0,34.6,34.4,45,45,0,0,low,strong,elevated,elevated
2026-05-16 20:00:00+0800,45,27.383535270620662,27.301391494635162,0,0,32.9,32.8,45,45,0,0,low,strong,elevated,elevated
2026-05-16 21:00:00+0800,45,27.15285820066355,27.07167991415513,0,0,32.6,32.36,45,36,0,0,low,strong,elevated,elevated
2026-05-16 22:00:00+0800,45,27.323283879138625,27.242515484583397,0,0,32.9,32.7,45,45,0,0,low,strong,elevated,elevated
2026-05-16 23:00:00+0800,45,27.577048360137578,27.49555474539128,0,0,33.2,33.0,45,45,0,0,low,strong,elevated,elevated
2026-05-17 00:00:00+0800,45,26.838602146550283,26.75846427119205,0,0,32.2,32.0,45,6,0,0,low,strong,elevated,elevated
2026-05-17 01:00:00+0800,45,27.0332443153463,26.95090576222511,0,0,32.3,32.0,45,9,0,0,low,strong,elevated,elevated
2026-05-17 02:00:00+0800,45,26.923671393164746,26.8417094413137,0,0,32.1,31.86,45,2,0,0,low,strong,elevated,elevated
2026-05-17 03:00:00+0800,45,27.26809913339956,27.18950885610449,0,0,32.6,32.3,45,28,0,0,low,strong,elevated,elevated
2026-05-17 04:00:00+0800,45,26.36185784806687,26.279611111334493,0,0,31.3,31.0,45,0,0,0,low,moderate,watch,watch
2026-05-17 05:00:00+0800,45,26.943124968240713,26.860626970611523,0,0,32.1,31.8,45,2,0,0,low,strong,elevated,elevated
2026-05-17 06:00:00+0800,45,26.594182907162143,26.514403078399223,0,0,31.7,31.46,45,0,0,0,low,moderate,watch,watch
2026-05-17 07:00:00+0800,45,27.831467171826887,27.74959337732353,0,0,33.5,33.160000000000004,45,45,0,0,low,strong,elevated,elevated
2026-05-17 08:00:00+0800,45,27.529634407080795,27.46406896647118,0,0,33.2,33.0,45,45,0,0,low,strong,elevated,elevated
2026-05-17 09:00:00+0800,45,28.196372004373863,28.119091223265844,0,0,34.7,34.5,45,45,0,0,low,strong,elevated,elevated
2026-05-17 10:00:00+0800,45,29.079416563896487,28.983134917764737,0,0,36.6,36.4,45,45,0,0,low,strong,elevated,elevated
2026-05-17 11:00:00+0800,45,28.95276061931282,28.8478177310895,0,0,36.9,36.660000000000004,45,45,0,0,low,strong,elevated,elevated
2026-05-17 12:00:00+0800,45,29.552633207626513,29.442121084747285,0,0,38.1,37.9,45,45,3,0,low,very_strong,high,high
2026-05-17 13:00:00+0800,45,30.439620406701003,30.326662786972715,0,0,39.4,39.1,45,45,45,0,low,very_strong,high,high
2026-05-17 14:00:00+0800,45,30.12185654273699,30.011828964241648,0,0,38.9,38.7,45,45,37,0,low,very_strong,high,high
2026-05-17 15:00:00+0800,45,30.078868038210352,29.96991779355016,0,0,38.8,38.6,45,45,33,0,low,very_strong,high,high
2026-05-17 16:00:00+0800,45,29.605317069976778,29.502666906682215,0,0,37.9,37.660000000000004,45,45,0,0,low,strong,elevated,elevated
2026-05-17 17:00:00+0800,45,29.04992875966598,28.952580221537865,0,0,36.8,36.5,45,45,0,0,low,strong,elevated,elevated
2026-05-17 18:00:00+0800,45,28.272722708205944,28.193494687876804,0,0,35.1,34.9,45,45,0,0,low,strong,elevated,elevated
2026-05-17 19:00:00+0800,45,27.373694420350773,27.306794432006647,0,0,33.3,33.2,45,45,0,0,low,strong,elevated,elevated
2026-05-17 20:00:00+0800,45,27.037520800160504,26.954999189106864,0,0,32.3,32.0,45,9,0,0,low,strong,elevated,elevated
2026-05-17 21:00:00+0800,45,27.581722955812005,27.49950990711561,0,0,33.2,33.06,45,45,0,0,low,strong,elevated,elevated
2026-05-17 22:00:00+0800,45,26.37825342031839,26.296177286202333,0,0,31.5,31.3,45,0,0,0,low,moderate,watch,watch
2026-05-17 23:00:00+0800,45,27.28534392745285,27.205068548041826,0,0,32.8,32.6,45,44,0,0,low,strong,elevated,elevated
