target,model,split_family,split_name,fold_id,split_role,n_train,n_test,n_train_cells,n_test_cells,MAE,RMSE,R2,Spearman_observed_vs_predicted,Pearson_observed_vs_predicted,bias,p90_abs_error,top_k_overlap,sign_accuracy,worst_cell_id,worst_cell_error,neutral_boundary_classification_accuracy,anchor_TP_0857_abs_error,anchor_TP_0141_abs_error,anchor_TP_0433_abs_error,anchor_TP_0542_abs_error,anchor_TP_0037_abs_error,robust_priority_anchor_mae,dummy_MAE,MAE_improvement_over_dummy,MAE_improvement_fraction_over_dummy
delta_tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,0.09499056961565351,0.21031159796638316,0.43670413055716273,0.5969109980258197,0.6873157177890242,0.010115045212983998,0.22497744623500665,0.6666666666666666,0.46,TP_0257,0.921165234911966,1.0,,,0.01134470978439171,,,0.01134470978439171,0.23999189910888674,0.14500132949323324,0.6041925999654042
delta_tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,0.14265149017184967,0.28418828120904294,-0.028542995668741078,0.5471788432982456,0.5820197060106054,-0.03833758126067444,0.2923823342202965,0.3333333333333333,0.41333333333333333,TP_0592,0.9170861497895693,0.25,,,0.04869671192943743,,,0.04869671192943743,0.23999189910888674,0.09734040893703708,0.40559872770069105
delta_tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,0.26108077163696286,0.2886247405069281,-0.4877797302855711,,,-0.16526318232218426,0.24084616978963216,0.0,0.41333333333333333,TP_0587,0.6979714266459147,0.0,,0.2082652117411296,,,,0.2082652117411296,0.26108077163696286,0.0,0.0
delta_tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,0.15943264152067846,0.21665067771654978,0.1617151248557368,0.12741022558594484,0.56529426258804,-0.06384380295671856,0.3443154437162333,0.3333333333333333,0.32,TP_0584,0.5226472789110341,0.2,,0.2605487928856843,,,,0.2605487928856843,0.26108077163696286,0.1016481301162844,0.38933594948013944
delta_tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,0.15935542085534748,0.21663256780175058,0.1618552641188331,0.12830376683343542,0.5649965010846603,-0.06406034565461197,0.3441764883082601,0.3333333333333333,0.32,TP_0584,0.5238200496974257,0.2,,0.26042755186651034,,,,0.26042755186651034,0.26108077163696286,0.10172535078161538,0.38963172256540657
delta_tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,0.1588825177467437,0.2162044319964527,0.1651648789523158,0.13043115122890853,0.5657052671630883,-0.06416260306368121,0.3432684679180072,0.3333333333333333,0.32,TP_0584,0.5254026118809312,0.2,,0.2599937408708651,,,,0.2599937408708651,0.26108077163696286,0.10219825389021917,0.39144305131872187
delta_tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,0.1462337047431002,0.3281467852740717,-0.9231264214551018,0.33640092293572343,0.6473072501851387,-0.08475552608961202,0.5093795505519614,0.3333333333333333,0.41333333333333333,TP_0587,1.1750637625134182,1.0,,0.27521994395424354,,,,0.27521994395424354,0.26108077163696286,0.11484706689386265,0.4398909432271764
delta_tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,0.1457007623875479,0.2521508913229947,-0.13551412771662608,0.1227515817849293,0.6566645512169933,-0.07309823306872774,0.36881256499854037,0.6666666666666666,0.3,TP_0454,0.7883722126382591,1.0,,0.2967899156678545,,,,0.2967899156678545,0.26108077163696286,0.11538000924941497,0.44193223624240235
delta_tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.4268021033393012,1.113896571000593,-0.026334558706374578,,,0.17842816670735684,1.1954370371500649,0.0,0.46,TP_0542,2.412622029622396,0.2,,,,2.412622029622396,,2.412622029622396,0.4268021033393012,0.0,0.0
delta_tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.3413198770977956,0.9897962153517232,0.18961611462056027,0.4740173558793062,0.4595397213432831,0.05156683447339261,0.8412485226175589,0.6666666666666666,0.3466666666666667,TP_0542,2.539298617483889,0.1,,,,2.539298617483889,,2.539298617483889,0.4268021033393012,0.08548222624150559,0.200285391221581
delta_tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.3392578501027884,0.9890549425494288,0.19082947668848804,0.4785031229180072,0.4602302148180889,0.05220780147429887,0.8328316572055858,0.6666666666666666,0.35333333333333333,TP_0542,2.538457711633162,0.0,,,,2.538457711633162,,2.538457711633162,0.4268021033393012,0.08754425323651277,0.2051167333796301
delta_tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.33654869459350983,0.9881470712104997,0.1923142992865423,0.4925763454150715,0.4614407913343642,0.052374413456410356,0.8281883803639732,0.6666666666666666,0.36666666666666664,TP_0542,2.540343576372212,0.0,,,,2.540343576372212,,2.540343576372212,0.4268021033393012,0.09025340874579135,0.21146430169778538
delta_tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.299549916084424,0.9276640643053242,0.28816279159006364,0.726102854768719,0.5381583075560112,0.0349908805749913,0.8380722330486966,0.3333333333333333,0.46,TP_0542,2.849072649728684,0.2,,,,2.849072649728684,,2.849072649728684,0.4268021033393012,0.1272521872548772,0.2981526713651494
delta_tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.28537500581814595,0.8910330970336708,0.3432699470860796,0.689156712812374,0.596876569848853,0.03906581351158228,0.7032446572585564,1.0,0.44666666666666666,TP_0542,2.948999634049845,0.3,,,,2.9489996340498448,,2.9489996340498448,0.4268021033393012,0.14142709752115523,0.3313645748571273
delta_tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.36610901997884115,0.7388312500576407,-0.017546648691453504,,,0.09702087402343747,0.7194940948486322,0.3333333333333333,0.49333333333333335,TP_0037,2.507534255981445,,,,,,2.507534255981445,2.507534255981445,0.36610901997884115,0.0,0.0
delta_tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.24651042227166642,0.559987858362923,0.4154508449481522,0.5898823933205499,0.6537514286719336,0.08001543863718177,0.5946425680173862,1.0,0.36666666666666664,TP_0037,1.9885905275510356,,,,,,1.9885905275510356,1.9885905275510356,0.36610901997884115,0.11959859770717474,0.3266748186485184
delta_tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.24576889244031283,0.5595991386600024,0.41626210149694454,0.5902445556595669,0.6543249723870904,0.079827414907351,0.5942864388138575,1.0,0.36666666666666664,TP_0037,1.988413706533855,,,,,,1.988413706533855,1.988413706533855,0.36610901997884115,0.12034012753852832,0.3287002531253757
delta_tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.24412234128199198,0.5587406056315513,0.41805186061020816,0.5974153699721029,0.655664588212063,0.07969775121372849,0.5944824911984132,1.0,0.36666666666666664,TP_0037,1.9861257536287902,,,,,,1.9861257536287902,1.9861257536287902,0.36610901997884115,0.12198667869684918,0.3331976871367421
delta_tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.19728509189300322,0.5413911842279807,0.45363084327372327,0.5438810718752377,0.6877176280114315,0.10169694083528355,0.5385814778995565,0.6666666666666666,0.49333333333333335,TP_0170,1.9745345660499134,,,,,,1.6862105480880334,1.6862105480880334,0.36610901997884115,0.16882392808583793,0.4611302067771914
delta_tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.18283333911764024,0.4544713619938693,0.6149857007831656,0.5046134042124212,0.792377762937835,0.0754134955478983,0.43849791698984114,0.6666666666666666,0.4266666666666667,TP_0170,1.8797546601149655,,,,,,1.1681413446438522,1.1681413446438522,0.36610901997884115,0.1832756808612009,0.5006041120532707
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,0.2922199439154731,0.4536362181046989,-0.007032514690371361,,,-0.03790891011555991,0.4413679250081378,0.06666666666666667,0.46,TP_0037,2.1427637227376297,0.1111111111111111,0.20870722452799478,0.35561620076497397,0.21537531534830728,0.2503496297200521,2.1427637227376297,0.6345624186197916,0.2922199439154731,0.0,0.0
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,0.18940338878325477,0.31309914654965204,0.5202755888229202,0.4551058578802234,0.7673217405927947,0.08349834696451831,0.3440472991916589,0.8,0.28,TP_0037,1.5738352572510619,0.3333333333333333,0.0568339805330178,0.6511596874415169,0.0805208261932463,0.30899622656264625,1.5738352572510619,0.5342691955962978,0.2922199439154731,0.10281655513221835,0.3518464679534633
delta_tmrt_p90_c,ridge,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,0.18903794170818075,0.31282166945676637,0.5211255020371042,0.45632220576463794,0.7673605564611581,0.08329633821729732,0.3436289616763169,0.8,0.28,TP_0037,1.5764540737518382,0.3333333333333333,0.056138232460481025,0.6502736483422753,0.07969168030436385,0.3076357565513035,1.5764540737518382,0.5340386782820523,0.2922199439154731,0.10318200220729237,0.35309705704802463
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,0.1881145644257618,0.31233776458563905,0.5226059012108896,0.45693037970684525,0.7674951625908187,0.08217339474801913,0.34466620395358966,0.8,0.28,TP_0037,1.5783657154139175,0.3333333333333333,0.05268934190655308,0.648589540670081,0.07465721733847708,0.30698399149745725,1.5783657154139175,0.5322571613652972,0.2922199439154731,0.10410537948971132,0.3562569278975175
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,0.05190829973504438,0.1391764098772858,0.9052107013805473,0.8306951082087447,0.9514447510231263,0.0025474044275027178,0.1066036877909888,0.8666666666666667,0.46,TP_0542,1.145992265504504,0.8888888888888888,0.0117472333762637,0.41525663044604355,0.014344516723547725,1.145992265504504,0.5848482480124819,0.4344377788125682,0.2922199439154731,0.24031164418042875,0.8223656502033302
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,0.07393153659586242,0.18490723927943284,0.8326846139390109,0.7183638267490623,0.9130128539917612,0.0135017414087436,0.16812595084245952,0.8666666666666667,0.4,TP_0542,1.588102796227532,0.8888888888888888,0.03407280718769647,0.3367770105751222,0.013161770015680049,1.588102796227532,0.3897256932583246,0.47236801545287105,0.2922199439154731,0.2182884073196107,0.7470003737416099
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.26203527069091803,0.3719605482756166,-0.04827576221705554,,,-0.07982219696044925,0.2273431701660154,0.06666666666666667,0.5,TP_0575,1.9879653549194336,0.1111111111111111,0.19023059844970705,0.3050124740600586,0.22375797271728515,0.11952136993408205,0.4662253952026367,0.2609495620727539,0.26203527069091803,0.0,0.0
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.18158005866369148,0.30079855080787693,0.3144592660774582,0.4397743408136117,0.7546969872148912,-0.05631933848063146,0.3851999638669768,0.7333333333333333,0.3933333333333333,TP_0746,1.8309701917939645,0.1111111111111111,0.16245701239700142,0.5012506348929735,0.019078688822776524,0.8018290082066901,0.2641095460157459,0.3497449780670375,0.26203527069091803,0.08045521202722655,0.3070396279672097
delta_tmrt_p90_c,ridge,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.18119849811336788,0.3002500966410127,0.316956917058816,0.4415038801593876,0.7548681397708046,-0.056358444734341685,0.38340651258611175,0.7333333333333333,0.3933333333333333,TP_0746,1.8257956758494265,0.1111111111111111,0.1613539084112502,0.5006136955929807,0.01986037741838184,0.8001692315011787,0.26111498021408974,0.34862243862757625,0.26203527069091803,0.08083677257755015,0.30849576991832
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.18050657854683147,0.29996797157574007,0.3182399343909764,0.4410287319874711,0.7551047977164059,-0.0566582472908203,0.3835019754453417,0.7333333333333333,0.3933333333333333,TP_0746,1.8280467371878224,0.1111111111111111,0.1577229591026113,0.5013358092237162,0.024137906226498,0.798505665477071,0.25796053551233933,0.34793257510844716,0.26203527069091803,0.08152869214408656,0.311136328819845
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.07351408805313692,0.2239381208722708,0.6200400296173307,0.8376076617677365,0.9096892102878794,-0.0505658650283599,0.20705982529631636,0.8666666666666667,0.5,TP_0037,1.7888798444233247,0.8888888888888888,0.022233432726080526,0.3750832740767148,0.01696538582114714,1.5139692862071688,1.7888798444233247,0.7434262446508872,0.26203527069091803,0.18852118263778112,0.7194496456171735
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.07982429005987166,0.2616009679203872,0.4814860094436122,0.772326745152558,0.8504822862055805,-0.04728429169395222,0.1562666001661228,0.8,0.44666666666666666,TP_0542,2.3015404960094914,0.7777777777777778,0.04474586000757946,0.3165198740889664,0.018373877471005478,2.3015404960094914,1.8071333373320537,0.8976626889818192,0.26203527069091803,0.18221098063104638,0.6953681470078589
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.295007783847385,0.47383662380274194,-0.005451697865669569,,,-0.034891039530436235,0.3644782129923495,0.06666666666666667,0.4533333333333333,TP_0575,2.7058939997355145,0.1111111111111111,0.19073914845784506,0.04354905446370447,0.21477174123128256,0.2654185358683268,1.6942400995890299,0.48174371592203774,0.295007783847385,0.0,0.0
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.19297403557433507,0.3094089249330297,0.5712840562084205,0.43683279317239593,0.7699983091377289,-0.03029929835281094,0.4156671103704534,0.7333333333333333,0.37333333333333335,TP_0170,1.3763743661163252,0.3333333333333333,0.17019732536333584,0.11703650848062608,0.04308698124722457,0.41382203196470146,0.9976105311687447,0.3483506756449265,0.295007783847385,0.10203374827304995,0.3458679867438162
delta_tmrt_p90_c,ridge,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.19269775084431254,0.30919003714942433,0.5718904219717709,0.43730705156094324,0.7701031678989932,-0.03030693852115976,0.4141495694438892,0.7333333333333333,0.37333333333333335,TP_0170,1.3773399546211016,0.3333333333333333,0.16907553117539872,0.11656054998442975,0.04381296051237593,0.4121670169733831,1.0004002718299325,0.348403266095104,0.295007783847385,0.10231003300307248,0.34680452043936594
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.1920607100912229,0.30896988948105075,0.572499845053881,0.437643308533151,0.7703277881465773,-0.03035398112385031,0.4123770407275286,0.7333333333333333,0.37333333333333335,TP_0170,1.37848821944541,0.3333333333333333,0.16534791331895274,0.11787796661018385,0.0478948198979971,0.41014474350413166,1.0041659519393578,0.3490862790541246,0.295007783847385,0.1029470737561621,0.3489639236414834
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.04549117844946831,0.14089818748913133,0.9110973361499886,0.8192685939131952,0.9562832116200568,0.005925236921499201,0.1031161911756944,0.9333333333333333,0.4533333333333333,TP_0542,1.28632612932296,0.8888888888888888,0.010093482974983943,0.07374836982849375,0.013258333095782749,1.28632612932296,0.12060703618185808,0.3008066702808157,0.295007783847385,0.2495166053979167,0.8457966842223998
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.06168966438374954,0.18343723713622034,0.8493118980414629,0.7329086805458833,0.9219257448733055,0.008137958370010344,0.1586615886248045,0.8666666666666667,0.4,TP_0542,1.6560106677140505,0.8888888888888888,0.010203474639297938,0.1465464812176824,0.0011013089742377639,1.6560106677140505,0.21428125815272292,0.4056286381395983,0.295007783847385,0.23331811946363548,0.7908880112273133
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,0.39720564481947157,1.1274385671170501,-0.011532340470140623,,,0.12038204828898105,0.7227503140767411,0.06666666666666667,0.44666666666666666,TP_0542,11.349367745717366,0.2222222222222222,0.1694692293802898,0.1088231722513835,0.1837171236673991,11.349367745717366,3.903532632191976,3.1429819806416828,0.39720564481947157,0.0,0.0
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,0.2799988041153684,0.9885569658212482,0.2223263213958242,0.4204583557307412,0.5125357348835394,0.09540537211100265,0.3746557126909768,0.8,0.3933333333333333,TP_0542,10.893127143328337,0.2222222222222222,0.13624285050060508,0.09748457080411466,0.057702719117790124,10.893127143328337,3.268919553548861,2.8906953674599416,0.39720564481947157,0.11720684070410314,0.29507848700733647
delta_tmrt_p90_c,ridge,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,0.27989160189441764,0.9887027579633709,0.222096922229304,0.420910929249578,0.5124992939623485,0.09544693064041689,0.37382613624407157,0.8,0.3933333333333333,TP_0542,10.893922835014479,0.2222222222222222,0.13556126294441562,0.09680772389530559,0.057827070204991615,10.893922835014479,3.2712541011643115,2.8910745986447006,0.39720564481947157,0.11731404292505393,0.29534837798786245
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,0.2792839776740503,0.9887760908235709,0.22198152258515436,0.42505431784444614,0.5126822526271549,0.0959372097725315,0.3703942499294426,0.8,0.3933333333333333,TP_0542,10.893388900933187,0.2222222222222222,0.1338015725975791,0.09359924655077351,0.056554837679214515,10.893388900933187,3.276045281283778,2.8906779678089065,0.39720564481947157,0.1179216671454213,0.2968781251812678
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,0.12565431069752314,0.9010634107101001,0.3538926105492818,0.8195852705056137,0.6150091406406233,0.09158703573981643,0.12425329827505455,0.8666666666666667,0.44666666666666666,TP_0542,10.853211198458595,1.0,0.0007762620610360302,0.19137451117237944,0.009631731168095247,10.853211198458595,1.4989253814636712,2.5107838168647554,0.39720564481947157,0.27155133412194843,0.6836542674144711
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,0.14547832705872665,0.8979567497152491,0.35834019182843135,0.8004523472320333,0.629817901477067,0.08777388784818882,0.1699341329469583,0.9333333333333333,0.4266666666666667,TP_0542,10.686237795708601,0.7777777777777778,0.14106331716591802,0.14905408656674907,0.009489076245567742,10.686237795708601,2.0108664934846634,2.5993421538343,0.39720564481947157,0.2517273177607449,0.6337455699431311
delta_tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,0.33607627351548935,0.6566216269107642,-0.0024166325092498386,,,0.0322400983174642,0.5771361605326321,0.06666666666666667,0.44666666666666666,TP_0037,4.233888556162516,0.2222222222222222,0.20134551366170247,0.14818007787068688,0.20134551366170247,0.06180007298787438,4.233888556162516,0.9693119468688967,0.33607627351548935,0.0,0.0
delta_tmrt_p90_c,linear_regression,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,0.2572588247886092,0.45887464253531707,0.5104398978073171,0.4439180502890671,0.7306886577066044,-0.0578322347005208,0.43919629280857064,0.7333333333333333,0.43333333333333335,TP_0037,3.53489237480939,0.0,0.2570743018218932,0.11125623705073906,0.13980007736526556,0.8166786932397049,3.53489237480939,0.9719403368573986,0.33607627351548935,0.07881744872688018,0.23452250259269664
delta_tmrt_p90_c,ridge,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,0.25713866424700005,0.4589707554198364,0.5102347962091212,0.4436878620337967,0.7307016936920737,-0.05768236393010812,0.43893902467031276,0.7333333333333333,0.43333333333333335,TP_0037,3.537082166838301,0.0,0.25540752545386586,0.11085593106665959,0.14032151476783064,0.8148118247426205,3.537082166838301,0.9716957925738555,0.33607627351548935,0.0789376092684893,0.23488004208916927
delta_tmrt_p90_c,elasticnet,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,0.25637524764374325,0.4589797999901662,0.5102154931950407,0.4443277073535315,0.7306275612120672,-0.056816980817559114,0.43673926811088226,0.7333333333333333,0.43333333333333335,TP_0037,3.5415786539049385,0.0,0.2504076278473032,0.11099164132280634,0.14337878683590097,0.8122282322950102,3.5415786539049385,0.9717169884411918,0.33607627351548935,0.0797010258717461,0.2371515996593338
delta_tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,0.08397022219246854,0.37069803766992226,0.6805091149055472,0.8169572815766027,0.8587660986463911,-0.027245426843300495,0.13232075936119295,0.8666666666666667,0.44666666666666666,TP_0542,4.208298336664836,1.0,0.015424496489223003,0.2162278397205443,0.012358435011949992,4.208298336664836,0.11087855762905541,0.9126375331031216,0.33607627351548935,0.25210605132302083,0.7501453425613562
delta_tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,0.11887138247214062,0.32979407446102277,0.7471263397449306,0.7185644895461966,0.8692505159220275,-0.03580427090855595,0.2688593981998898,0.8666666666666667,0.42,TP_0542,2.95467607805279,0.7777777777777778,0.081008023726353,0.20031764649724407,0.1459381661359516,2.95467607805279,1.5818328047035441,0.9927545438231766,0.33607627351548935,0.21720489104334872,0.6462964159037488
delta_tmrt_p90_c,dummy_mean,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,0.33970945089579846,1.001619048776193,-0.001248431103390013,,,0.03536828008453924,0.20010682712015546,0.0,0.4785276073619632,TP_0542,5.714424133300781,0.23076923076923078,,0.14694139132913986,,5.714424133300781,,2.9306827623149605,0.33970945089579846,0.0,0.0
delta_tmrt_p90_c,linear_regression,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,0.22719331352213096,0.8921345930968578,0.20567641575534934,0.39535840682646917,0.46368408063844474,0.042518754891531826,0.2966527960892722,0.9090909090909091,0.3496932515337423,TP_0542,5.692593614806135,0.07692307692307693,,0.05442816379575102,,5.692593614806135,,2.873510889300943,0.33970945089579846,0.1125161373736675,0.3312128558006483
delta_tmrt_p90_c,ridge,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,0.2269087784355026,0.892163940319096,0.20562415553732194,0.3972727436226268,0.46377865641123756,0.042549192069281386,0.29626088647556975,0.9090909090909091,0.3496932515337423,TP_0542,5.692630177874506,0.07692307692307693,,0.05331327639375741,,5.692630177874506,,2.8729717271341317,0.33970945089579846,0.11280067246029585,0.33205043946480023
delta_tmrt_p90_c,elasticnet,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,0.22593521555005078,0.8919170040940146,0.20606383487542956,0.4016487978925936,0.46460111672699134,0.04315247068408779,0.2969474935597588,0.9090909090909091,0.3558282208588957,TP_0542,5.692941313228234,0.07692307692307693,,0.047951519155168015,,5.692941313228234,,2.870446416191701,0.33970945089579846,0.11377423534574768,0.33491630876247386
