row_id,cell_id,hour_sgt,scenario_context,source,label_source,target_definition,tmrt_p90_c,tmrt_p90_c_base,tmrt_p90_c_overhead_as_canopy,delta_tmrt_mean_c,delta_tmrt_p75_c,delta_tmrt_p90_c,delta_tmrt_p95_c,delta_tmrt_max_c,delta_pct_pixels_ge_40,delta_pct_pixels_ge_45,delta_pct_pixels_ge_50,delta_pct_pixels_ge_55,m_rad_pct01,typology_label,primary_role,secondary_roles,in_n24_completed,source_feature_completeness,sampling_feature_completeness,centroid_x,centroid_y,centroid_x_normalized,centroid_y_normalized,svf_or_open_sky,shade_fraction,building_density,building_height_or_canyon_proxy,road_or_hardscape_fraction,tree_or_gvi_fraction,grass_fraction,water_edge_or_water_fraction,overhead_fraction,impervious_or_built_fraction,feature_source,forcing_setup
TP_0018|overhead_as_canopy_minus_base|h10,TP_0018,10,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,43.8294677734375,43.8294677734375,43.63562774658203,-0.3251113891601562,-0.1532936096191406,-0.1938400268554687,-0.1775665283203125,0.0,-2.8799999999999955,0.0,0.0,0.0,0.1476510067114094,transport,,,False,1.0,1.0,30450.0,34250.0,0.6153846153846154,0.0,0.378045167948585,0.5044236837220814,0.1168000000003994,12.0,0.0299961502559522,0.033394167669786,0.0,0.0,0.0441155984557033,0.4054577204307356,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0018|overhead_as_canopy_minus_base|h12,TP_0018,12,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.64006042480469,60.64006042480469,60.47301483154297,-0.8005218505859375,-0.2747840881347656,-0.1670455932617187,-0.1593170166015625,0.0,-1.0800000000000054,-3.640000000000001,-3.6799999999999926,-3.680000000000007,0.1879194630872483,transport,,,False,1.0,1.0,30450.0,34250.0,0.6153846153846154,0.0,0.378045167948585,0.5044236837220814,0.1168000000003994,12.0,0.0299961502559522,0.033394167669786,0.0,0.0,0.0441155984557033,0.4054577204307356,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0018|overhead_as_canopy_minus_base|h13,TP_0018,13,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.21597671508789,60.21597671508789,59.78718185424805,-0.6692962646484375,-0.5158958435058594,-0.4287948608398437,-0.3992233276367187,0.0,-1.1600000000000108,-2.640000000000001,-2.599999999999987,-2.5600000000000094,0.1677852348993288,transport,,,False,1.0,1.0,30450.0,34250.0,0.6153846153846154,0.0,0.378045167948585,0.5044236837220814,0.1168000000003994,12.0,0.0299961502559522,0.033394167669786,0.0,0.0,0.0441155984557033,0.4054577204307356,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0018|overhead_as_canopy_minus_base|h15,TP_0018,15,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,57.592247009277344,57.592247009277344,57.09496307373047,-0.5883560180664062,-0.568359375,-0.497283935546875,-0.3322105407714844,0.0,-2.0400000000000063,-2.199999999999996,-2.119999999999997,-4.399999999999999,0.1543624161073825,transport,,,False,1.0,1.0,30450.0,34250.0,0.6153846153846154,0.0,0.378045167948585,0.5044236837220814,0.1168000000003994,12.0,0.0299961502559522,0.033394167669786,0.0,0.0,0.0441155984557033,0.4054577204307356,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0018|overhead_as_canopy_minus_base|h16,TP_0018,16,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,48.46343231201172,48.46343231201172,48.000606536865234,-0.4761848449707031,-0.535858154296875,-0.4628257751464844,-0.4105796813964844,0.0,-2.5600000000000023,-2.759999999999998,0.0,0.0,0.174496644295302,transport,,,False,1.0,1.0,30450.0,34250.0,0.6153846153846154,0.0,0.378045167948585,0.5044236837220814,0.1168000000003994,12.0,0.0299961502559522,0.033394167669786,0.0,0.0,0.0441155984557033,0.4054577204307356,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0020|overhead_as_canopy_minus_base|h10,TP_0020,10,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,46.61700439453125,46.61700439453125,46.61700439453125,7.62939453125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798657718120806,residential,,,False,1.0,1.0,30650.0,34250.0,0.6923076923076923,0.0,0.2082807371095671,0.607527709359606,0.2980000000019622,54.0,0.0803865545107955,0.0,0.0,0.0943931039838471,0.0,0.5267164507357313,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0020|overhead_as_canopy_minus_base|h12,TP_0020,12,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,62.3538932800293,62.3538932800293,62.3538932800293,-8.0108642578125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932885906040269,residential,,,False,1.0,1.0,30650.0,34250.0,0.6923076923076923,0.0,0.2082807371095671,0.607527709359606,0.2980000000019622,54.0,0.0803865545107955,0.0,0.0,0.0943931039838471,0.0,0.5267164507357313,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0020|overhead_as_canopy_minus_base|h13,TP_0020,13,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,62.61883544921875,62.61883544921875,62.61883544921875,-8.392333984375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798657718120806,residential,,,False,1.0,1.0,30650.0,34250.0,0.6923076923076923,0.0,0.2082807371095671,0.607527709359606,0.2980000000019622,54.0,0.0803865545107955,0.0,0.0,0.0943931039838471,0.0,0.5267164507357313,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0020|overhead_as_canopy_minus_base|h15,TP_0020,15,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.84413528442383,60.84413528442383,60.84413528442383,-6.4849853515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798657718120806,residential,,,False,1.0,1.0,30650.0,34250.0,0.6923076923076923,0.0,0.2082807371095671,0.607527709359606,0.2980000000019622,54.0,0.0803865545107955,0.0,0.0,0.0943931039838471,0.0,0.5267164507357313,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0020|overhead_as_canopy_minus_base|h16,TP_0020,16,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,51.8553352355957,51.8553352355957,51.8553352355957,-3.4332275390625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798657718120806,residential,,,False,1.0,1.0,30650.0,34250.0,0.6923076923076923,0.0,0.2082807371095671,0.607527709359606,0.2980000000019622,54.0,0.0803865545107955,0.0,0.0,0.0943931039838471,0.0,0.5267164507357313,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0023|overhead_as_canopy_minus_base|h10,TP_0023,10,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,44.306732177734375,44.306732177734375,44.306732177734375,-0.3197402954101562,-0.2572593688964844,0.0,0.0,0.0,-3.3200000000000003,0.0,0.0,0.0,0.261744966442953,residential,,,False,1.0,1.0,30950.0,34250.0,0.8076923076923077,0.0,0.2446768278795783,0.6116817964644051,0.1247999999991895,29.299999237060547,0.1777087959264806,0.0,0.0,0.0,0.0410145402015899,0.543484583918996,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0023|overhead_as_canopy_minus_base|h12,TP_0023,12,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.7532844543457,60.7532844543457,60.74524688720703,-0.5540695190429688,-0.4988212585449219,-0.0080375671386718,0.0,0.0,-0.7199999999999989,-2.559999999999995,-2.6000000000000014,-2.6000000000000014,0.2147651006711409,residential,,,False,1.0,1.0,30950.0,34250.0,0.8076923076923077,0.0,0.2446768278795783,0.6116817964644051,0.1247999999991895,29.299999237060547,0.1777087959264806,0.0,0.0,0.0,0.0410145402015899,0.543484583918996,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0023|overhead_as_canopy_minus_base|h13,TP_0023,13,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.4276008605957,60.4276008605957,60.4276008605957,-0.5565681457519531,-0.649658203125,0.0,0.0,0.0,-0.8399999999999963,-2.559999999999995,-2.640000000000001,-2.999999999999993,0.2416107382550335,residential,,,False,1.0,1.0,30950.0,34250.0,0.8076923076923077,0.0,0.2446768278795783,0.6116817964644051,0.1247999999991895,29.299999237060547,0.1777087959264806,0.0,0.0,0.0,0.0410145402015899,0.543484583918996,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0023|overhead_as_canopy_minus_base|h15,TP_0023,15,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,58.221954345703125,58.221954345703125,58.221954345703125,-0.5739822387695312,-0.9770965576171876,0.0,0.0,0.0,-1.1999999999999955,-2.5999999999999943,-2.68,-6.199999999999999,0.2818791946308724,residential,,,False,1.0,1.0,30950.0,34250.0,0.8076923076923077,0.0,0.2446768278795783,0.6116817964644051,0.1247999999991895,29.299999237060547,0.1777087959264806,0.0,0.0,0.0,0.0410145402015899,0.543484583918996,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0023|overhead_as_canopy_minus_base|h16,TP_0023,16,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,49.11055374145508,49.11055374145508,49.11055374145508,-0.5173721313476562,-1.4262580871582031,0.0,0.0,0.0,-3.840000000000007,-6.159999999999997,0.0,0.0,0.2885906040268456,residential,,,False,1.0,1.0,30950.0,34250.0,0.8076923076923077,0.0,0.2446768278795783,0.6116817964644051,0.1247999999991895,29.299999237060547,0.1777087959264806,0.0,0.0,0.0,0.0410145402015899,0.543484583918996,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0028|overhead_as_canopy_minus_base|h10,TP_0028,10,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,45.90656661987305,45.90656661987305,45.90656661987305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6442953020134228,residential,,,False,1.0,1.0,31450.0,34250.0,1.0,0.0,0.6512152166514856,0.1389059618930546,0.4307999999993652,30.0,0.3217532437387226,0.0,0.0,0.0,0.0,0.619668731801867,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0028|overhead_as_canopy_minus_base|h12,TP_0028,12,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,61.98798370361328,61.98798370361328,61.98798370361328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6845637583892618,residential,,,False,1.0,1.0,31450.0,34250.0,1.0,0.0,0.6512152166514856,0.1389059618930546,0.4307999999993652,30.0,0.3217532437387226,0.0,0.0,0.0,0.0,0.619668731801867,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0028|overhead_as_canopy_minus_base|h13,TP_0028,13,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,61.98642349243164,61.98642349243164,61.98642349243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6375838926174496,residential,,,False,1.0,1.0,31450.0,34250.0,1.0,0.0,0.6512152166514856,0.1389059618930546,0.4307999999993652,30.0,0.3217532437387226,0.0,0.0,0.0,0.0,0.619668731801867,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0028|overhead_as_canopy_minus_base|h15,TP_0028,15,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.113887786865234,60.113887786865234,60.113887786865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6644295302013423,residential,,,False,1.0,1.0,31450.0,34250.0,1.0,0.0,0.6512152166514856,0.1389059618930546,0.4307999999993652,30.0,0.3217532437387226,0.0,0.0,0.0,0.0,0.619668731801867,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0028|overhead_as_canopy_minus_base|h16,TP_0028,16,overhead_as_canopy_minus_base,solweig_b7_new,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,51.07486343383789,51.07486343383789,51.07486343383789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6510067114093959,residential,,,False,1.0,1.0,31450.0,34250.0,1.0,0.0,0.6512152166514856,0.1389059618930546,0.4307999999993652,30.0,0.3217532437387226,0.0,0.0,0.0,0.0,0.619668731801867,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0037|overhead_as_canopy_minus_base|h10,TP_0037,10,overhead_as_canopy_minus_base,completed_n24_existing,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,46.506309509277344,46.506309509277344,44.148170471191406,-2.846527099609375,-1.4201011657714844,-2.358139038085937,-2.170452117919922,-1.1203880310058594,-21.40000000000001,-21.68,0.0,0.0,0.2348993288590604,other,street_canyon_wall_adjacent,covered_walkway_or_pedestrian_overhead|transport_overhead_or_viaduct|overhead_sensitivity_probe,True,1.0,1.0,29450.0,34350.0,0.2307692307692307,0.0,0.3378952111491181,0.41134835437065,0.5971999999964912,60.0,0.2124919572906303,0.0,0.0,0.0,0.2178881634841498,0.5846986530986527,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0037|overhead_as_canopy_minus_base|h12,TP_0037,12,overhead_as_canopy_minus_base,completed_n24_existing,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,62.27238082885742,62.27238082885742,61.5823974609375,-5.696437835693359,-0.79901123046875,-0.6899833679199219,-0.5150909423828125,-0.1313514709472656,-22.32,-22.44,-22.440000000000005,-22.440000000000005,0.4630872483221476,other,street_canyon_wall_adjacent,covered_walkway_or_pedestrian_overhead|transport_overhead_or_viaduct|overhead_sensitivity_probe,True,1.0,1.0,29450.0,34350.0,0.2307692307692307,0.0,0.3378952111491181,0.41134835437065,0.5971999999964912,60.0,0.2124919572906303,0.0,0.0,0.0,0.2178881634841498,0.5846986530986527,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0037|overhead_as_canopy_minus_base|h13,TP_0037,13,overhead_as_canopy_minus_base,completed_n24_existing,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,62.51641082763672,62.51641082763672,60.607398986816406,-5.596271514892578,-0.6862373352050781,-1.9090118408203125,-1.7605209350585938,-0.976909637451172,-21.879999999999995,-22.04,-22.07999999999999,-22.040000000000006,0.2751677852348993,other,street_canyon_wall_adjacent,covered_walkway_or_pedestrian_overhead|transport_overhead_or_viaduct|overhead_sensitivity_probe,True,1.0,1.0,29450.0,34350.0,0.2307692307692307,0.0,0.3378952111491181,0.41134835437065,0.5971999999964912,60.0,0.2124919572906303,0.0,0.0,0.0,0.2178881634841498,0.5846986530986527,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0037|overhead_as_canopy_minus_base|h15,TP_0037,15,overhead_as_canopy_minus_base,completed_n24_existing,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,60.72555160522461,60.72555160522461,56.638301849365234,-5.091545104980469,-6.052768707275391,-4.087249755859375,-2.9075965881347656,-1.0236968994140625,-20.32,-20.680000000000003,-20.680000000000003,-20.680000000000003,0.1409395973154362,other,street_canyon_wall_adjacent,covered_walkway_or_pedestrian_overhead|transport_overhead_or_viaduct|overhead_sensitivity_probe,True,1.0,1.0,29450.0,34350.0,0.2307692307692307,0.0,0.3378952111491181,0.41134835437065,0.5971999999964912,60.0,0.2124919572906303,0.0,0.0,0.0,0.2178881634841498,0.5846986530986527,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
TP_0037|overhead_as_canopy_minus_base|h16,TP_0037,16,overhead_as_canopy_minus_base,completed_n24_existing,n150_base_vs_overhead_delta_merged,delta_tmrt_p90_c = tmrt_p90_c_overhead_as_canopy - tmrt_p90_c_base,51.73152160644531,51.73152160644531,47.29628753662109,-3.3816680908203125,-11.648841857910156,-4.435234069824219,-3.084705352783203,-1.0989227294921875,-19.32,-19.32,-20.96,0.0,0.1342281879194631,other,street_canyon_wall_adjacent,covered_walkway_or_pedestrian_overhead|transport_overhead_or_viaduct|overhead_sensitivity_probe,True,1.0,1.0,29450.0,34350.0,0.2307692307692307,0.0,0.3378952111491181,0.41134835437065,0.5971999999964912,60.0,0.2124919572906303,0.0,0.0,0.0,0.2178881634841498,0.5846986530986527,outputs/v12_systemb_n150_sample_design/n150_sampling_feature_matrix.csv,n150_single_forcing_pairwise
