qa_check,status,station_count,expected_station_count,buffer_count,expected_buffers,feature_name,buffer_m,metric_value,all_27_station_coverage,all_nan_feature,constant_feature,high_missing_gt_20_pct,high_missing_gt_50_pct,high_missing_gt_80_pct,notes
feature_coverage,FAIL,27,27,4,4,distance_to_park_m,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_park_m,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_coast_or_water_m,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_coast_or_water_m,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_coast_or_water_m,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_coast_or_water_m,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_major_road_m,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_major_road_m,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_major_road_m,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_major_road_m,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lcz_like_class,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lcz_like_class,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lcz_like_class,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lcz_like_class,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,landuse_majority,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,landuse_majority,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,landuse_majority,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,landuse_majority,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
