ablation,filter_mode,description,n_rows,model,cv_scheme,mae,rmse,bias,r2
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M5_v10_morphology_ridge,loso,0.9346947439688283,1.2770824502218598,0.0036684188260614,0.6384301433909478
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M6_v10_overhead_ridge,loso,0.9346947439688053,1.277082450221838,0.0036684188259227,0.6384301433909603
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M7_compact_weather_ridge,loso,0.9346947439688,1.277082450221765,0.0036684188259512,0.6384301433910016
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M0_raw_proxy,time_block,1.2616193696814584,1.7355920617950105,-0.8095661189560619,0.3321950197365629
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M1_global_bias,time_block,1.1934343594050942,1.5501092711161788,0.0004819268371282,0.4673045701207317
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M1b_period_bias,time_block,1.0524565332058295,1.432090620957175,0.0004762245242814,0.5453310000869185
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M2_linear_proxy,time_block,1.176387987224512,1.523544317865038,-0.0178617805601536,0.4854062265967745
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M3_weather_ridge,time_block,0.9706282485243826,1.3141444594251797,-0.02214457494609,0.617139501848608
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M4_inertia_ridge,time_block,0.9603931635249612,1.3074524663357685,-0.0115484719774718,0.621028840380915
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M5_v10_morphology_ridge,time_block,1.0056023021614329,1.3850753776548126,-0.0129737580874288,0.5746943411345282
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M6_v10_overhead_ridge,time_block,1.005602302161249,1.3850753776544105,-0.0129737580880606,0.5746943411347752
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M7_compact_weather_ridge,time_block,1.0056023021609526,1.3850753776539313,-0.0129737580870761,0.5746943411350696
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M0_raw_proxy,loso,1.3486494541162375,1.9154029752810249,-1.1637793560565215,0.2149981547959232
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M1_global_bias,loso,1.238225851017967,1.5239240889526542,5.847989668325946e-06,0.5030908082100978
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M1b_period_bias,loso,0.864028894619901,1.1642892161956555,1.7649198117221592e-05,0.7099505059975373
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M2_linear_proxy,loso,1.1139225686026486,1.41708929986621,-0.0006495159745598,0.5703203359895452
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M3_weather_ridge,loso,0.698285118815611,0.9516466632604516,0.0007062313021634,0.8062231817921539
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M4_inertia_ridge,loso,0.6794969973759,0.9245142578692648,0.0016067764727496,0.817115209695691
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M5_v10_morphology_ridge,loso,0.728361791779305,0.9823274600115623,0.0017444503287057,0.7935271601305336
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M6_v10_overhead_ridge,loso,0.7283617917793026,0.9823274600115796,0.001744450328753,0.7935271601305264
