prediction_source,validation_scheme,dataset_label,target_col,model,event_target,official_event_threshold_c,bin_type,quantile_bin,bin_lower,bin_upper,n,mean_prediction_score,mean_official_wbgt,event_rate_ge31,official_mean_exceedance_above31,official_mean_exceedance_above33,mean_residual,residual_MAE,residual_bias,residual_p90,station_count,event_count,low_support,event_rate_ge33
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,decile,7,27.682,28.554,1049,28.113797803324818,27.91525262154433,,0.05052430886558627,0.0009532888465204957,-0.19854518178049527,1.461760465174092,-0.19854518178049527,2.349307503674796,27,2,False,0.0019065776930409914
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,decile,8,28.554,29.581,1045,29.08268023908922,28.674545454545456,,0.15282296650717708,0.0033492822966507177,-0.40813478454376717,2.053894621081964,-0.40813478454376717,2.5242356340825483,27,12,False,0.011483253588516746
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,decile,9,29.581,30.619,1047,30.145743205610927,29.32292263610315,,0.2216809933142312,0.007449856733524366,-0.8228205695077763,1.8591049517919493,-0.8228205695077763,1.6442848578985743,27,24,False,0.022922636103151862
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge33,33.0,decile,10,30.619,32.415,1048,31.094413246240823,30.779580152671755,,0.5431297709923665,0.03101145038167941,-0.3148330935690685,1.2954535328873145,-0.3148330935690685,1.558609769657036,27,78,False,0.07442748091603053
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,decile,1,23.953999999999997,25.356,1050,25.04584737791259,25.50495238095238,0.0,0.0,0.0,0.4591050030397905,0.6457072564302607,0.4591050030397905,1.4737071549142893,26,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,decile,2,25.356,25.688,1046,25.53358321134193,25.66271510516253,0.0,0.0,0.0,0.12913189382059104,0.6236126296937323,0.12913189382059104,1.131301278348003,26,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,decile,3,25.688,25.963,1046,25.830602546215623,25.778776290630972,0.0,0.0,0.0,-0.05182625558464778,0.6757179868822515,-0.05182625558464778,1.0161416363721827,27,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,decile,4,25.963,26.294,1050,26.126832777400086,25.920095238095236,0.0009523809523809524,0.0004761904761904762,0.0,-0.2067375393048457,0.6541511290588875,-0.2067375393048457,0.7303911566961077,27,1,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,decile,5,26.294,26.677,1047,26.46425144562061,26.32129894937918,0.0019102196752626551,0.0010506208213944582,0.0,-0.14295249624143475,0.7169754117726197,-0.14295249624143475,0.8701459899313,27,2,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,decile,6,26.677,27.424,1046,27.022661001002838,26.989770554493308,0.009560229445506692,0.004875717017208418,0.0,-0.032890446509527195,0.9716144142710076,-0.032890446509527195,1.9960216813605225,27,10,False,
