prediction_source,dataset_label,target_col,model,event_target,official_event_threshold_c,validation_scheme,calibrator,n_folds_evaluated,n,event_count,event_rate,Brier,log_loss,ROC_AUC,average_precision,ECE_10,MCE_10,calibration_intercept,calibration_slope,mean_predicted_probability,observed_event_rate,probability_bias,best_F1_train_selected_precision,best_F1_train_selected_recall,best_F1_train_selected_F1,best_F1_train_selected_false_alarm_ratio,best_F1_train_selected_miss_rate,best_F1_train_selected_CSI,diagnostic_rank_score,selection_scope
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,blocked_date_calibration,isotonic_score_calibration,5,10473,1196,0.11419841497183233,0.0642226807676685,0.2002288063435556,0.9278119043644818,0.5877051991100812,0.021090768465544484,0.27911672911680907,-0.10980614780884204,0.8273868290495565,0.11316047732363868,0.11419841497183233,-0.0010379376481936542,0.48143639683505784,0.6613712374581939,0.5572384642479746,0.5185636031649422,0.338628762541806,0.38623046875,15.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,station_grouped_calibration,empirical_bin_calibration,27,10473,1196,0.11419841497183233,0.06422749658490348,0.19683455062170752,0.9167109797560984,0.4683772301844092,0.006956596809079273,0.19003562531808327,-0.016727718140163935,0.9744086850133663,0.11410744190134332,0.11419841497183233,-9.09730704890116e-05,0.4711217183770883,0.8252508361204013,0.5998176845943483,0.5288782816229117,0.17474916387959866,0.4283854166666667,18.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,station_grouped_calibration,isotonic_score_calibration,27,10473,1196,0.11419841497183233,0.06842787855346273,0.21883273221581845,0.9051929863585383,0.5366418103522113,0.005126087126809043,0.3691382603885097,-0.06639140701398483,0.9363815354966158,0.1143957279814979,0.11419841497183233,0.00019731300966556453,0.4666666666666667,0.6555183946488294,0.545201668984701,0.5333333333333333,0.34448160535117056,0.37476099426386233,18.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,blocked_date_calibration,isotonic_score_calibration,5,10473,1196,0.11419841497183233,0.06491307248061647,0.20321373382500962,0.928067553337037,0.5834534516665012,0.015601216457309105,0.3811592869565217,-0.10996498506432474,0.8198962953335858,0.11260806688255709,0.11419841497183233,-0.0015903480892752453,0.49710982658959535,0.6471571906354515,0.5622956774427896,0.5028901734104047,0.3528428093645485,0.3911066195048004,24.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,station_grouped_calibration,isotonic_score_calibration,27,10473,1196,0.11419841497183233,0.06547584814006861,0.20095382195718586,0.9219840270990615,0.5498162961922883,0.007764481956198756,0.24705371413067423,-0.049588348942428195,0.936625577933468,0.1142763622745647,0.11419841497183233,7.794730273236183e-05,0.5065554231227652,0.7107023411371237,0.5915100904662491,0.4934445768772348,0.28929765886287623,0.4199604743083004,25.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,blocked_date_calibration,isotonic_score_calibration,5,10473,1196,0.11419841497183233,0.07025304763812559,0.2257453833264306,0.9046198603876311,0.5345537595373352,0.007792082952514254,0.139967154181725,-0.07753401750785288,0.8897803493164951,0.11170859180952107,0.11419841497183233,-0.0024898231623112638,0.46902106567534074,0.632943143812709,0.5387900355871885,0.5309789343246593,0.36705685618729095,0.3687286897223575,26.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,blocked_date_calibration,logistic_score_calibration,5,10473,1196,0.11419841497183233,0.07000382467997675,0.22227230369256548,0.9080332450917019,0.5431446221550615,0.012002074324366018,0.14467425214011775,-0.0022256756116679956,0.9738624962269272,0.11233281938528085,0.11419841497183233,-0.0018655955865514856,0.46979038224414305,0.637123745819398,0.5408090844570618,0.530209617755857,0.362876254180602,0.37062256809338523,30.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,empirical_bin_calibration,5,10473,1196,0.11419841497183233,0.06605456639242371,0.20357705817524432,0.9209231266739082,0.5084438295606338,0.023414852307473713,0.13300164142667548,-0.01909028200671358,0.9340601430094354,0.1121419443877949,0.11419841497183233,-0.002056470584037434,0.5097765363128491,0.6103678929765887,0.5555555555555556,0.49022346368715086,0.3896321070234114,0.38461538461538464,31.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,station_grouped_calibration,empirical_bin_calibration,27,10473,1196,0.11419841497183233,0.07108861962810736,0.22316049588052497,0.8928550956567884,0.42119324020240245,0.01044344180984412,0.11208309742124739,-0.01559420954153786,0.9822243005848356,0.11411610198620332,0.11419841497183233,-8.231298562901002e-05,0.4277511961722488,0.7474916387959866,0.5441265976871577,0.5722488038277512,0.2525083612040134,0.3737458193979933,33.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,station_grouped_calibration,logistic_score_calibration,27,10473,1196,0.11419841497183233,0.06879746425582908,0.21866051850550644,0.9110923804438856,0.5613522908792702,0.015387910012091499,0.09808877991655607,-0.01296549715980011,0.9900315072399272,0.1143409747413408,0.11419841497183233,0.00014255976950847127,0.46760895170789163,0.6638795986622074,0.5487214927436076,0.5323910482921084,0.33612040133779264,0.3780952380952381,36.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,future_block_calibration,isotonic_score_calibration,1,1863,243,0.13043478260869565,0.06029218688289475,0.18894886940305222,0.9536643296245491,0.7044300347431469,0.03386725314099092,0.15464724901418425,-0.2588174802366629,1.361133984052805,0.15580819164195556,0.13043478260869565,0.025373409033259908,0.47689075630252103,0.934156378600823,0.631432545201669,0.523109243697479,0.06584362139917696,0.4613821138211382,37.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,future_block_calibration,logistic_score_calibration,1,1863,243,0.13043478260869565,0.059569117035679395,0.1890157046650852,0.9531575471218818,0.7135659905766467,0.031798714658083746,0.15500919875953095,-0.3182497287837897,1.3527844391224548,0.15757230879190057,0.13043478260869565,0.02713752618320492,0.47789473684210526,0.934156378600823,0.6323119777158774,0.5221052631578947,0.06584362139917696,0.4623217922606925,38.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,station_grouped_calibration,empirical_bin_calibration,27,10473,1196,0.11419841497183233,0.0671981786066319,0.2076319362673002,0.9072546716210802,0.43532620535389827,0.0003852895666441788,0.0021966578563143435,-0.03304086466471563,0.959328956554217,0.11431532836479208,0.11419841497183233,0.00011691339295974434,0.46208869814020026,0.810200668896321,0.5885211053750379,0.5379113018597997,0.18979933110367894,0.41695352839931155,39.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,blocked_date_calibration,isotonic_score_calibration,5,10473,1196,0.11419841497183233,0.06929843389688835,0.21440043674773643,0.9163381189066497,0.51144341184729,0.02081062105145287,0.38791412475633513,-0.12486973931242185,0.8084651724323965,0.11225910212116079,0.11419841497183233,-0.0019393128506715457,0.45947426067908,0.7015050167224081,0.555261416280609,0.5405257393209201,0.298494983277592,0.3843334860284013,44.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,blocked_date_calibration,logistic_score_calibration,5,10473,1196,0.11419841497183233,0.06879461281687449,0.21328423838488217,0.9216975091777666,0.5289584804068218,0.01590303562583213,0.9026186793596966,-0.01642296594401864,0.9639162368025741,0.11288443506799647,0.11419841497183233,-0.0013139799038358602,0.46469622331691296,0.709866220735786,0.5616936817730731,0.535303776683087,0.290133779264214,0.390524379024839,45.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,station_grouped_calibration,logistic_score_calibration,27,10473,1196,0.11419841497183233,0.06658015036048359,0.20697621528123883,0.9265916570740094,0.5675147231343244,0.01198033511605827,0.14177506311005117,-0.008336002473128264,0.9914939066455486,0.11422496699129787,0.11419841497183233,2.6552019465539423e-05,0.5071599045346062,0.7107023411371237,0.5919220055710307,0.4928400954653938,0.28929765886287623,0.42037586547972305,46.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,future_block_calibration,logistic_score_calibration,1,1863,243,0.13043478260869565,0.0612054000372963,0.19298763089117726,0.950276888685668,0.6820707999127729,0.03463145699914925,0.1379987767653319,-0.3179344764076834,1.3036668354752303,0.15737657982691036,0.13043478260869565,0.026941797218214714,0.5022321428571429,0.9259259259259259,0.6512301013024603,0.49776785714285715,0.07407407407407407,0.48283261802575106,50.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,logistic_score_calibration,1,1863,243,0.13043478260869565,0.06244370018444527,0.19638859788286403,0.9468272112990905,0.6360497547623465,0.02803446158055781,0.11006676967440082,-0.27324982636502493,1.316018050793777,0.15619068922285587,0.13043478260869565,0.025755906614160218,0.47046843177189407,0.9506172839506173,0.6294277929155313,0.5295315682281059,0.04938271604938271,0.4592445328031809,52.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,future_block_calibration,empirical_bin_calibration,1,1863,243,0.13043478260869565,0.08003767888642589,0.2535602819603881,0.892794543514708,0.45950675864815943,0.014051639170947707,0.06267629002820642,-0.1832919559265218,0.9781467353945229,0.14446343804331652,0.13043478260869565,0.014028655434620868,0.403921568627451,0.8477366255144033,0.5471447543160691,0.596078431372549,0.1522633744855967,0.376599634369287,52.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,blocked_date_calibration,empirical_bin_calibration,5,10473,1196,0.11419841497183233,0.073521918462606,0.23269355929163185,0.8988753518158874,0.442863444545958,0.022425247592892713,0.5954285214807047,-0.0362655212136508,0.9157598368540857,0.1105682814611797,0.11419841497183233,-0.003630133510652639,0.42769084874348035,0.754180602006689,0.545839636913767,0.5723091512565197,0.24581939799331104,0.37536412817311693,59.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,blocked_date_calibration,empirical_bin_calibration,5,10473,1196,0.11419841497183233,0.06683704799684635,0.2043869882073043,0.9211567843369963,0.49644621157484936,0.025061213943821183,0.15545614827517396,-0.0459917912631449,0.9019835728790988,0.11244348596123692,0.11419841497183233,-0.0017549290105954157,0.47664543524416136,0.7508361204013378,0.5831168831168831,0.5233545647558386,0.2491638795986622,0.41154903758020167,63.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,future_block_calibration,empirical_bin_calibration,1,1863,243,0.13043478260869565,0.06419104855113006,0.19990566346479682,0.9417212823248489,0.59238476278374,0.03721440634072776,0.15101289134438303,-0.05892734983947786,1.661306006070921,0.1493379591382525,0.13043478260869565,0.018903176529556864,0.4663951120162933,0.9423868312757202,0.6239782016348774,0.5336048879837068,0.05761316872427984,0.4534653465346535,65.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,future_block_calibration,logistic_score_calibration,1,1863,243,0.13043478260869565,0.06673259765589575,0.210887472998057,0.9358431133465427,0.646335088572642,0.01908274541195292,0.1889598412295419,0.02419948563494624,1.2397514975513384,0.14045854392112078,0.13043478260869565,0.010023761312425133,0.45790554414784396,0.9176954732510288,0.6109589041095891,0.5420944558521561,0.0823045267489712,0.43984220907297833,69.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,blocked_date_calibration,empirical_bin_calibration,5,10473,1196,0.11419841497183233,0.0675911913192831,0.2064980964156157,0.9198393787202715,0.4857553445770714,0.027843603213790723,0.28920343615775085,-0.0601479118938099,0.8808430963242678,0.11244683201085784,0.11419841497183233,-0.001751582960974496,0.47393364928909953,0.7525083612040134,0.5815831987075929,0.5260663507109005,0.24749163879598662,0.41002277904328016,71.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,future_block_calibration,empirical_bin_calibration,1,1863,243,0.13043478260869565,0.06578330922474211,0.20337096473594835,0.9376708326982676,0.5671261573813889,0.027882358492259878,0.13119835474969863,-0.19678492849077747,1.5715230706057997,0.1549169828757708,0.13043478260869565,0.02448220026707515,0.4657258064516129,0.9506172839506173,0.6251691474966171,0.5342741935483871,0.04938271604938271,0.4547244094488189,74.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,empirical_bin_calibration,1,1863,243,0.13043478260869565,0.06633305611684708,0.2057397089682839,0.9359155108469237,0.5604636786987964,0.02771226446610222,0.13584411549302025,-0.20589840478772234,1.5747173307725055,0.15683785523891816,0.13043478260869565,0.026403072630222513,0.462,0.9506172839506173,0.6218034993270526,0.538,0.04938271604938271,0.451171875,76.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,future_block_calibration,isotonic_score_calibration,1,1863,243,0.13043478260869565,0.06432592176263253,0.2000324403736497,0.9485533201239649,0.6471855412440877,0.04019004144632649,0.2453137697497717,-0.24658238746647057,1.2177788544809962,0.1533083043587648,0.13043478260869565,0.022873521750069153,0.503370786516854,0.9218106995884774,0.6511627906976745,0.4966292134831461,0.07818930041152264,0.4827586206896552,78.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,future_block_calibration,logistic_score_calibration,1,1863,243,0.13043478260869565,0.07775669421728879,0.24733207623993558,0.9015190773764161,0.5776492142089904,0.02149523956918731,0.17680631710996542,-0.34172844841477634,0.9161602473746948,0.15193002217788296,0.13043478260869565,0.021495239569187308,0.4580152671755725,0.7407407407407407,0.5660377358490566,0.5419847328244275,0.25925925925925924,0.39473684210526316,78.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,future_block_calibration,isotonic_score_calibration,1,1863,243,0.13043478260869565,0.07802162495279785,0.24931403595255355,0.9010872326373012,0.5496768541528703,0.022916335605096854,0.12672626535209297,-0.3614801069688542,0.8564801829130562,0.15098854221081462,0.13043478260869565,0.02055375960211897,0.4580152671755725,0.7407407407407407,0.5660377358490566,0.5419847328244275,0.25925925925925924,0.39473684210526316,82.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,future_block_calibration,isotonic_score_calibration,1,1863,243,0.13043478260869565,0.06583741115744088,0.20466387849395068,0.9432886247015191,0.6116670795810166,0.03438099670867745,0.24233716475095785,-0.2784361976689333,1.1789666249552,0.1552421715070646,0.13043478260869565,0.02480738889836895,0.47433264887063653,0.9506172839506173,0.6328767123287671,0.5256673511293635,0.04938271604938271,0.46292585170340683,87.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,future_block_calibration,isotonic_score_calibration,1,1863,243,0.13043478260869565,0.06946848276717717,0.2151894404647461,0.933873139257227,0.6048771773647901,0.024231723093186986,0.22539682539682537,0.11888380915250238,1.4226494917569337,0.13869561786805804,0.13043478260869565,0.008260835259362387,0.45790554414784396,0.9176954732510288,0.6109589041095891,0.5420944558521561,0.0823045267489712,0.43984220907297833,87.5,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,1196,0.11419841497183233,0.10907758237482922,0.3383204901630521,0.9363763477337955,0.625329141014895,0.14207737095268597,0.48962605390672603,-2.0149013192622767,0.9067065915106091,0.25627578592451833,0.11419841497183233,0.142077370952686,0.4813895781637717,0.6488294314381271,0.5527065527065527,0.5186104218362283,0.3511705685618729,0.38188976377952755,89.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,blocked_date_calibration,empirical_bin_calibration,5,10473,1196,0.11419841497183233,0.07065239916971792,0.215438390828478,0.9137327345688604,0.45892359885731004,0.02761639519128986,0.2903265018540022,-0.06093433659013073,0.8802613328526987,0.11173136623116516,0.11419841497183233,-0.00246704874066718,0.4666030534351145,0.8177257525083612,0.5941676792223572,0.5333969465648855,0.18227424749163879,0.4226447709593777,89.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,future_block_calibration,empirical_bin_calibration,1,1863,243,0.13043478260869565,0.07066102232600807,0.21874134661521288,0.9269890260631001,0.5402313293923986,0.027771865248624877,0.08037832941555666,0.06102295618710454,1.3973031688449997,0.14156120880113565,0.13043478260869565,0.011126426192440003,0.4491017964071856,0.9259259259259259,0.6048387096774194,0.5508982035928144,0.07407407407407407,0.43352601156069365,97.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,1196,0.11419841497183233,0.10834295453144724,0.3405889536502545,0.9368049980117692,0.6292210263512025,0.14379707126505054,0.5143072435282874,-2.0280577219843328,0.9039545276202572,0.2579954862368829,0.11419841497183233,0.14379707126505056,0.49584133077415227,0.6479933110367893,0.5617977528089887,0.5041586692258477,0.3520066889632107,0.390625,101.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,1196,0.11419841497183233,0.12778016883097076,0.38832636871966264,0.912464764334278,0.5691855155874175,0.1750208416261022,0.4827150868930636,-2.0106605177173917,0.9136041380116766,0.28921925659793457,0.11419841497183233,0.17502084162610224,0.4620938628158845,0.6421404682274248,0.5374387683694892,0.5379061371841155,0.35785953177257523,0.3674641148325359,102.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,station_grouped_calibration,logistic_score_calibration_balanced,27,10473,1196,0.11419841497183233,0.12868636227969993,0.390032856912575,0.9119098442835033,0.5640106506091644,0.17708153364048,0.4710821209628405,-2.0174792970446416,0.9274869628056617,0.29127994861231227,0.11419841497183233,0.17708153364047993,0.46280023432923256,0.6605351170568562,0.5442645539097486,0.5371997656707674,0.3394648829431438,0.3738760056791292,109.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,1196,0.11419841497183233,0.11391912159301579,0.3631497650661691,0.92748329651892,0.5771136940658792,0.15383879042408313,0.4974761026123077,-2.0135189908273574,0.8751935502402942,0.26803720539591547,0.11419841497183233,0.15383879042408313,0.46234194612424406,0.7031772575250836,0.5578772802653399,0.5376580538757559,0.2968227424749164,0.38684452621895127,110.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,blocked_date_calibration,logistic_score_calibration_balanced,5,10473,1196,0.11419841497183233,0.11109051556115726,0.34443371610587303,0.9350905771565092,0.6268090314353735,0.14797386268391705,0.5371410888728256,-2.0427630997443673,0.9328534485028076,0.26217227765574935,0.11419841497183233,0.14797386268391702,0.4823247453565009,0.6730769230769231,0.5619546247818499,0.5176752546434991,0.3269230769230769,0.3907766990291262,111.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M7_like_compact_weather_ridge,ge31,31.0,station_grouped_calibration,logistic_score_calibration_balanced,27,10473,1196,0.11419841497183233,0.10918395182537038,0.3386634647599056,0.9365753510588094,0.6268474038748506,0.1427761219004182,0.4917461376678911,-2.0251484761487535,0.9142079982619248,0.25697453687225047,0.11419841497183233,0.14277612190041813,0.4643595041322314,0.7516722408026756,0.5740740740740742,0.5356404958677686,0.24832775919732442,0.4025974025974026,111.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,M4_like_inertia_ridge,ge31,31.0,station_grouped_calibration,logistic_score_calibration_balanced,27,10473,1196,0.11419841497183233,0.11114331020955043,0.3442590688529924,0.935096074983876,0.6284033648702188,0.1482831279046069,0.5099758744711416,-2.0445050365802366,0.9393680577750589,0.2624815428764392,0.11419841497183233,0.14828312790460688,0.4563106796116505,0.7466555183946488,0.5664446558832857,0.5436893203883495,0.25334448160535117,0.3951327433628319,118.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_full_dynamic,ge31,31.0,station_grouped_calibration,logistic_score_calibration_balanced,27,10473,1196,0.11419841497183233,0.10851632021755957,0.34085268506618976,0.9366884620972571,0.6282482208261706,0.14431603279069383,0.5193558551433128,-2.032940146647493,0.9105080428322484,0.25851444776252613,0.11419841497183233,0.1443160327906938,0.4896432681242808,0.7115384615384616,0.580095432856169,0.5103567318757192,0.28846153846153844,0.4085453672587614,119.0,candidate
loso_oof,hourly_max,official_wbgt_c_max,L1_proxy_only,ge31,31.0,future_block_calibration,logistic_score_calibration_balanced,1,1863,243,0.13043478260869565,0.16303252058358234,0.4963969059482269,0.9015190773764161,0.5776492142089904,0.2161022877009263,0.546153227840692,-2.2218374847324665,0.8427696895019974,0.34653707030962194,0.13043478260869565,0.2161022877009263,0.42483660130718953,0.8024691358024691,0.5555555555555556,0.5751633986928104,0.19753086419753085,0.38461538461538464,131.5,candidate
