source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,71,M4_inertia_ridge,30.3,31.34996264860615,S125,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S125,-1.0499626486061509,1.0499626486061509,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1412,M7_compact_weather_ridge,26.2,31.346123153269605,S151,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-5.146123153269606,5.146123153269606,False,True,False,False,false_alarm,<28,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,630,M4_inertia_ridge,29.8,31.33557071156549,S139,12,2026-05-07 12:00:00+08:00,2026-05-07,time_block,time_block_01,-1.5355707115654909,1.5355707115654909,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,542,M4_inertia_ridge,29.3,31.312308710722093,S135,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S135,-2.012308710722092,2.012308710722092,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,606,M7_compact_weather_ridge,30.5,31.312178272153645,S137,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-0.8121782721536448,0.8121782721536448,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,71,M4_inertia_ridge,30.3,31.29470448120104,S125,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.9947044812010404,0.9947044812010404,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1251,M4_inertia_ridge,30.8,31.282111466797637,S149,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.4821114667976367,0.4821114667976367,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1189,M4_inertia_ridge,30.9,31.282111466797637,S148,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.38211146679763885,0.38211146679763885,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,915,M7_compact_weather_ridge,30.5,31.281592094142752,S143,14,2026-05-10 14:00:00+08:00,2026-05-10,loso,S143,-0.7815920941427521,0.7815920941427521,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1348,M7_compact_weather_ridge,30.2,31.28073098428388,S150,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S150,-1.080730984283882,1.080730984283882,False,True,False,False,false_alarm,30-31,31-32
