hour,metric,cell_id,base_value,overhead_value,base_rank,overhead_rank,rank_delta,abs_rank_delta,cell_metric_mean_abs_rank_delta,cell_metric_max_abs_rank_delta
12,tmrt_p75_c,TP_0366,61.64874649047852,61.59000778198242,8,6,-2.0,2.0,1.6,2.0
12,tmrt_p75_c,TP_0627,61.64019393920898,61.64019393920898,9,4,-5.0,5.0,3.0,5.0
12,tmrt_p75_c,TP_0301,61.52446746826172,61.52446746826172,10,7,-3.0,3.0,3.6,4.0
12,tmrt_p75_c,TP_0098,61.362300872802734,60.98160552978516,11,10,-1.0,1.0,0.6,1.0
12,tmrt_p75_c,TP_0115,60.99709701538086,60.99709701538086,12,9,-3.0,3.0,3.0,4.0
12,tmrt_p75_c,TP_0326,60.87721252441406,60.74032974243164,13,11,-2.0,2.0,2.6,3.0
12,tmrt_p75_c,TP_0676,60.27763366699219,60.16908264160156,14,12,-2.0,2.0,1.8,3.0
12,tmrt_p75_c,TP_0773,41.79146957397461,41.69425964355469,15,15,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0409,41.62076950073242,41.39445877075195,16,16,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0254,38.25824737548828,38.257572174072266,17,17,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0141,38.25199508666992,38.13201904296875,18,18,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0542,37.21305084228516,36.70577239990234,19,20,1.0,1.0,0.8,1.0
12,tmrt_p75_c,TP_0857,36.81777191162109,36.793758392333984,20,19,-1.0,1.0,0.8,1.0
12,tmrt_p75_c,TP_0433,35.518402099609375,35.518402099609375,21,21,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0492,35.50806427001953,35.50806427001953,22,22,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0154,35.50045394897461,35.50045394897461,23,23,0.0,0.0,0.0,0.0
12,tmrt_p75_c,TP_0835,35.491798400878906,35.491798400878906,24,24,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0565,62.38699722290039,62.38699722290039,1,1,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0986,62.36227035522461,62.36227035522461,2,2,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0059,62.22831726074219,62.13233184814453,3,3,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0088,62.18822860717773,57.33766555786133,4,14,10.0,10.0,9.0,10.0
13,tmrt_p75_c,TP_0575,61.99272918701172,57.51016998291016,5,13,8.0,8.0,7.6,9.0
13,tmrt_p75_c,TP_0960,61.732177734375,61.60537338256836,6,4,-2.0,2.0,2.0,2.0
13,tmrt_p75_c,TP_0366,61.541412353515625,61.47410583496094,7,6,-1.0,1.0,1.6,2.0
13,tmrt_p75_c,TP_0627,61.54139709472656,61.54139709472656,8,5,-3.0,3.0,3.0,5.0
13,tmrt_p75_c,TP_0098,60.89836120605469,60.33467864990234,9,9,0.0,0.0,0.6,1.0
13,tmrt_p75_c,TP_0301,60.86508560180664,60.86508560180664,10,7,-3.0,3.0,3.6,4.0
13,tmrt_p75_c,TP_0037,60.81851577758789,60.13227844238281,11,10,-1.0,1.0,2.0,3.0
13,tmrt_p75_c,TP_0115,60.72686004638672,60.72686004638672,12,8,-4.0,4.0,3.0,4.0
13,tmrt_p75_c,TP_0326,59.87584686279297,59.81266021728516,13,11,-2.0,2.0,2.6,3.0
13,tmrt_p75_c,TP_0676,58.89885711669922,58.7650032043457,14,12,-2.0,2.0,1.8,3.0
13,tmrt_p75_c,TP_0773,55.55597305297852,55.55913925170898,15,15,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0409,40.977725982666016,40.84627914428711,16,16,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0254,38.389793395996094,38.38819885253906,17,17,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0141,38.26747512817383,38.2039680480957,18,18,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0542,37.297401428222656,36.79190826416016,19,20,1.0,1.0,0.8,1.0
13,tmrt_p75_c,TP_0857,37.18872833251953,37.17523193359375,20,19,-1.0,1.0,0.8,1.0
13,tmrt_p75_c,TP_0433,35.63285827636719,35.63285827636719,21,21,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0492,35.62214660644531,35.62214660644531,22,22,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0154,35.613014221191406,35.613014221191406,23,23,0.0,0.0,0.0,0.0
13,tmrt_p75_c,TP_0835,35.60281753540039,35.60281753540039,24,24,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0986,60.62211990356445,60.62211990356445,1,1,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0565,60.55488586425781,60.55488586425781,2,2,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0059,60.45685577392578,60.30768585205078,3,3,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0088,60.31951522827149,53.55638885498047,4,13,9.0,9.0,9.0,10.0
15,tmrt_p75_c,TP_0575,60.05707550048828,54.29121398925781,5,12,7.0,7.0,7.6,9.0
15,tmrt_p75_c,TP_0960,59.7935676574707,59.66665649414063,6,4,-2.0,2.0,2.0,2.0
15,tmrt_p75_c,TP_0627,59.62833023071289,59.62833023071289,7,5,-2.0,2.0,3.0,5.0
15,tmrt_p75_c,TP_0366,59.428321838378906,59.35393524169922,8,6,-2.0,2.0,1.6,2.0
15,tmrt_p75_c,TP_0115,58.37639617919922,58.37639617919922,9,7,-2.0,2.0,3.0,4.0
15,tmrt_p75_c,TP_0098,58.01948547363281,57.31013870239258,10,9,-1.0,1.0,0.6,1.0
15,tmrt_p75_c,TP_0037,57.98145294189453,51.92868423461914,11,14,3.0,3.0,2.0,3.0
15,tmrt_p75_c,TP_0301,57.89589691162109,57.89589691162109,12,8,-4.0,4.0,3.6,4.0
15,tmrt_p75_c,TP_0326,56.27700805664063,56.00123977661133,13,10,-3.0,3.0,2.6,3.0
15,tmrt_p75_c,TP_0676,55.39109802246094,55.156036376953125,14,11,-3.0,3.0,1.8,3.0
15,tmrt_p75_c,TP_0773,41.0351791381836,40.97722625732422,15,15,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0409,37.649513244628906,37.627403259277344,16,16,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0254,37.41878128051758,37.41091537475586,17,17,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0141,37.11541748046875,37.100364685058594,18,18,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0542,36.39769744873047,35.97370147705078,19,20,1.0,1.0,0.8,1.0
15,tmrt_p75_c,TP_0857,36.000267028808594,35.99775695800781,20,19,-1.0,1.0,0.8,1.0
15,tmrt_p75_c,TP_0492,35.54765701293945,35.54765701293945,21,21,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0433,35.5416374206543,35.5416374206543,22,22,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0154,35.534996032714844,35.534996032714844,23,23,0.0,0.0,0.0,0.0
15,tmrt_p75_c,TP_0835,35.52627182006836,35.52627182006836,24,24,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0986,51.611812591552734,51.611812591552734,1,1,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0565,51.55021667480469,51.55021667480469,2,2,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0059,51.44404602050781,51.28461456298828,3,3,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0088,51.28325653076172,44.19587326049805,4,13,9.0,9.0,9.0,10.0
16,tmrt_p75_c,TP_0575,51.060794830322266,45.65185546875,5,11,6.0,6.0,7.6,9.0
16,tmrt_p75_c,TP_0960,50.69757843017578,50.57981491088867,6,4,-2.0,2.0,2.0,2.0
16,tmrt_p75_c,TP_0627,50.53277206420898,50.53277206420898,7,5,-2.0,2.0,3.0,5.0
16,tmrt_p75_c,TP_0366,50.34563827514648,50.27494812011719,8,6,-2.0,2.0,1.6,2.0
16,tmrt_p75_c,TP_0115,49.28941345214844,49.28941345214844,9,7,-2.0,2.0,3.0,4.0
16,tmrt_p75_c,TP_0098,48.788665771484375,48.00065612792969,10,9,-1.0,1.0,0.6,1.0
16,tmrt_p75_c,TP_0037,48.72393035888672,37.07508850097656,11,14,3.0,3.0,2.0,3.0
16,tmrt_p75_c,TP_0301,48.52159881591797,48.52159881591797,12,8,-4.0,4.0,3.6,4.0
16,tmrt_p75_c,TP_0326,46.169246673583984,45.85508346557617,13,10,-3.0,3.0,2.6,3.0
16,tmrt_p75_c,TP_0676,45.90538787841797,45.51223373413086,14,12,-2.0,2.0,1.8,3.0
16,tmrt_p75_c,TP_0773,37.097694396972656,37.04573822021485,15,15,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0409,35.381988525390625,35.341434478759766,16,16,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0254,35.022464752197266,35.0094108581543,17,17,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0141,34.886009216308594,34.881813049316406,18,18,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0542,34.456336975097656,34.35417938232422,19,20,1.0,1.0,0.8,1.0
16,tmrt_p75_c,TP_0857,34.375911712646484,34.37493133544922,20,19,-1.0,1.0,0.8,1.0
16,tmrt_p75_c,TP_0492,34.31943893432617,34.31943893432617,21,21,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0154,34.30886459350586,34.30886459350586,22,22,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0433,34.30167388916016,34.30167388916016,23,23,0.0,0.0,0.0,0.0
16,tmrt_p75_c,TP_0835,34.301605224609375,34.301605224609375,24,24,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0301,46.63159942626953,46.63159942626953,1,1,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0037,46.506309509277344,44.148170471191406,2,13,11.0,11.0,10.4,13.0
10,tmrt_p90_c,TP_0986,46.48641204833984,46.48641204833984,3,2,-1.0,1.0,0.6,1.0
10,tmrt_p90_c,TP_0565,46.43846893310547,46.43846893310547,4,3,-1.0,1.0,1.0,1.0
10,tmrt_p90_c,TP_0059,46.24119186401367,46.10290145874024,5,4,-1.0,1.0,1.0,1.0
10,tmrt_p90_c,TP_0088,46.11372375488281,44.504764556884766,6,11,5.0,5.0,6.2,8.0
10,tmrt_p90_c,TP_0575,46.03467178344727,43.6960334777832,7,14,7.0,7.0,7.6,8.0
10,tmrt_p90_c,TP_0627,45.73172378540039,45.73172378540039,8,5,-3.0,3.0,3.0,3.0
10,tmrt_p90_c,TP_0960,45.67003631591797,45.54765319824219,9,6,-3.0,3.0,3.0,3.0
10,tmrt_p90_c,TP_0366,45.537864685058594,45.489559173583984,10,8,-2.0,2.0,2.6,3.0
10,tmrt_p90_c,TP_0115,45.53010940551758,45.53010940551758,11,7,-4.0,4.0,3.4,4.0
10,tmrt_p90_c,TP_0098,45.04518508911133,45.00008773803711,12,9,-3.0,3.0,2.8,3.0
10,tmrt_p90_c,TP_0676,44.87749481201172,44.87749481201172,13,10,-3.0,3.0,2.8,3.0
10,tmrt_p90_c,TP_0326,44.18610000610352,44.18610000610352,14,12,-2.0,2.0,2.4,3.0
10,tmrt_p90_c,TP_0773,43.53472137451172,43.33869552612305,15,15,0.0,0.0,1.6,3.0
10,tmrt_p90_c,TP_0141,43.06124114990234,42.49024963378906,16,16,0.0,0.0,0.2,1.0
10,tmrt_p90_c,TP_0254,42.30102157592773,42.28451919555664,17,17,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0409,42.157470703125,42.11679458618164,18,18,0.0,0.0,0.2,1.0
10,tmrt_p90_c,TP_0542,41.421348571777344,40.95562362670898,19,19,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0857,33.4421501159668,33.435482025146484,20,20,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0433,32.86842346191406,32.86842346191406,21,21,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0492,32.791316986083984,32.791316986083984,22,22,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0154,32.78472900390625,32.78472900390625,23,23,0.0,0.0,0.0,0.0
10,tmrt_p90_c,TP_0835,32.77862930297852,32.77862930297852,24,24,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0301,62.34635543823242,62.34635543823242,1,1,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0986,62.30288696289063,62.30288696289063,2,2,0.0,0.0,0.6,1.0
12,tmrt_p90_c,TP_0037,62.27238082885742,61.5823974609375,3,9,6.0,6.0,10.4,13.0
12,tmrt_p90_c,TP_0565,62.24494171142578,62.24494171142578,4,3,-1.0,1.0,1.0,1.0
12,tmrt_p90_c,TP_0059,62.11625671386719,62.03409957885742,5,4,-1.0,1.0,1.0,1.0
12,tmrt_p90_c,TP_0088,62.06162643432617,60.5472526550293,6,13,7.0,7.0,6.2,8.0
12,tmrt_p90_c,TP_0575,61.93106842041016,59.71934509277344,7,15,8.0,8.0,7.6,8.0
12,tmrt_p90_c,TP_0627,61.87651824951172,61.87651824951172,8,5,-3.0,3.0,3.0,3.0
12,tmrt_p90_c,TP_0115,61.83406829833984,61.83406829833984,9,6,-3.0,3.0,3.4,4.0
12,tmrt_p90_c,TP_0960,61.8186149597168,61.732120513916016,10,7,-3.0,3.0,3.0,3.0
12,tmrt_p90_c,TP_0366,61.75421142578125,61.71053695678711,11,8,-3.0,3.0,2.6,3.0
12,tmrt_p90_c,TP_0098,61.71682357788086,61.57076644897461,12,10,-2.0,2.0,2.8,3.0
12,tmrt_p90_c,TP_0676,61.46115493774414,61.46115493774414,13,11,-2.0,2.0,2.8,3.0
12,tmrt_p90_c,TP_0326,61.33607864379883,61.33607864379883,14,12,-2.0,2.0,2.4,3.0
12,tmrt_p90_c,TP_0773,60.69436264038086,60.44285202026367,15,14,-1.0,1.0,1.6,3.0
12,tmrt_p90_c,TP_0254,59.58810424804688,59.587032318115234,16,16,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0141,58.77106857299805,58.2422981262207,17,18,1.0,1.0,0.2,1.0
12,tmrt_p90_c,TP_0409,58.58767318725586,58.49995803833008,18,17,-1.0,1.0,0.2,1.0
12,tmrt_p90_c,TP_0542,57.684173583984375,57.57993698120117,19,19,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0857,38.09416961669922,38.06064224243164,20,20,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0433,35.96833038330078,35.96833038330078,21,21,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0154,35.59247589111328,35.59247589111328,22,22,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0492,35.56707763671875,35.56707763671875,23,23,0.0,0.0,0.0,0.0
12,tmrt_p90_c,TP_0835,35.49324035644531,35.49324035644531,24,24,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0301,62.62362289428711,62.62362289428711,1,1,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0986,62.53352355957031,62.53352355957031,2,2,0.0,0.0,0.6,1.0
13,tmrt_p90_c,TP_0037,62.51641082763672,60.607398986816406,3,13,10.0,10.0,10.4,13.0
13,tmrt_p90_c,TP_0565,62.45024108886719,62.45024108886719,4,3,-1.0,1.0,1.0,1.0
13,tmrt_p90_c,TP_0059,62.30513381958008,62.186431884765625,5,4,-1.0,1.0,1.0,1.0
13,tmrt_p90_c,TP_0088,62.230098724365234,60.34730911254883,6,14,8.0,8.0,6.2,8.0
13,tmrt_p90_c,TP_0575,62.07150268554688,59.15083694458008,7,15,8.0,8.0,7.6,8.0
13,tmrt_p90_c,TP_0627,61.889766693115234,61.889766693115234,8,5,-3.0,3.0,3.0,3.0
13,tmrt_p90_c,TP_0960,61.81208419799805,61.72548675537109,9,6,-3.0,3.0,3.0,3.0
13,tmrt_p90_c,TP_0366,61.7314338684082,61.69400024414063,10,8,-2.0,2.0,2.6,3.0
13,tmrt_p90_c,TP_0115,61.71916580200195,61.71916580200195,11,7,-4.0,4.0,3.4,4.0
13,tmrt_p90_c,TP_0098,61.5404167175293,61.50395202636719,12,9,-3.0,3.0,2.8,3.0
13,tmrt_p90_c,TP_0676,61.38622283935547,61.38622283935547,13,10,-3.0,3.0,2.8,3.0
13,tmrt_p90_c,TP_0773,60.66888427734375,60.66888427734375,14,11,-3.0,3.0,1.6,3.0
13,tmrt_p90_c,TP_0326,60.62959289550781,60.62959289550781,15,12,-3.0,3.0,2.4,3.0
13,tmrt_p90_c,TP_0254,58.27266693115234,58.26285171508789,16,16,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0141,57.49839782714844,57.32717514038086,17,17,0.0,0.0,0.2,1.0
13,tmrt_p90_c,TP_0409,57.28499221801758,57.18027877807617,18,18,0.0,0.0,0.2,1.0
13,tmrt_p90_c,TP_0542,55.490020751953125,55.00983047485352,19,19,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0857,38.12889099121094,38.1048583984375,20,20,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0433,36.113311767578125,36.113311767578125,21,21,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0154,35.67036056518555,35.67036056518555,22,22,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0492,35.66880416870117,35.66880416870117,23,23,0.0,0.0,0.0,0.0
13,tmrt_p90_c,TP_0835,35.60452651977539,35.60452651977539,24,24,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0301,60.863189697265625,60.863189697265625,1,1,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0037,60.72555160522461,56.638301849365234,2,14,12.0,12.0,10.4,13.0
15,tmrt_p90_c,TP_0986,60.719337463378906,60.719337463378906,3,2,-1.0,1.0,0.6,1.0
15,tmrt_p90_c,TP_0565,60.64634704589844,60.64634704589844,4,3,-1.0,1.0,1.0,1.0
15,tmrt_p90_c,TP_0059,60.49889373779297,60.37520217895508,5,4,-1.0,1.0,1.0,1.0
15,tmrt_p90_c,TP_0088,60.39202499389648,58.04494094848633,6,12,6.0,6.0,6.2,8.0
15,tmrt_p90_c,TP_0575,60.15033721923828,56.575931549072266,7,15,8.0,8.0,7.6,8.0
15,tmrt_p90_c,TP_0627,60.03766250610352,60.03467178344727,8,5,-3.0,3.0,3.0,3.0
15,tmrt_p90_c,TP_0960,59.9269905090332,59.80796813964844,9,6,-3.0,3.0,3.0,3.0
15,tmrt_p90_c,TP_0366,59.73647689819336,59.68304443359375,10,7,-3.0,3.0,2.6,3.0
15,tmrt_p90_c,TP_0115,59.57823944091797,59.57823944091797,11,8,-3.0,3.0,3.4,4.0
15,tmrt_p90_c,TP_0098,59.43244552612305,59.43244552612305,12,9,-3.0,3.0,2.8,3.0
15,tmrt_p90_c,TP_0676,59.42240905761719,59.42240905761719,13,10,-3.0,3.0,2.8,3.0
15,tmrt_p90_c,TP_0326,58.22137069702149,58.22137069702149,14,11,-3.0,3.0,2.4,3.0
15,tmrt_p90_c,TP_0773,57.8394775390625,57.76166534423828,15,13,-2.0,2.0,1.6,3.0
15,tmrt_p90_c,TP_0254,55.04627227783203,55.04346466064453,16,16,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0141,54.312007904052734,54.23711395263672,17,17,0.0,0.0,0.2,1.0
15,tmrt_p90_c,TP_0409,54.29258346557617,54.2335319519043,18,18,0.0,0.0,0.2,1.0
15,tmrt_p90_c,TP_0542,50.73564910888672,39.20256423950195,19,19,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0857,36.73271942138672,36.71847152709961,20,20,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0433,35.96100234985352,35.96100234985352,21,21,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0492,35.57827377319336,35.57827377319336,22,22,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0154,35.54961395263672,35.54961395263672,23,23,0.0,0.0,0.0,0.0
15,tmrt_p90_c,TP_0835,35.5282096862793,35.5282096862793,24,24,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0301,51.87674331665039,51.87674331665039,1,1,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0037,51.73152160644531,47.29628753662109,2,15,13.0,13.0,10.4,13.0
16,tmrt_p90_c,TP_0986,51.716400146484375,51.716400146484375,3,2,-1.0,1.0,0.6,1.0
16,tmrt_p90_c,TP_0565,51.646671295166016,51.646671295166016,4,3,-1.0,1.0,1.0,1.0
16,tmrt_p90_c,TP_0059,51.49138641357422,51.35029220581055,5,4,-1.0,1.0,1.0,1.0
16,tmrt_p90_c,TP_0088,51.36267852783203,49.0619010925293,6,11,5.0,5.0,6.2,8.0
16,tmrt_p90_c,TP_0575,51.15718078613281,47.68716049194336,7,14,7.0,7.0,7.6,8.0
16,tmrt_p90_c,TP_0627,50.97169494628906,50.966793060302734,8,5,-3.0,3.0,3.0,3.0
16,tmrt_p90_c,TP_0960,50.86534118652344,50.73733139038086,9,6,-3.0,3.0,3.0,3.0
16,tmrt_p90_c,TP_0366,50.68217468261719,50.61408996582031,10,7,-3.0,3.0,2.6,3.0
16,tmrt_p90_c,TP_0115,50.51443099975586,50.51443099975586,11,8,-3.0,3.0,3.4,4.0
16,tmrt_p90_c,TP_0098,50.27732849121094,50.27732849121094,12,9,-3.0,3.0,2.8,3.0
16,tmrt_p90_c,TP_0676,50.25367736816406,50.25367736816406,13,10,-3.0,3.0,2.8,3.0
16,tmrt_p90_c,TP_0326,49.02817153930664,49.02817153930664,14,12,-2.0,2.0,2.4,3.0
16,tmrt_p90_c,TP_0773,48.59166717529297,48.52738952636719,15,13,-2.0,2.0,1.6,3.0
16,tmrt_p90_c,TP_0254,45.4946517944336,45.46495819091797,16,16,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0409,45.290626525878906,45.28448867797852,17,17,0.0,0.0,0.2,1.0
16,tmrt_p90_c,TP_0141,45.20431137084961,45.151145935058594,18,18,0.0,0.0,0.2,1.0
16,tmrt_p90_c,TP_0542,35.841819763183594,35.702274322509766,19,19,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0857,34.749969482421875,34.749969482421875,20,20,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0433,34.54447937011719,34.54447937011719,21,21,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0492,34.331153869628906,34.331153869628906,22,22,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0154,34.310874938964844,34.310874938964844,23,23,0.0,0.0,0.0,0.0
16,tmrt_p90_c,TP_0835,34.30322265625,34.30322265625,24,24,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0301,46.63159942626953,46.63159942626953,1,1,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0773,46.63153839111328,46.63153839111328,2,2,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0037,46.53591537475586,44.36546325683594,3,15,12.0,12.0,10.2,12.0
10,tmrt_p95_c,TP_0986,46.532527923583984,46.532527923583984,4,3,-1.0,1.0,0.2,1.0
10,tmrt_p95_c,TP_0326,46.4856071472168,46.4856071472168,5,4,-1.0,1.0,1.0,1.0
10,tmrt_p95_c,TP_0565,46.466773986816406,46.466773986816406,6,5,-1.0,1.0,1.0,1.0
10,tmrt_p95_c,TP_0059,46.29170227050781,46.14707946777344,7,6,-1.0,1.0,0.6,1.0
10,tmrt_p95_c,TP_0088,46.13212203979492,44.97483444213867,8,13,5.0,5.0,4.8,6.0
10,tmrt_p95_c,TP_0115,46.088829040527344,46.088829040527344,9,7,-2.0,2.0,2.2,3.0
10,tmrt_p95_c,TP_0575,46.058143615722656,44.45736312866211,10,14,4.0,4.0,3.8,4.0
10,tmrt_p95_c,TP_0676,46.0554313659668,46.0554313659668,11,8,-3.0,3.0,2.2,3.0
10,tmrt_p95_c,TP_0627,45.89518737792969,45.89518737792969,12,9,-3.0,3.0,2.8,3.0
10,tmrt_p95_c,TP_0960,45.728057861328125,45.5943603515625,13,11,-2.0,2.0,2.4,3.0
10,tmrt_p95_c,TP_0366,45.66337966918945,45.63541030883789,14,10,-4.0,4.0,3.4,4.0
10,tmrt_p95_c,TP_0098,45.29625701904297,45.29625701904297,15,12,-3.0,3.0,2.8,3.0
10,tmrt_p95_c,TP_0542,43.85076904296875,43.8022346496582,16,16,0.0,0.0,0.6,1.0
10,tmrt_p95_c,TP_0141,43.81765365600586,43.195308685302734,17,18,1.0,1.0,1.0,1.0
10,tmrt_p95_c,TP_0254,43.68822479248047,43.69148254394531,18,17,-1.0,1.0,0.6,1.0
10,tmrt_p95_c,TP_0857,42.923954010009766,42.856422424316406,19,19,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0409,42.41999816894531,42.41179275512695,20,20,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0433,33.160423278808594,33.160423278808594,21,21,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0492,32.83436965942383,32.83436965942383,22,22,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0154,32.802978515625,32.802978515625,23,23,0.0,0.0,0.0,0.0
10,tmrt_p95_c,TP_0835,32.77884292602539,32.77884292602539,24,24,0.0,0.0,0.0,0.0
12,tmrt_p95_c,TP_0301,62.34635543823242,62.34635543823242,1,1,0.0,0.0,0.0,0.0
12,tmrt_p95_c,TP_0773,62.34486389160156,62.34486389160156,2,2,0.0,0.0,0.0,0.0
12,tmrt_p95_c,TP_0986,62.333438873291016,62.333438873291016,3,3,0.0,0.0,0.2,1.0
12,tmrt_p95_c,TP_0037,62.30147933959961,61.7863883972168,4,11,7.0,7.0,10.2,12.0
12,tmrt_p95_c,TP_0565,62.26586151123047,62.26586151123047,5,4,-1.0,1.0,1.0,1.0
12,tmrt_p95_c,TP_0326,62.2581672668457,62.2581672668457,6,5,-1.0,1.0,1.0,1.0
12,tmrt_p95_c,TP_0059,62.14785385131836,62.061710357666016,7,6,-1.0,1.0,0.6,1.0
12,tmrt_p95_c,TP_0088,62.07427597045898,61.14741516113281,8,14,6.0,6.0,4.8,6.0
12,tmrt_p95_c,TP_0115,62.05429458618164,62.05429458618164,9,7,-2.0,2.0,2.2,3.0
12,tmrt_p95_c,TP_0676,62.02975845336914,62.02975845336914,10,8,-2.0,2.0,2.2,3.0
12,tmrt_p95_c,TP_0627,61.99498748779297,61.99498748779297,11,9,-2.0,2.0,2.8,3.0
12,tmrt_p95_c,TP_0575,61.95115280151367,60.63970947265625,12,16,4.0,4.0,3.8,4.0
12,tmrt_p95_c,TP_0366,61.91280364990234,61.85928726196289,13,10,-3.0,3.0,3.4,4.0
12,tmrt_p95_c,TP_0960,61.86381912231445,61.76615905761719,14,12,-2.0,2.0,2.4,3.0
12,tmrt_p95_c,TP_0098,61.85432434082031,61.71425247192383,15,13,-2.0,2.0,2.8,3.0
12,tmrt_p95_c,TP_0254,60.65027618408203,60.65025329589844,16,15,-1.0,1.0,0.6,1.0
12,tmrt_p95_c,TP_0141,60.21200180053711,59.124393463134766,17,18,1.0,1.0,1.0,1.0
12,tmrt_p95_c,TP_0542,59.54205322265625,59.44976043701172,18,17,-1.0,1.0,0.6,1.0
12,tmrt_p95_c,TP_0409,58.970611572265625,58.829322814941406,19,19,0.0,0.0,0.0,0.0
12,tmrt_p95_c,TP_0857,58.0075798034668,57.982051849365234,20,20,0.0,0.0,0.0,0.0
12,tmrt_p95_c,TP_0433,36.85254287719727,36.85254287719727,21,21,0.0,0.0,0.0,0.0
12,tmrt_p95_c,TP_0154,35.834659576416016,35.834659576416016,22,22,0.0,0.0,0.0,0.0
