cell_id,hour,tmrt_mean_c_base,tmrt_p75_c_base,tmrt_p90_c_base,tmrt_p95_c_base,tmrt_max_c_base,pct_pixels_tmrt_ge_40_base,pct_pixels_tmrt_ge_45_base,pct_pixels_tmrt_ge_50_base,pct_pixels_tmrt_ge_55_base,tmrt_mean_c_overhead_as_canopy,tmrt_p75_c_overhead_as_canopy,tmrt_p90_c_overhead_as_canopy,tmrt_p95_c_overhead_as_canopy,tmrt_max_c_overhead_as_canopy,pct_pixels_tmrt_ge_40_overhead_as_canopy,pct_pixels_tmrt_ge_45_overhead_as_canopy,pct_pixels_tmrt_ge_50_overhead_as_canopy,pct_pixels_tmrt_ge_55_overhead_as_canopy,delta_tmrt_mean_c,delta_tmrt_p75_c,delta_tmrt_p90_c,delta_tmrt_p95_c,delta_tmrt_max_c,delta_pct_pixels_ge_40,delta_pct_pixels_ge_45,delta_pct_pixels_ge_50,delta_pct_pixels_ge_55
TP_0098,13,51.41692352294922,60.89836120605469,61.5404167175293,61.69535446166992,62.38816833496094,66.92,61.919999999999995,61.839999999999996,61.160000000000004,50.94858932495117,60.334678649902344,61.50395202636719,61.69527053833008,62.38816833496094,65.92,60.36,60.28,59.599999999999994,-0.4683341979980469,-0.5636825561523438,-0.036464691162109375,-8.392333984375e-05,0.0,-1.0,-1.5599999999999952,-1.5599999999999952,-1.5600000000000094
TP_0098,15,48.53771209716797,58.01948547363281,59.43244552612305,59.67424774169922,60.54887771606445,61.519999999999996,55.879999999999995,55.879999999999995,48.559999999999995,48.048648834228516,57.31013870239258,59.43244552612305,59.67424774169922,60.54887771606445,59.96,54.32,54.32,45.6,-0.4890632629394531,-0.7093467712402344,0.0,0.0,0.0,-1.5599999999999952,-1.5599999999999952,-1.5599999999999952,-2.9599999999999937
TP_0098,16,42.00628662109375,48.788665771484375,50.27732849121094,50.545902252197266,51.56306457519531,50.080000000000005,49.6,14.32,0.0,41.669898986816406,48.00065612792969,50.27732849121094,50.545902252197266,51.56306457519531,48.76,47.48,14.32,0.0,-0.33638763427734375,-0.7880096435546875,0.0,0.0,0.0,-1.3200000000000074,-2.1200000000000045,0.0,0.0
TP_0115,10,40.12460708618164,44.433326721191406,45.53010940551758,46.088829040527344,46.573753356933594,60.88,16.400000000000002,0.0,0.0,40.12460708618164,44.433326721191406,45.53010940551758,46.088829040527344,46.573753356933594,60.88,16.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0115,12,54.574989318847656,60.99709701538086,61.834068298339844,62.05429458618164,62.319515228271484,83.24000000000001,72.32,72.32,72.32,54.574989318847656,60.99709701538086,61.834068298339844,62.05429458618164,62.319515228271484,83.24000000000001,72.32,72.32,72.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0115,13,54.38801193237305,60.72686004638672,61.71916580200195,62.167972564697266,62.57856369018555,84.16,72.56,72.56,72.56,54.38801193237305,60.72686004638672,61.71916580200195,62.167972564697266,62.57856369018555,84.16,72.56,72.56,72.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0115,15,51.66128921508789,58.37639617919922,59.57823944091797,60.21656799316406,60.79265213012695,76.8,68.32000000000001,68.24,62.08,51.66128921508789,58.37639617919922,59.57823944091797,60.21656799316406,60.79265213012695,76.8,68.32000000000001,68.24,62.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0115,16,44.219017028808594,49.28941345214844,50.51443099975586,51.184959411621094,51.80408477783203,63.72,62.519999999999996,15.68,0.0,44.219017028808594,49.28941345214844,50.51443099975586,51.184959411621094,51.80408477783203,63.72,62.519999999999996,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0141,10,34.622074127197266,33.53565979003906,43.061241149902344,43.81765365600586,45.12124252319336,15.32,0.2,0.0,0.0,34.49148178100586,33.499794006347656,42.49024963378906,43.195308685302734,44.74517822265625,14.96,0.0,0.0,0.0,-0.13059234619140625,-0.03586578369140625,-0.5709915161132812,-0.622344970703125,-0.3760643005371094,-0.35999999999999943,-0.2,0.0,0.0
TP_0141,12,40.18996810913086,38.25199508666992,58.77106857299805,60.21200180053711,61.47864532470703,17.4,15.72,15.72,15.72,40.059913635253906,38.13201904296875,58.2422981262207,59.124393463134766,61.47864532470703,17.16,15.72,15.72,15.72,-0.13005447387695312,-0.11997604370117188,-0.5287704467773438,-1.0876083374023438,0.0,-0.23999999999999844,0.0,0.0,0.0
TP_0141,13,39.84480285644531,38.26747512817383,57.49839782714844,59.3965950012207,61.03553009033203,16.56,14.24,14.24,13.28,39.7197380065918,38.2039680480957,57.32717514038086,58.46905517578125,60.76849365234375,16.400000000000002,14.24,14.24,13.28,-0.12506484985351562,-0.063507080078125,-0.17122268676757812,-0.9275398254394531,-0.26703643798828125,-0.1599999999999966,0.0,0.0,0.0
TP_0141,15,38.76105880737305,37.11541748046875,54.312007904052734,56.40379333496094,58.63405227661133,14.760000000000002,13.600000000000001,13.600000000000001,8.799999999999999,38.6506462097168,37.100364685058594,54.23711395263672,55.76639175415039,57.41887283325195,14.719999999999999,13.600000000000001,13.600000000000001,7.720000000000001,-0.11041259765625,-0.01505279541015625,-0.07489395141601562,-0.6374015808105469,-1.215179443359375,-0.0400000000000027,0.0,0.0,-1.0799999999999983
TP_0141,16,35.87596893310547,34.886009216308594,45.20431137084961,47.46711349487305,49.51350784301758,10.8,10.280000000000001,0.0,0.0,35.78506088256836,34.881813049316406,45.151145935058594,46.890907287597656,48.59983825683594,10.639999999999999,10.280000000000001,0.0,0.0,-0.09090805053710938,-0.0041961669921875,-0.053165435791015625,-0.5762062072753906,-0.9136695861816406,-0.16000000000000192,0.0,0.0,0.0
TP_0154,10,32.79429244995117,32.78314971923828,32.78472900390625,32.802978515625,33.564231872558594,0.0,0.0,0.0,0.0,32.79429244995117,32.78314971923828,32.78472900390625,32.802978515625,33.564231872558594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0154,12,35.86693572998047,35.50045394897461,35.59247589111328,35.834659576416016,61.129058837890625,1.2,1.2,1.2,1.1199999999999999,35.86693572998047,35.50045394897461,35.59247589111328,35.834659576416016,61.129058837890625,1.2,1.2,1.2,1.1199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0154,13,36.000545501708984,35.613014221191406,35.67036056518555,35.86656951904297,59.8248176574707,1.3599999999999999,1.3599999999999999,1.3599999999999999,1.08,36.000545501708984,35.613014221191406,35.67036056518555,35.86656951904297,59.8248176574707,1.3599999999999999,1.3599999999999999,1.3599999999999999,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0154,15,35.68967056274414,35.534996032714844,35.54961395263672,35.761207580566406,55.868614196777344,0.64,0.64,0.44,0.44,35.68967056274414,35.534996032714844,35.54961395263672,35.761207580566406,55.868614196777344,0.64,0.64,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0154,16,34.31984329223633,34.30886459350586,34.310874938964844,34.354461669921875,35.056941986083984,0.0,0.0,0.0,0.0,34.31984329223633,34.30886459350586,34.310874938964844,34.354461669921875,35.056941986083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0254,10,34.381370544433594,33.428096771240234,42.301021575927734,43.68822479248047,44.35681915283203,14.24,0.0,0.0,0.0,34.36996841430664,33.41234588623047,42.28451919555664,43.69148254394531,44.35681915283203,14.16,0.0,0.0,0.0,-0.011402130126953125,-0.015750885009765625,-0.01650238037109375,0.00325775146484375,0.0,-0.08000000000000007,0.0,0.0,0.0
TP_0254,12,40.61389923095703,38.25824737548828,59.588104248046875,60.65027618408203,61.203189849853516,20.36,17.32,17.32,17.32,40.59488296508789,38.257572174072266,59.587032318115234,60.65025329589844,61.203189849853516,20.28,17.28,17.24,17.24,-0.019016265869140625,-0.000675201416015625,-0.001071929931640625,-2.288818359375e-05,0.0,-0.0799999999999983,-0.03999999999999915,-0.08000000000000185,-0.08000000000000185
TP_0254,13,40.52610778808594,38.389793395996094,58.272666931152344,59.65319061279297,60.47515106201172,20.52,17.32,17.28,17.28,40.48944091796875,38.38819885253906,58.26285171508789,59.65319061279297,60.47515106201172,20.44,17.16,17.119999999999997,17.119999999999997,-0.0366668701171875,-0.00159454345703125,-0.009815216064453125,0.0,0.0,-0.0799999999999983,-0.16000000000000014,-0.1600000000000037,-0.1600000000000037
TP_0254,15,39.272525787353516,37.41878128051758,55.04627227783203,55.93986511230469,58.0178337097168,17.88,16.36,16.36,10.280000000000001,39.26814270019531,37.41091537475586,55.04346466064453,55.93986511230469,58.0178337097168,17.84,16.36,16.36,10.280000000000001,-0.004383087158203125,-0.00786590576171875,-0.0028076171875,0.0,0.0,-0.03999999999999915,0.0,0.0,0.0
TP_0254,16,36.0684700012207,35.022464752197266,45.494651794433594,46.41646957397461,48.93928146362305,12.8,11.68,0.0,0.0,36.06061935424805,35.0094108581543,45.46495819091797,46.416358947753906,48.93928146362305,12.8,11.64,0.0,0.0,-0.00785064697265625,-0.01305389404296875,-0.029693603515625,-0.000110626220703125,0.0,0.0,-0.03999999999999915,0.0,0.0
TP_0301,10,38.1929931640625,43.8730354309082,46.63159942626953,46.63159942626953,46.63159942626953,46.36,10.84,0.0,0.0,38.1929931640625,43.8730354309082,46.63159942626953,46.63159942626953,46.63159942626953,46.36,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0301,12,51.06782531738281,61.52446746826172,62.34635543823242,62.34635543823242,62.34635543823242,67.67999999999999,56.720000000000006,56.599999999999994,56.599999999999994,51.06782531738281,61.52446746826172,62.34635543823242,62.34635543823242,62.34635543823242,67.67999999999999,56.720000000000006,56.599999999999994,56.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0301,13,51.924285888671875,60.86508560180664,62.62362289428711,62.62362289428711,62.62362289428711,70.56,63.2,63.160000000000004,63.160000000000004,51.924285888671875,60.86508560180664,62.62362289428711,62.62362289428711,62.62362289428711,70.56,63.2,63.160000000000004,63.160000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0301,15,47.52867126464844,57.895896911621094,60.863189697265625,60.863189697265625,60.863189697265625,53.04,50.92,50.92,38.0,47.52867126464844,57.895896911621094,60.863189697265625,60.863189697265625,60.863189697265625,53.04,50.92,50.92,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0301,16,40.9310302734375,48.52159881591797,51.87674331665039,51.87674331665039,51.87674331665039,43.36,38.64,10.84,0.0,40.9310302734375,48.52159881591797,51.87674331665039,51.87674331665039,51.87674331665039,43.36,38.64,10.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0326,10,38.02632141113281,43.262386322021484,44.186100006103516,46.4856071472168,46.63203811645508,46.400000000000006,8.48,0.0,0.0,37.90842056274414,43.11092758178711,44.186100006103516,46.4856071472168,46.63203811645508,45.24,8.48,0.0,0.0,-0.11790084838867188,-0.151458740234375,0.0,0.0,0.0,-1.1600000000000037,0.0,0.0,0.0
TP_0326,12,50.22969055175781,60.87721252441406,61.33607864379883,62.2581672668457,62.346927642822266,67.16,55.559999999999995,55.44,55.44,49.96697998046875,60.74032974243164,61.33607864379883,62.2581672668457,62.346927642822266,66.84,54.400000000000006,54.279999999999994,54.279999999999994,-0.2627105712890625,-0.13688278198242188,0.0,0.0,0.0,-0.3199999999999932,-1.1599999999999895,-1.1600000000000037,-1.1600000000000037
TP_0326,13,49.49129867553711,59.87584686279297,60.62959289550781,62.47431945800781,62.623565673828125,63.72,54.279999999999994,54.24,54.08,49.234771728515625,59.812660217285156,60.62959289550781,62.47431945800781,62.623565673828125,63.480000000000004,53.080000000000005,53.04,52.88,-0.2565269470214844,-0.0631866455078125,0.0,0.0,0.0,-0.23999999999999488,-1.1999999999999886,-1.2000000000000028,-1.1999999999999957
TP_0326,15,47.01081848144531,56.277008056640625,58.221370697021484,60.730934143066406,60.86261749267578,56.39999999999999,50.72,50.68,38.92,46.768192291259766,56.00123977661133,58.221370697021484,60.730934143066406,60.86261749267578,55.32,49.559999999999995,49.519999999999996,36.4,-0.24262619018554688,-0.2757682800292969,0.0,0.0,0.0,-1.0799999999999912,-1.1600000000000037,-1.1600000000000037,-2.520000000000003
TP_0326,16,39.832374572753906,46.169246673583984,49.02817153930664,51.73527908325195,51.87617111206055,36.36,34.64,8.48,0.0,39.627220153808594,45.85508346557617,49.02817153930664,51.73527908325195,51.87617111206055,34.8,32.32,8.48,0.0,-0.2051544189453125,-0.3141632080078125,0.0,0.0,0.0,-1.5600000000000023,-2.3200000000000003,0.0,0.0
TP_0366,10,44.213905334472656,45.30974197387695,45.537864685058594,45.66337966918945,46.223419189453125,93.72,47.4,0.0,0.0,44.07563018798828,45.20923614501953,45.489559173583984,45.63541030883789,46.129093170166016,93.24,42.08,0.0,0.0,-0.138275146484375,-0.10050582885742188,-0.048305511474609375,-0.0279693603515625,-0.09432601928710938,-0.480000000000004,-5.32,0.0,0.0
TP_0366,12,60.7249870300293,61.648746490478516,61.75421142578125,61.912803649902344,62.16379928588867,99.68,97.64,97.64,97.64,60.53070068359375,61.59000778198242,61.71053695678711,61.85928726196289,62.10926818847656,99.68,97.16,97.16,97.16,-0.19428634643554688,-0.05873870849609375,-0.043674468994140625,-0.053516387939453125,-0.054531097412109375,0.0,-0.480000000000004,-0.480000000000004,-0.480000000000004
TP_0366,13,60.643314361572266,61.541412353515625,61.7314338684082,61.82551956176758,62.30185317993164,99.88,98.44000000000001,98.44000000000001,98.44000000000001,60.34683609008789,61.47410583496094,61.694000244140625,61.81169509887695,62.30185317993164,99.88,97.48,97.48,97.48,-0.296478271484375,-0.0673065185546875,-0.037433624267578125,-0.013824462890625,0.0,0.0,-0.960000000000008,-0.960000000000008,-0.960000000000008
TP_0366,15,58.413536071777344,59.428321838378906,59.73647689819336,59.849735260009766,60.498451232910156,99.36,98.08,98.08,96.84,57.91175079345703,59.35393524169922,59.68304443359375,59.836605072021484,60.498451232910156,98.6,95.96000000000001,95.96000000000001,94.72,-0.5017852783203125,-0.0743865966796875,-0.053432464599609375,-0.01313018798828125,0.0,-0.7600000000000051,-2.1199999999999903,-2.1199999999999903,-2.1200000000000045
TP_0366,16,49.25730514526367,50.345638275146484,50.68217468261719,50.798423767089844,51.45416259765625,96.52,96.08,47.92,0.0,48.84811782836914,50.27494812011719,50.61408996582031,50.78455352783203,51.45416259765625,93.92,93.52000000000001,41.52,0.0,-0.40918731689453125,-0.07069015502929688,-0.068084716796875,-0.0138702392578125,0.0,-2.5999999999999943,-2.559999999999988,-6.399999999999999,0.0
TP_0409,10,34.83635330200195,34.20868682861328,42.157470703125,42.41999816894531,44.77104187011719,19.400000000000002,0.0,0.0,0.0,34.778663635253906,34.16686248779297,42.11679458618164,42.41179275512695,44.77104187011719,18.88,0.0,0.0,0.0,-0.057689666748046875,-0.0418243408203125,-0.040676116943359375,-0.008205413818359375,0.0,-0.5200000000000031,0.0,0.0,0.0
TP_0409,12,41.98249816894531,41.62076950073242,58.58767318725586,58.970611572265625,61.180057525634766,30.2,24.48,24.48,24.48,41.838748931884766,41.39445877075195,58.49995803833008,58.829322814941406,61.180057525634766,29.799999999999997,23.919999999999998,23.919999999999998,23.919999999999998,-0.14374923706054688,-0.22631072998046875,-0.08771514892578125,-0.14128875732421875,0.0,-0.40000000000000213,-0.5600000000000023,-0.5600000000000023,-0.5600000000000023
TP_0409,13,41.366973876953125,40.977725982666016,57.28499221801758,57.919273376464844,60.78064727783203,28.16,22.56,22.56,22.56,41.237648010253906,40.84627914428711,57.18027877807617,57.8399658203125,60.78064727783203,27.76,22.040000000000003,22.040000000000003,22.040000000000003,-0.12932586669921875,-0.13144683837890625,-0.10471343994140625,-0.07930755615234375,0.0,-0.3999999999999986,-0.519999999999996,-0.519999999999996,-0.519999999999996
TP_0409,15,38.86214828491211,37.649513244628906,54.29258346557617,55.58564376831055,57.198856353759766,15.840000000000002,14.879999999999999,14.879999999999999,7.28,38.81929397583008,37.627403259277344,54.2335319519043,55.53555679321289,57.198856353759766,15.72,14.719999999999999,14.719999999999999,7.12,-0.04285430908203125,-0.0221099853515625,-0.059051513671875,-0.05008697509765625,0.0,-0.120000000000001,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014
TP_0409,16,36.18276596069336,35.381988525390625,45.290626525878906,46.46531295776367,48.29962158203125,13.88,11.92,0.0,0.0,36.142555236816406,35.341434478759766,45.284488677978516,46.4425163269043,48.29962158203125,13.600000000000001,11.84,0.0,0.0,-0.040210723876953125,-0.040554046630859375,-0.006137847900390625,-0.022796630859375,0.0,-0.27999999999999936,-0.08000000000000007,0.0,0.0
TP_0433,10,32.89397048950195,32.775516510009766,32.86842346191406,33.160423278808594,42.15037536621094,1.0,0.0,0.0,0.0,32.89397048950195,32.775516510009766,32.86842346191406,33.160423278808594,42.15037536621094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0433,12,36.00526428222656,35.518402099609375,35.96833038330078,36.852542877197266,58.16933059692383,2.2800000000000002,1.6400000000000001,1.6400000000000001,1.6400000000000001,36.00526428222656,35.518402099609375,35.96833038330078,36.852542877197266,58.16933059692383,2.2800000000000002,1.6400000000000001,1.6400000000000001,1.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0433,13,36.09662628173828,35.63285827636719,36.113311767578125,37.02426528930664,57.65642547607422,2.44,1.5599999999999998,1.5599999999999998,1.44,36.09662628173828,35.63285827636719,36.113311767578125,37.02426528930664,57.65642547607422,2.44,1.5599999999999998,1.5599999999999998,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0433,15,35.89230728149414,35.5416374206543,35.961002349853516,36.701419830322266,55.08841323852539,1.6,1.28,1.28,0.04,35.89230728149414,35.5416374206543,35.961002349853516,36.701419830322266,55.08841323852539,1.6,1.28,1.28,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0433,16,34.479736328125,34.301673889160156,34.54447937011719,35.015647888183594,46.38434600830078,0.88,0.76,0.0,0.0,34.479736328125,34.301673889160156,34.54447937011719,35.015647888183594,46.38434600830078,0.88,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0492,10,32.79103088378906,32.791316986083984,32.791316986083984,32.83436965942383,33.074832916259766,0.0,0.0,0.0,0.0,32.79103088378906,32.791316986083984,32.791316986083984,32.83436965942383,33.074832916259766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0492,12,35.532508850097656,35.50806427001953,35.56707763671875,35.74211120605469,36.19833755493164,0.0,0.0,0.0,0.0,35.532508850097656,35.50806427001953,35.56707763671875,35.74211120605469,36.19833755493164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0492,13,35.64285659790039,35.62214660644531,35.66880416870117,35.84223556518555,36.305450439453125,0.0,0.0,0.0,0.0,35.64285659790039,35.62214660644531,35.66880416870117,35.84223556518555,36.305450439453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP_0492,15,35.55673599243164,35.54765701293945,35.57827377319336,35.67491149902344,36.08007049560547,0.0,0.0,0.0,0.0,35.55673599243164,35.54765701293945,35.57827377319336,35.67491149902344,36.08007049560547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
