prediction_source,dataset_label,target_col,ablation_model,regime_type,regime_value,n,MAE,bias,official_ge_31_count,fixed_31_recall,fixed_31_F1,residual_mean
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,hour_group,midday,1293,1.57265367309712,-0.10706433886597927,363,0.09090909090909091,0.15789473684210525,-0.10706433886597927
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,hour_group,morning,2592,1.008377173056734,0.6020076741952032,61,0.0,,0.6020076741952032
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_radiation,hour_group,overnight,3051,0.49734792126422234,-0.12058318190965663,0,,,-0.12058318190965663
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,hour_group,afternoon,1728,1.4919142325395949,-0.14873927049353433,199,0.0,,-0.14873927049353433
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,hour_group,evening,1809,0.9725083384979573,-0.8043839679121779,0,,,-0.8043839679121779
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,hour_group,midday,1293,1.7018142437992536,0.41632945983388103,363,0.0,,0.41632945983388103
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,hour_group,morning,2592,1.0240401857535153,0.6735267911405156,61,0.0,,0.6735267911405156
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,L1_proxy_weather,hour_group,overnight,3051,0.6406775289309984,-0.19416649983913617,0,,,-0.19416649983913617
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,hour_group,afternoon,1728,1.4424121813152408,0.09425488423337718,199,0.005025125628140704,0.01,0.09425488423337718
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,hour_group,evening,1809,0.6139907453337032,-0.07810349677920969,0,,,-0.07810349677920969
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,hour_group,midday,1293,1.4020372059238901,-0.23976402655726325,363,0.1652892561983471,0.26666666666666666,-0.23976402655726325
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,hour_group,morning,2592,0.8317248317310817,0.09459349244106068,61,0.0,,0.09459349244106068
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M4_like_inertia_ridge,hour_group,overnight,3051,0.530615442126279,0.0023148455800682394,0,,,0.0023148455800682394
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,hour_group,afternoon,1728,1.444525879099749,-0.007327639849980062,199,0.010050251256281407,0.019801980198019802,-0.007327639849980062
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,hour_group,evening,1809,0.5742439173814922,0.01194593249036079,0,,,0.01194593249036079
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,hour_group,midday,1293,1.4881427429581209,-0.288184793864557,363,0.1184573002754821,0.20140515222482436,-0.288184793864557
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,hour_group,morning,2592,0.8676399835826898,0.16050391280223705,61,0.0,,0.16050391280223705
loso_sprint2a_oof,hourly_mean,official_wbgt_c_mean,M7_like_compact_weather_ridge,hour_group,overnight,3051,0.5450767043918356,-0.029332282313984347,0,,,-0.029332282313984347
