cell_id,shade_corridor_continuity_idx,max_connected_shade_length_m,shade_gap_count,shade_corridor_source_status,feature_version
TP_0053,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0056,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0059,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0060,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0063,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0065,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0066,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0067,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0074,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0081,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0082,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0083,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0085,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0088,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0089,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0090,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0097,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0098,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0099,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0102,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0103,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0104,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0108,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0110,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0112,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0114,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0115,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0116,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0117,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0119,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0122,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0123,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0126,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0127,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0133,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0135,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0136,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0139,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0141,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0146,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0153,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0154,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0159,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0160,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0162,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0165,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0166,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0168,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0169,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0170,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0171,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0183,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0192,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0196,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0197,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0199,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0206,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0207,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0208,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0212,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0215,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0218,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0221,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0226,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0227,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0230,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0233,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0234,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0236,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0237,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0245,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0248,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0254,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0255,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0256,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0257,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0263,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0276,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0277,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0278,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0285,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0286,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0293,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0300,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0301,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0313,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0318,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0319,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0320,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0326,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0337,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0344,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0346,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0349,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0355,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0359,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0361,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0365,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0366,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0371,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0372,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0373,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0378,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0379,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0380,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0381,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0383,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0403,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0406,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0407,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0409,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0410,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0412,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0418,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0430,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0431,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0433,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0438,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0448,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0454,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0458,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0460,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0464,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0465,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0467,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0475,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0489,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0492,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0495,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0498,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0519,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0523,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0538,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0542,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0543,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0544,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0546,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0552,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0554,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0555,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0556,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0560,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0564,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0565,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0568,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0569,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0570,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0571,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0572,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0573,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0575,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0581,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0584,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0587,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0588,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0589,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0590,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0592,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0599,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0600,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0601,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0603,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0605,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0608,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0610,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0611,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0612,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0614,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0616,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0622,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0623,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0627,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0628,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0632,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0636,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0641,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0646,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0647,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0649,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0650,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0651,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0657,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0663,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0669,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0670,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0672,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0673,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0674,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0676,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0677,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0680,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0681,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0684,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0691,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0693,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0704,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0707,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0710,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0711,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0713,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0718,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0719,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0720,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0722,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0727,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0740,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0744,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0745,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0746,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0747,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0759,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0762,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0767,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0772,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0773,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0774,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0777,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0786,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0787,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0792,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0793,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
