candidate_id,candidate_role,candidate_family,regime_variable,regime_bin,n,n_obs_ge31,n_pred_ge31,n_ge31_hit,n_ge31_miss,n_ge31_false_alarm,ge31_miss_rate_among_observed,mean_official_wbgt_c,mean_prediction_wbgt_c,mean_residual_official_minus_pred_c,median_residual_official_minus_pred_c,p75_residual_official_minus_pred_c,p90_residual_official_minus_pred_c,mean_abs_error_c,p90_abs_error_c,max_abs_error_c
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.061724898419325,2.2496960843163953,2.5162187890737115,3.6019994745392765,4.50967470159386,2.358203294176517,4.50967470159386,6.998132251311709
wbgt_proxy_v09_c,raw_proxy,existing_v09_proxy,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.572477773033093,-0.22914443969976664,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37379221797013334,1.0577288999754095,1.2621086827844223
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.786216038758862,1.508622670918558,1.0019478195143812,2.6662450698109303,3.741190065385723,1.562135858290239,3.741190065385723,5.201076122434255
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,26.970118013455135,2.3413029692805867,2.617673062375218,3.7188105360223744,4.6474901955334404,2.4402117578479996,4.6474901955334404,7.104362651664822
stull_globe_shortwave_radiation_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.79180603873484,1.503032670942585,0.9850272438045273,2.652897390486137,3.727993788712587,1.556696863204677,3.727993788712587,5.181971581449488
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.006760767440813,2.30466021529491,2.589701165718086,3.6746851766053936,4.591772173012721,2.4073571667259617,4.591772173012721,7.061870491523578
stull_globe_shortwave_radiation_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.80019103869879,1.4946476709786263,0.959646380239743,2.6328758714989515,3.7081993737028847,1.548538370576335,3.7081993737028847,5.153314769972344
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.061724898419325,2.2496960843163962,2.516218789073715,3.6019994745392765,4.50967470159386,2.358203294176518,4.50967470159386,6.998132251311709
stull_globe_shortwave_radiation_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.808576038662753,1.4862626710146674,0.9416367669421177,2.612854352511766,3.6884049586931833,1.5403798779479925,3.6884049586931833,5.124657958495199
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.116689029397843,2.194731953337882,2.455777010263578,3.5270967746368953,4.449779041566825,2.3094613870201894,4.449779041566825,6.934394011099833
stull_globe_shortwave_radiation_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.8197560386147,1.4750826710627216,0.9365646983901286,2.5713205842479017,3.6620124053469123,1.529501887776869,3.6620124053469123,5.086448876525669
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.189974537369192,2.121446445366529,2.3470877038065012,3.4308148663115787,4.34917765292354,2.2449543452329928,4.34917765292354,6.849409690817339
stull_globe_shortwave_radiation_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.830936038566648,1.4639026711107763,0.935543065705204,2.5290160432631374,3.6356198520006435,1.518623897605746,3.6356198520006435,5.048239794556142
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.263260045340548,2.048160937395177,2.2523410397461667,3.344096991161642,4.238072711466479,2.1820191742154353,4.238072711466479,6.764425370534845
stull_globe_shortwave_radiation_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.842116038518594,1.452722671158831,0.935543065705204,2.4867115022783732,3.6092272986543725,1.5077459074346227,3.6092272986543725,5.010030712586612
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.336545553311904,1.9748754294238244,2.1449986611019938,3.266570913777109,4.14816048274833,2.1202086361028005,4.14816048274833,6.6794410502523505
stull_globe_shortwave_radiation_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.785789324192717,1.5090493854847087,1.0060409381496314,2.6671130256085913,3.741676931394724,1.5625585297050653,3.741676931394724,5.201923435784163
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,26.967721077710998,2.3436999050247285,2.6215083099439838,3.7203248402237215,4.649349545325447,2.4422820709051765,4.649349545325447,7.105772107934648
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.791165966885607,1.5036727427918113,0.9911669217574008,2.654199324182631,3.7287240877260883,1.557330870326917,3.7287240877260883,5.183242551474354
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.003165363824603,2.3082556189111236,2.5910967263345945,3.687988179957177,4.59593026938222,2.410462636311728,4.59593026938222,7.06398467592831
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.799230930924956,1.4956077787524658,0.9688558971690533,2.634828772043692,3.709294822223137,1.5494893812596946,3.709294822223137,5.15522122500964
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.056331792995007,2.2550891897407155,2.52543544529836,3.6169771885430535,4.516392250622408,2.3628254357331535,4.516392250622408,7.0013035279188
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.8072958949643,1.4875428147131196,0.9465448725807057,2.6154582199047507,3.6898655567201866,1.5416478921924723,3.6898655567201866,5.127199898544923
stull_globe_shortwave_radiation_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.109498222165417,2.2019227605703082,2.4665849810694915,3.53502436853044,4.453992981170929,2.315568736558903,4.453992981170929,6.938622379909297
stull_globe_shortwave_radiation_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.818049180350094,1.4767895293273254,0.9416367669421177,2.577777400888632,3.663959869382917,1.531192573436176,3.663959869382917,5.089838129925305
stull_globe_shortwave_radiation_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.180386794392625,2.1310341883430977,2.3791511302972097,3.442883279484807,4.372304331619071,2.2530281555085945,4.372304331619071,6.855047515896622
stull_globe_shortwave_radiation_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.82880246573589,1.4660362439415309,0.935543065705204,2.5370870640640497,3.638054182045647,1.5207372546798792,3.638054182045647,5.052476361305686
stull_globe_shortwave_radiation_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.251275366619836,2.0601456161158875,2.2652615631951285,3.359736347078133,4.256843361893838,2.191607578569669,4.256843361893838,6.771472651883954
stull_globe_shortwave_radiation_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.839555751121683,1.4552829585557363,0.935543065705204,2.4963967272394694,3.612148494708379,1.5102819359235828,3.612148494708379,5.015114592686068
stull_globe_shortwave_radiation_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.322163938847044,1.989257043888677,2.1606300761243915,3.2765546183151386,4.16187072855376,2.1316055910057483,4.16187072855376,6.687897787871279
stull_globe_shortwave_radiation_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.785088027860475,1.509750681816946,1.0111232051847807,2.668577682859814,3.7425737090233793,1.5632522041446588,3.7425737090233793,5.203461622334732
stull_globe_shortwave_radiation_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,26.96395915246695,2.347461830268775,2.6251338451661645,3.7230253785750484,4.652797703757865,2.445531346300624,4.652797703757865,7.108392663847006
stull_globe_shortwave_radiation_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.790114022387254,1.5047246872901674,0.9987903223101249,2.656396310059467,3.7300692541690723,1.5583713819863074,3.7300692541690723,5.185549831300207
stull_globe_shortwave_radiation_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,26.997522475958533,2.313898506777193,2.5945440985709745,3.689600106209756,4.601338865092861,2.4153365494048993,4.601338865092861,7.067915509796855
stull_globe_shortwave_radiation_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.797653014177424,1.4971856954999994,0.9802909979981393,2.638124250858942,3.7113125718876137,1.55105014874878,3.7113125718876137,5.158682144748418
stull_globe_shortwave_radiation_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,radiation_hot,753,202,0,0,202,0,1.0,29.311420982735722,27.047867461195906,2.26355352153982,2.5314164579678753,3.622445160657474,4.524150607095355,2.3701000619885004,4.524150607095355,7.0071997787216205
stull_globe_shortwave_radiation_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,hot_not_highradiation,60,0,0,0,0,0,,26.34333333333333,26.575360186465005,-0.2320268531316786,-0.15752295505608593,0.06611847085182099,0.24303369325330168,0.37667463140204505,1.05772889997541,1.2621086827844223
stull_globe_shortwave_radiation_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,other,706,0,0,0,0,0,,25.734985835694047,25.247459781772328,0.48752605392172366,0.4615263822330178,0.8366755240053534,1.2277010441231475,0.5986135629517272,1.2290659255197411,2.558340896106742
stull_globe_shortwave_radiation_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,combined_radiation_hot_regime,highradiation_not_hot,155,2,0,0,2,0,1.0,27.294838709677425,25.80519200596759,1.4896467037098315,0.9617916736861538,2.6198521916584188,3.6925558896061528,1.5437289155112528,3.6925558896061528,5.131814458196629
