candidate_id,candidate_role,candidate_family,radiation_input,k_value,wind_floor,wetbulb_min_c,wetbulb_max_c,globe_simple_min_c,globe_simple_max_c,formula_min_c,formula_max_c,formula_dynamic_range_c,predicted_p99_minus_median,official_p99_minus_median,compression_ratio,corr_prediction_shortwave_radiation,corr_residual_shortwave_radiation
stull_globe_shortwave_radiation_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.002,0.5,23.53496422772142,27.102532549559985,23.5,33.357427737818995,23.524474959404994,28.887833150283157,5.363358190878163,1.9729139123407649,6.299999999999997,0.3131609384667882,0.78741875893619,0.7054406881902435
stull_globe_shortwave_radiation_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.003,0.5,23.53496422772142,27.102532549559985,23.5,33.78614160672849,23.524474959404994,28.97357592406506,5.449100964660065,2.041405245449358,6.299999999999997,0.32403257864275536,0.7948458867742761,0.6989541716431618
stull_globe_shortwave_radiation_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.0045,0.5,23.53496422772142,27.102532549559985,23.5,34.42921241009273,23.524474959404994,29.102190084737906,5.577715125332912,2.1455232374104014,6.299999999999997,0.3405592440333972,0.8051959753627197,0.6888403829336096
stull_globe_shortwave_radiation_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.006,0.5,23.53496422772142,27.102532549559985,23.5,35.07228321345698,23.524474959404994,29.230804245410756,5.7063292860057615,2.252081818109577,6.299999999999997,0.3574733044618378,0.8146772509355421,0.6782474853337899
stull_globe_shortwave_radiation_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.008,0.5,23.53496422772142,27.102532549559985,23.5,35.92971095127597,23.524474959404994,29.402289792974553,5.877814833569559,2.3710243744421646,6.299999999999997,0.37635307530828027,0.8261081639436797,0.663342250521513
stull_globe_shortwave_radiation_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.01,0.5,23.53496422772142,27.102532549559985,23.5,36.78713868909497,23.524474959404994,29.573775340538354,6.04930038113336,2.5268437010794997,6.299999999999997,0.40108630175865095,0.8363124045839104,0.6474982074597816
stull_globe_shortwave_radiation_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.012,0.5,23.53496422772142,27.102532549559985,23.5,37.644566426913954,23.524474959404994,29.745260888102152,6.220785928697158,2.6267140771267883,6.299999999999997,0.4169387424010777,0.8454405208630166,0.6306653833270106
stull_globe_shortwave_radiation_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.002,1.0,23.53496422772142,27.102532549559985,23.5,33.31154225603682,23.524474959404994,28.878656053926726,5.354181094521731,1.9673666537713927,6.299999999999997,0.31228042123355454,0.7869176145716348,0.7059294524695046
stull_globe_shortwave_radiation_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.003,1.0,23.53496422772142,27.102532549559985,23.5,33.71731338405523,23.524474959404994,28.959810279530405,5.435335320125411,2.0337185940681906,6.299999999999997,0.32281247524891926,0.7941663262950109,0.6997193728930075
stull_globe_shortwave_radiation_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.0045,1.0,23.53496422772142,27.102532549559985,23.5,34.32597007608285,23.524474959404994,29.08154161793593,5.557066658530935,2.133993260338652,6.299999999999997,0.33872908894264336,0.8043260569153995,0.6900629467581574
stull_globe_shortwave_radiation_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.006,1.0,23.53496422772142,27.102532549559985,23.5,34.93462676811046,23.524474959404994,29.20327295634145,5.678797996936456,2.234267926609114,6.299999999999997,0.35464570263636747,0.8136974945891579,0.6799815140950308
stull_globe_shortwave_radiation_k0p008_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.008,1.0,23.53496422772142,27.102532549559985,23.5,35.746169024147285,23.524474959404994,29.365581407548817,5.841106448143822,2.3534526893809797,6.299999999999997,0.37356391894936203,0.8250863600863773,0.6658479586436654
stull_globe_shortwave_radiation_k0p01_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.01,1.0,23.53496422772142,27.102532549559985,23.5,36.55771128018411,23.524474959404994,29.527889858756183,6.003414899351188,2.4535763049885873,6.299999999999997,0.38945655634739496,0.8353454836790307,0.650885057009397
stull_globe_shortwave_radiation_k0p012_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_radiation,0.012,1.0,23.53496422772142,27.102532549559985,23.5,37.369253536220924,23.524474959404994,29.690198309963545,6.165723350558551,2.557303670675985,6.299999999999997,0.40592121756761684,0.8446049332588065,0.635050119352871
stull_globe_shortwave_3h_mean_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.002,0.25,23.53496422772142,27.102532549559985,23.5,33.57404246087777,23.524474959404994,28.853749839070097,5.329274879665103,1.9355323682337584,6.299999999999997,0.30722736003710466,0.7813039683684447,0.7053366955498108
stull_globe_shortwave_3h_mean_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.003,0.25,23.53496422772142,27.102532549559985,23.5,34.311063691316654,23.524474959404994,28.922450957245466,5.397975997840472,1.9573622940622855,6.299999999999997,0.31069242762893434,0.7858026614459223,0.6987967474910405
stull_globe_shortwave_3h_mean_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.0045,0.25,23.53496422772142,27.102532549559985,23.5,35.41659553697498,23.524474959404994,29.02550263450852,5.501027675103526,2.0065560964549825,6.299999999999997,0.3185009676912672,0.7919140341604882,0.6886093829238871
stull_globe_shortwave_3h_mean_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.006,0.25,23.53496422772142,27.102532549559985,23.5,36.52212738263331,23.524474959404994,29.12855431177157,5.6040793523665755,2.1008803931928064,6.299999999999997,0.3334730782845726,0.7973339301793085,0.6779610155301653
stull_globe_shortwave_3h_mean_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.008,0.25,23.53496422772142,27.102532549559985,23.5,37.996169843511076,23.524474959404994,29.265956548122308,5.741481588717313,2.212076518316902,6.299999999999997,0.3511232568756989,0.803611764871455,0.6630325087993384
stull_globe_shortwave_3h_mean_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.01,0.25,23.53496422772142,27.102532549559985,23.5,39.470212304388845,23.524474959404994,29.403358784473046,5.878883825068051,2.362327356401927,6.299999999999997,0.3749725962542743,0.8089459522642424,0.6472554581047212
stull_globe_shortwave_3h_mean_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.012,0.25,23.53496422772142,27.102532549559985,23.5,40.944254765266614,23.524474959404994,29.540761020823783,6.016286061418789,2.4660080635471466,6.299999999999997,0.3914298513566901,0.8134698770819566,0.6306199518627876
stull_globe_shortwave_3h_mean_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.002,0.5,23.53496422772142,27.102532549559985,23.5,33.395755658784765,23.524474959404994,28.849695780429848,5.325220821024853,1.9337831005686006,6.299999999999997,0.3069496985029526,0.7812959266964403,0.7056393311431342
stull_globe_shortwave_3h_mean_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.003,0.5,23.53496422772142,27.102532549559985,23.5,34.04363348817714,23.524474959404994,28.91636986928509,5.391894909880097,1.9834166392804526,6.299999999999997,0.3148280379810244,0.7858397995624191,0.6992758142929913
stull_globe_shortwave_3h_mean_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.0045,0.5,23.53496422772142,27.102532549559985,23.5,35.015450232265714,23.524474959404994,29.016381002567957,5.491906043162963,2.0033718765609585,6.299999999999997,0.31799553596205704,0.7920704833512061,0.6893852875834625
stull_globe_shortwave_3h_mean_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.006,0.5,23.53496422772142,27.102532549559985,23.5,35.98726697635428,23.524474959404994,29.116392135850823,5.591917176445829,2.073469790041255,6.299999999999997,0.32912218889543743,0.7976621279164197,0.6790730325197574
stull_globe_shortwave_3h_mean_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.008,0.5,23.53496422772142,27.102532549559985,23.5,37.28302263513904,23.524474959404994,29.249740313561315,5.7252653541563205,2.203715925198807,6.299999999999997,0.34979617860298545,0.8042344679438861,0.6646545556211203
stull_globe_shortwave_3h_mean_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.01,0.5,23.53496422772142,27.102532549559985,23.5,38.578778293923804,23.524474959404994,29.383088491271803,5.858613531866808,2.3116358740730014,6.299999999999997,0.3669263292179369,0.8099208666672794,0.6494584624347058
stull_globe_shortwave_3h_mean_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.012,0.5,23.53496422772142,27.102532549559985,23.5,39.87453395270856,23.524474959404994,29.51643666898229,5.991961709577296,2.45608582868568,6.299999999999997,0.3898548934421716,0.8148391534896445,0.6334740360588552
stull_globe_shortwave_3h_mean_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.002,1.0,23.53496422772142,27.102532549559985,23.5,33.24818842048592,23.524474959404994,28.842559615935585,5.318084656530591,1.9304317659915036,6.299999999999997,0.30641774063357213,0.7812052385919965,0.7061578069512038
stull_globe_shortwave_3h_mean_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.003,1.0,23.53496422772142,27.102532549559985,23.5,33.71157575256331,23.524474959404994,28.905665622543697,5.381190663138703,1.9785000198739908,6.299999999999997,0.31404762220222093,0.7857618405772404,0.7000855734622613
stull_globe_shortwave_3h_mean_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.0045,1.0,23.53496422772142,27.102532549559985,23.5,34.51736362884497,23.524474959404994,29.000324632455865,5.47584967305087,2.0342402604331333,6.299999999999997,0.32289527943383084,0.7920728014266932,0.6906730844100618
stull_globe_shortwave_3h_mean_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.006,1.0,23.53496422772142,27.102532549559985,23.5,35.323151505126624,23.524474959404994,29.094983642368035,5.570508682963041,2.061078931360754,6.299999999999997,0.32715538593027854,0.7978073999739589,0.6808891154761488
stull_globe_shortwave_3h_mean_k0p008_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.008,1.0,23.53496422772142,27.102532549559985,23.5,36.39753534016883,23.524474959404994,29.22119565558426,5.696720696179266,2.1555825860284727,6.299999999999997,0.3421559660362657,0.8046495296466423,0.6672544773106374
stull_globe_shortwave_3h_mean_k0p01_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.01,1.0,23.53496422772142,27.102532549559985,23.5,37.471919175211035,23.524474959404994,29.347407668800486,5.8229327093954915,2.2926835192371584,6.299999999999997,0.36391801892653325,0.8106766323631744,0.6529338456972035
stull_globe_shortwave_3h_mean_k0p012_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,shortwave_3h_mean,0.012,1.0,23.53496422772142,27.102532549559985,23.5,38.54630301025324,23.524474959404994,29.47361968201671,5.949144722611717,2.397778991702733,6.299999999999997,0.38059983995281493,0.8159887292033826,0.6379163120623428
stull_globe_direct_plus_diffuse_k0p002_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.002,0.25,23.53496422772142,27.102532549559985,23.5,33.38349530310992,23.524474959404994,28.893046663341345,5.36857170393635,1.975974828285345,6.299999999999997,0.3136467981405311,0.7876920345277125,0.7051608713009019
stull_globe_direct_plus_diffuse_k0p003_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.003,0.25,23.53496422772142,27.102532549559985,23.5,33.82524295466487,23.524474959404994,28.981396193652333,5.456921234247339,2.0455955242001593,6.299999999999997,0.3246977022539937,0.7952005562007615,0.6985106828701362
stull_globe_direct_plus_diffuse_k0p0045_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.0045,0.25,23.53496422772142,27.102532549559985,23.5,34.487864431997316,23.524474959404994,29.113920489118822,5.589445529713828,2.151808655536602,6.299999999999997,0.3415569294502544,0.8056139584631212,0.6881196896338515
stull_globe_direct_plus_diffuse_k0p006_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.006,0.25,23.53496422772142,27.102532549559985,23.5,35.24983024752689,23.524474959404994,29.24644478458531,5.721969825180317,2.2631990611823056,6.299999999999997,0.35923794621941374,0.8150977419967196,0.6772094215255218
stull_globe_direct_plus_diffuse_k0p008_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.008,0.25,23.53496422772142,27.102532549559985,23.5,36.29977366336919,23.524474959404994,29.423143845207292,5.898668885802298,2.435251989971956,6.299999999999997,0.38654793491618367,0.8264540468605354,0.6618144550822606
stull_globe_direct_plus_diffuse_k0p01_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.01,0.25,23.53496422772142,27.102532549559985,23.5,37.36534659761308,23.524474959404994,29.599842905829277,6.075367946424283,2.5341571381581645,6.299999999999997,0.4022471647870104,0.8365124269885388,0.6453996393997189
stull_globe_direct_plus_diffuse_k0p012_wf0p25,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.012,0.25,23.53496422772142,27.102532549559985,23.5,38.8984159171357,23.524474959404994,29.776541966451262,6.252067007046268,2.6359904155569858,6.299999999999997,0.4184111770725376,0.8454396881142332,0.6279099734572039
stull_globe_direct_plus_diffuse_k0p002_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.002,0.5,23.53496422772142,27.102532549559985,23.5,33.357427737818995,23.524474959404994,28.887833150283157,5.363358190878163,1.9729139123407649,6.299999999999997,0.3131609384667882,0.78741875893619,0.7054406881902435
stull_globe_direct_plus_diffuse_k0p003_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.003,0.5,23.53496422772142,27.102532549559985,23.5,33.78614160672849,23.524474959404994,28.97357592406506,5.449100964660065,2.041405245449358,6.299999999999997,0.32403257864275536,0.7948458867742761,0.6989541716431618
stull_globe_direct_plus_diffuse_k0p0045_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.0045,0.5,23.53496422772142,27.102532549559985,23.5,34.42921241009273,23.524474959404994,29.102190084737906,5.577715125332912,2.1455232374104014,6.299999999999997,0.3405592440333972,0.8051959753627197,0.6888403829336096
stull_globe_direct_plus_diffuse_k0p006_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.006,0.5,23.53496422772142,27.102532549559985,23.5,35.07228321345698,23.524474959404994,29.230804245410756,5.7063292860057615,2.252081818109577,6.299999999999997,0.3574733044618378,0.8146772509355421,0.6782474853337899
stull_globe_direct_plus_diffuse_k0p008_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.008,0.5,23.53496422772142,27.102532549559985,23.5,35.92971095127597,23.524474959404994,29.402289792974553,5.877814833569559,2.3710243744421646,6.299999999999997,0.37635307530828027,0.8261081639436797,0.663342250521513
stull_globe_direct_plus_diffuse_k0p01_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.01,0.5,23.53496422772142,27.102532549559985,23.5,36.78713868909497,23.524474959404994,29.573775340538354,6.04930038113336,2.5268437010794997,6.299999999999997,0.40108630175865095,0.8363124045839104,0.6474982074597816
stull_globe_direct_plus_diffuse_k0p012_wf0p5,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.012,0.5,23.53496422772142,27.102532549559985,23.5,37.644566426913954,23.524474959404994,29.745260888102152,6.220785928697158,2.6267140771267883,6.299999999999997,0.4169387424010777,0.8454405208630166,0.6306653833270106
stull_globe_direct_plus_diffuse_k0p002_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.002,1.0,23.53496422772142,27.102532549559985,23.5,33.31154225603682,23.524474959404994,28.878656053926726,5.354181094521731,1.9673666537713927,6.299999999999997,0.31228042123355454,0.7869176145716348,0.7059294524695046
stull_globe_direct_plus_diffuse_k0p003_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.003,1.0,23.53496422772142,27.102532549559985,23.5,33.71731338405523,23.524474959404994,28.959810279530405,5.435335320125411,2.0337185940681906,6.299999999999997,0.32281247524891926,0.7941663262950109,0.6997193728930075
stull_globe_direct_plus_diffuse_k0p0045_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.0045,1.0,23.53496422772142,27.102532549559985,23.5,34.32597007608285,23.524474959404994,29.08154161793593,5.557066658530935,2.133993260338652,6.299999999999997,0.33872908894264336,0.8043260569153995,0.6900629467581574
stull_globe_direct_plus_diffuse_k0p006_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.006,1.0,23.53496422772142,27.102532549559985,23.5,34.93462676811046,23.524474959404994,29.20327295634145,5.678797996936456,2.234267926609114,6.299999999999997,0.35464570263636747,0.8136974945891579,0.6799815140950308
stull_globe_direct_plus_diffuse_k0p008_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.008,1.0,23.53496422772142,27.102532549559985,23.5,35.746169024147285,23.524474959404994,29.365581407548817,5.841106448143822,2.3534526893809797,6.299999999999997,0.37356391894936203,0.8250863600863773,0.6658479586436654
stull_globe_direct_plus_diffuse_k0p01_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.01,1.0,23.53496422772142,27.102532549559985,23.5,36.55771128018411,23.524474959404994,29.527889858756183,6.003414899351188,2.4535763049885873,6.299999999999997,0.38945655634739496,0.8353454836790307,0.650885057009397
stull_globe_direct_plus_diffuse_k0p012_wf1p0,raw_formula_proxy,stull_wetbulb_simple_globe_k_sweep,direct_plus_diffuse,0.012,1.0,23.53496422772142,27.102532549559985,23.5,37.369253536220924,23.524474959404994,29.690198309963545,6.165723350558551,2.557303670675985,6.299999999999997,0.40592121756761684,0.8446049332588065,0.635050119352871
