cell_id,hour_sgt,fd01_forcing_day_id,fd02_forcing_day_id,contrast_direction,delta_tmrt_p90_fd01_c,delta_tmrt_p90_fd02_c,fd02_minus_fd01_delta_tmrt_p90_c,sign_stable,rank_fd01,rank_fd02,rank_drift,notes
TP_0053,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.004376,-0.004392,-0.000016,yes,94,96,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0056,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0059,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.189520,-0.261890,-0.072370,yes,40,38,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0060,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.373594,-0.505543,-0.131949,yes,23,22,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0065,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.453493,-0.561221,-0.107728,yes,18,20,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0066,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.448372,-0.696312,-0.247940,yes,20,16,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0081,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.032910,-0.042995,-0.010085,yes,70,71,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0082,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.042485,-0.068993,-0.026508,yes,66,64,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0088,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.206166,-0.245697,-0.039531,yes,36,42,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0089,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.297674,-0.369953,-0.072279,yes,28,28,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0097,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.084789,-0.145889,-0.061100,yes,58,52,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0098,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.356239,-0.359972,-0.003733,yes,24,29,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0108,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.066369,-0.083991,-0.017622,yes,62,62,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0114,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.013487,-0.020623,-0.007136,yes,85,81,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0115,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0126,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.287412,-0.421772,-0.134360,yes,32,25,7,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0133,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.023256,-0.035687,-0.012431,yes,75,73,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0135,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.011075,-0.017473,-0.006398,yes,86,84,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0141,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.821680,-0.989508,-0.167828,yes,7,8,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0154,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.326599,-0.287414,0.039185,yes,26,36,10,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0160,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.002000,-0.000159,0.001841,yes,98,101,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0162,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.034791,-0.045549,-0.010758,yes,68,70,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0166,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,-0.000430,-0.000430,no,100,99,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0170,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.199665,-0.235906,-0.036241,yes,37,43,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0183,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.156313,-0.246149,-0.089836,yes,45,41,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0192,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0207,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0208,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0215,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.032997,-0.049625,-0.016628,yes,69,68,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0218,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0226,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.109212,-0.215971,-0.106759,yes,53,45,8,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0233,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0237,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0248,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0254,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.049764,-0.063721,-0.013957,yes,64,65,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0257,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.293078,-0.384375,-0.091297,yes,29,27,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0263,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.065439,-0.077173,-0.011734,yes,63,63,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0276,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0285,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.197785,-0.291451,-0.093666,yes,39,35,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0286,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0293,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0301,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0313,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0318,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0319,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0326,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0337,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.016726,-0.038674,-0.021948,yes,80,72,8,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0346,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0349,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.096243,-0.117652,-0.021409,yes,56,56,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0361,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0365,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.015449,-0.024369,-0.008920,yes,81,78,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0366,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.019411,-0.023710,-0.004299,yes,78,79,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0378,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.030634,-0.032034,-0.001400,yes,72,74,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0379,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.092480,-0.100832,-0.008352,yes,57,59,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0380,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.452250,-0.315303,0.136947,yes,19,32,13,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0381,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.112733,-0.331970,-0.219237,yes,52,30,22,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0403,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.852981,-1.181203,-0.328222,yes,6,5,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0407,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.145246,-0.140445,0.004801,yes,46,53,7,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0409,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.407042,-0.418423,-0.011381,yes,21,26,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0412,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0418,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0430,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.612991,-0.775888,-0.162897,yes,12,12,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0433,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.727925,-0.984415,-0.256490,yes,9,9,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0438,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.225452,-0.185236,0.040216,yes,35,48,13,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0448,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0454,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0458,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0465,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.002868,-0.013696,-0.010828,yes,97,87,10,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0475,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0489,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.106555,-0.169022,-0.062467,yes,54,49,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0492,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0498,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0542,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.464285,-0.605256,-0.140971,yes,17,19,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0543,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.241980,-0.301925,-0.059945,yes,34,34,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0552,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.804052,-1.083436,-0.279384,yes,8,7,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0554,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.006394,-0.012997,-0.006603,yes,90,89,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0555,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0560,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.014580,-0.019417,-0.004837,yes,83,83,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0565,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.022785,-0.020031,0.002754,yes,77,82,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0569,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.159508,-0.206985,-0.047477,yes,44,46,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0575,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.287944,-0.473910,-0.185966,yes,31,23,8,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0584,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.003271,-0.011877,-0.008606,yes,96,90,6,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0587,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.117170,-0.138838,-0.021668,yes,49,54,5,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0592,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0599,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.160095,-0.246731,-0.086636,yes,43,40,3,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0600,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.534012,-0.716323,-0.182311,yes,14,14,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0608,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0614,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0616,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.142144,-0.186493,-0.044349,yes,47,47,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0627,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.077358,-0.091144,-0.013786,yes,60,60,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0628,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.037525,-0.050625,-0.013100,yes,67,67,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0647,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.004811,-0.003376,0.001435,yes,93,97,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0657,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.023214,-0.045988,-0.022774,yes,76,69,7,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0663,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0669,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0670,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0676,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.028999,-0.001571,0.027428,yes,73,98,25,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0691,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0693,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0707,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.005730,-0.004642,0.001088,yes,91,95,4,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0710,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.083683,-0.111507,-0.027824,yes,59,58,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0711,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.070572,-0.085968,-0.015396,yes,61,61,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0718,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.619014,-0.820077,-0.201063,yes,10,11,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0719,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0720,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,0.000000,0.000000,0.000000,yes,100,102,2,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0740,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.044960,-0.051223,-0.006263,yes,65,66,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0744,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-0.113223,-0.150437,-0.037214,yes,51,50,1,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
TP_0745,13,FD01_high_shortwave_hot_20260507,FD02_humid_hot_cloudy_or_diffuse_20260508,FD02_minus_FD01,-1.308880,-1.706258,-0.397378,yes,3,3,0,FD02 - FD01 for delta_tmrt_p90_c; SOLWEIG Tmrt label only.
