model_name,regime_variable,regime_bin,n,n_obs_ge31,n_pred_ge31,n_ge31_hit,n_ge31_miss,n_ge31_false_alarm,mean_official_wbgt_c,mean_model_score,mean_residual_c,median_residual_c,p75_residual_c,p90_residual_c,mean_abs_error_c,p90_abs_error_c,ge31_miss_rate_among_observed
M4_inertia_ridge,temperature_bin,low,851,0,0,0,0,0,25.59259694477086,25.669117243484276,-0.07652029871341735,-0.1011840020636327,0.42233298389635543,0.7959608065887842,0.6066087758400518,1.200805474780772,
M4_inertia_ridge,temperature_bin,mid,839,4,0,0,4,0,26.38820023837902,26.18131705249066,0.20688318588836427,0.2062825990478565,0.5972694833816803,1.1452860903602624,0.569878648896619,1.2118709265941185,1.0
M4_inertia_ridge,temperature_bin,very_high,818,323,269,180,143,89,29.97677261613692,29.82716462209389,0.1496079940430289,0.14267864856027046,0.9279155066750836,1.665032753641918,0.9360562271968954,2.0015195086317705,0.44272445820433437
M7_compact_weather_ridge,temperature_bin,high,834,74,25,17,57,8,28.09856115107914,27.92875495901773,0.16980619206140513,0.00377882316621475,0.6407337848987851,1.6949343340550866,0.7724483667782769,1.7798238977882574,0.7702702702702703
M7_compact_weather_ridge,temperature_bin,low,823,0,0,0,0,0,25.56998784933171,25.69166670634236,-0.12167885701064363,-0.0904092897055868,0.3906958828656588,0.7829930496180055,0.6116785242328325,1.25053236063275,
M7_compact_weather_ridge,temperature_bin,mid,835,4,0,0,4,0,26.340958083832334,26.218534945043857,0.12242313878847773,0.1339446824119896,0.5803396873994249,0.9085594480578578,0.5393270713104936,1.0600719073358478,1.0
M7_compact_weather_ridge,temperature_bin,very_high,856,330,332,214,116,118,29.942056074766356,30.212843648250132,-0.2707875734837787,-0.29367490732852275,0.564435818884256,1.4019267518537752,1.058357700614227,2.185791048132298,0.3515151515151515
M4_inertia_ridge,cloud_cover_bin,high,706,79,68,42,37,26,27.169830028328615,27.27197922376063,-0.10214919543201945,-0.14817063152839433,0.31999527819590234,0.8488900105902406,0.6171851611558374,1.3365088592608227,0.46835443037974683
M4_inertia_ridge,cloud_cover_bin,low,850,190,109,79,111,30,28.953882352941175,28.659900090706664,0.29398226223451274,0.36816954343590247,1.0304833527546444,1.6993598495860955,0.9386243618263859,1.991135948924897,0.5842105263157895
M4_inertia_ridge,cloud_cover_bin,mid,1086,67,53,37,30,16,26.84696132596685,26.675051567999027,0.17190975796782304,0.176638134924655,0.6492666821031312,1.1418840854884387,0.6216004487795521,1.3252805705015902,0.44776119402985076
M4_inertia_ridge,cloud_cover_bin,very_high,706,72,60,36,36,24,27.131586402266286,27.162310370141455,-0.03072396787516975,-0.14130985892543535,0.4767139998023593,1.3268327972968574,0.7410800247578405,1.593594524045125,0.5
M7_compact_weather_ridge,cloud_cover_bin,high,968,108,74,51,57,23,27.19948347107438,27.257057355243845,-0.057573884169465836,-0.13692909446743506,0.4146336058391311,0.9817555215544673,0.6711488776180642,1.4115397942221186,0.5277777777777778
M7_compact_weather_ridge,cloud_cover_bin,low,824,190,228,142,48,86,29.016140776699025,29.189843987097156,-0.1737032103981282,-0.12856685340770818,0.6670446772040952,1.3327274275890544,1.0025518946236158,2.1176086840933377,0.25263157894736843
M7_compact_weather_ridge,cloud_cover_bin,mid,588,2,0,0,2,0,26.421598639455784,26.261805808026068,0.15979283142971543,0.18479006315669722,0.6050811014334778,0.877231311993796,0.5237402413520409,1.0496483744637837,1.0
M7_compact_weather_ridge,cloud_cover_bin,very_high,968,108,55,38,70,17,27.19948347107438,27.182117145445098,0.01736632562928138,-0.08534772008312244,0.5191225858666,1.1793922550775098,0.743999507218594,1.613979621057705,0.6481481481481481
M4_inertia_ridge,direct_radiation_bin,high,676,54,2,0,54,2,28.392455621301778,28.291462439055966,0.10099318224580771,0.011692272565072749,0.9006809556748445,1.7718629194163267,0.9825849952077403,2.0271484433865616,1.0
M4_inertia_ridge,direct_radiation_bin,low,918,0,0,0,0,0,25.881590413943357,25.88276848867309,-0.0011780747297351446,0.0096346225464767,0.41358692019963955,0.6787673098142147,0.44851448134307437,0.9096604397909205,
M4_inertia_ridge,direct_radiation_bin,mid,918,0,0,0,0,0,25.881590413943357,25.776110197116182,0.10548021682717049,0.09284668822473735,0.6364837717186056,1.1609933892931663,0.6348852111552454,1.3095950359985797,
M4_inertia_ridge,direct_radiation_bin,very_high,836,354,288,194,160,94,30.372607655502392,30.158792213978582,0.21381544152380913,0.16583191063121736,0.9716843437217538,1.6794047140405688,0.9246837819475936,1.9871661233267783,0.4519774011299435
M7_compact_weather_ridge,direct_radiation_bin,high,998,54,0,0,54,0,27.547194388777555,27.428960120605876,0.11823426817167794,-0.0425046096716972,0.6113414682989555,1.677440651513642,0.8123447179073253,1.8816394587859862,1.0
M7_compact_weather_ridge,direct_radiation_bin,low,756,0,0,0,0,0,25.90198412698413,25.933971969616362,-0.03198784263223688,-0.0052903827015455505,0.4192525505065605,0.7840000538891996,0.508085723419783,1.0197743302374551,
M7_compact_weather_ridge,direct_radiation_bin,mid,756,0,0,0,0,0,25.896031746031742,25.893701511925265,0.002330234106479691,0.0782130015705142,0.5226918750479612,0.8567598697552938,0.5630502906515206,1.1028975931821012,
M7_compact_weather_ridge,direct_radiation_bin,very_high,838,354,357,231,123,126,30.372315035799524,30.5914926309596,-0.21917759516007834,-0.23937884210373456,0.6514079103817174,1.4358820225233726,1.054208597252182,2.1460280445087383,0.3474576271186441
M4_inertia_ridge,diffuse_radiation_bin,high,678,48,29,23,25,6,28.182595870206487,28.000194175963316,0.18240169424317895,0.15418556651863818,0.9047065087627013,1.6479516157226701,0.9173745297874826,1.9009285038333246,0.5208333333333334
M4_inertia_ridge,diffuse_radiation_bin,low,918,0,0,0,0,0,25.881590413943357,25.88276848867309,-0.0011780747297351446,0.0096346225464767,0.41358692019963955,0.6787673098142147,0.44851448134307437,0.9096604397909205,
M4_inertia_ridge,diffuse_radiation_bin,mid,918,0,0,0,0,0,25.881590413943357,25.776110197116182,0.10548021682717049,0.09284668822473735,0.6364837717186056,1.1609933892931663,0.6348852111552454,1.3095950359985797,
M4_inertia_ridge,diffuse_radiation_bin,very_high,834,360,261,171,189,90,30.547961630695443,30.400056652739575,0.14790497795586943,0.0679890521518196,0.9682441084348579,1.767108365290606,0.9775577545236299,2.052831478870674,0.525
M7_compact_weather_ridge,diffuse_radiation_bin,high,996,46,36,28,18,8,27.390361445783135,27.526211664579222,-0.1358502187960864,-0.22019231247829468,0.4278277025840378,1.1500501361520161,0.785360192455196,1.709318845455062,0.391304347826087
M7_compact_weather_ridge,diffuse_radiation_bin,low,756,0,0,0,0,0,25.90198412698413,25.933971969616362,-0.03198784263223688,-0.0052903827015455505,0.4192525505065605,0.7840000538891996,0.508085723419783,1.0197743302374551,
M7_compact_weather_ridge,diffuse_radiation_bin,mid,756,0,0,0,0,0,25.896031746031742,25.893701511925265,0.002330234106479691,0.0782130015705142,0.5226918750479612,0.8567598697552938,0.5630502906515206,1.1028975931821012,
M7_compact_weather_ridge,diffuse_radiation_bin,very_high,840,362,321,203,159,118,30.551547619047618,30.46865024665227,0.08289737239534646,0.0388048199306041,0.9384508393502546,1.9130437332189933,1.0856286681946001,2.306156085167143,0.43922651933701656
M4_inertia_ridge,combined_radiation_hot_regime,highradiation_not_hot,298,4,0,0,4,0,27.216107382550334,26.892341828476102,0.3237655540742335,0.26602237707302295,0.83986846271244,1.673575607322199,0.8346123213951917,1.845970694339219,1.0
M4_inertia_ridge,combined_radiation_hot_regime,hot_not_highradiation,140,0,0,0,0,0,26.359999999999996,26.347597128159244,0.012402871840757237,0.07888528599998595,0.4603893661884557,0.6752832325647965,0.46551803288530574,1.0209754720963677,
M4_inertia_ridge,combined_radiation_hot_regime,other,1392,0,0,0,0,0,25.72456896551724,25.715966893935992,0.008602071581248477,0.01188488032043895,0.4975209272636114,0.806709692641221,0.5356593267876295,1.11976283143779,
M4_inertia_ridge,combined_radiation_hot_regime,radiation_hot,1518,404,290,194,210,96,29.310935441370223,29.157722104120825,0.15321333724940092,0.08972556990744525,0.9013819885281089,1.6614987156971337,0.9040179426310856,1.9206243475455074,0.5198019801980198
M7_compact_weather_ridge,combined_radiation_hot_regime,highradiation_not_hot,533,4,0,0,4,0,26.443339587242026,26.443728550562174,-0.00038896332014629715,-0.0233261240643969,0.4294295305712019,1.0063471549609837,0.6284593474030159,1.3112427986566653,1.0
M7_compact_weather_ridge,combined_radiation_hot_regime,hot_not_highradiation,137,0,0,0,0,0,26.389781021897807,26.276808342286763,0.11297267961104784,0.141830734073256,0.6405822295626855,0.9299977939182916,0.5744129228190196,1.1182106485064898,
M7_compact_weather_ridge,combined_radiation_hot_regime,other,1125,0,0,0,0,0,25.728444444444445,25.726409831983773,0.002034612460673041,0.071513183480711,0.525235012495834,0.8149853576419454,0.5500272869529563,1.0734032696920814,
M7_compact_weather_ridge,combined_radiation_hot_regime,radiation_hot,1553,404,357,231,173,126,29.265421764327108,29.333453352111796,-0.06803158778468527,-0.1728709828550343,0.5911151804649393,1.6254289218750433,0.9475090529250842,2.0732527074264944,0.4282178217821782
