station_id,metric_group,metric_name,probability_case_id,n_rows,n_ge31,estimate,ci_low,ci_high,bootstrap_iterations,stability_label,low_support_warning_flag
S143,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,7,-0.02651010394512835,-0.08439329436359258,0.024110977403798618,1000,unstable_low_support,True
S143,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,7,0.0,0.0,0.0,1000,unstable_low_support,True
S144,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,8,0.0032959652509049367,-0.046064344179960325,0.05229447633723957,1000,unstable_low_support,True
S144,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,8,0.004625397992571957,-0.04738877986379778,0.055483790657157084,1000,unstable_low_support,True
S144,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,8,0.125,0.0,0.4,999,unstable_low_support,True
S145,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,8,0.016480914759640464,-0.02750816328268214,0.06096110255866674,1000,unstable_low_support,True
S145,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,8,0.015277103855063359,-0.028882780281651078,0.058871410107501,1000,unstable_low_support,True
S145,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,8,0.125,0.0,0.4446969696969694,1000,unstable_low_support,True
S146,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,3,-0.070825700261316,-0.12807501303188928,-0.020329766284363105,1000,unstable_low_support,True
S146,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,3,-0.07267917604515571,-0.12486354502405367,-0.02324603961322499,1000,unstable_low_support,True
S146,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,3,0.0,0.0,0.0,945,unstable_low_support,True
S147,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.036693836472990585,-0.004252114768709142,0.0773167374325949,1000,no_station_signal,False
S147,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,10,0.03802326921465761,-0.002118481008925289,0.08216189989589157,1000,no_station_signal,False
S147,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,10,0.1,0.0,0.3333333333333333,1000,no_station_signal,False
S148,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,5,-0.043202719034562596,-0.1060311789852484,0.019587482175703975,1000,unstable_low_support,True
S148,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,5,-0.03905893056521523,-0.1023223538019021,0.0267806038801851,1000,unstable_low_support,True
S148,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,5,0.4,0.0,1.0,994,unstable_low_support,True
S149,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,5,-0.042963490609189275,-0.10433602793134747,0.014560282167604697,1000,unstable_low_support,True
S149,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,5,-0.03881970213984191,-0.09197537555938484,0.008145373361534694,1000,unstable_low_support,True
S149,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,5,0.2,0.0,0.6666666666666666,998,unstable_low_support,True
S150,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,3,-0.07440678826152142,-0.14105992921906418,-0.02226133589376294,1000,unstable_low_support,True
S150,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,3,-0.07254597217427218,-0.13250081875329445,-0.017466707541978217,1000,unstable_low_support,True
S150,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,3,0.3333333333333333,0.0,1.0,949,unstable_low_support,True
S151,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,9,0.03055257850025693,-0.013027025639460225,0.07779298306512339,1000,unstable_low_support,True
S151,probability_error,mean_context_adjusted_probability_error_obs_minus_p,current_companion_best_f1,62,9,0.02785650566177548,-0.0179563512730789,0.0745936701276902,1000,unstable_low_support,True
S151,miss_rate,miss_rate_at_policy,current_companion_best_f1,62,9,0.2222222222222222,0.0,0.5,1000,unstable_low_support,True
S153,probability_error,mean_probability_error_obs_minus_p,current_companion_best_f1,62,7,-0.010818181485435051,-0.06051032230192721,0.04247366920551823,1000,unstable_low_support,True
